"Relative Time (Process)","experiment-human-data - system/gpu.process.0.memoryAllocated","experiment-human-data - system/gpu.process.0.memoryAllocated__MIN","experiment-human-data - system/gpu.process.0.memoryAllocated__MAX"
"20520.79466","87.41","87.41","87.41"
"20550.795351","87.41","87.41","87.41"
"20580.795991","87.41","87.41","87.41"
"20610.796634","87.41","87.41","87.41"
"20640.797129","87.41","87.41","87.41"
"20670.797584","87.41","87.41","87.41"
"20700.79807","87.41","87.41","87.41"
"20730.798533","87.41","87.41","87.41"
"20760.798981","87.41","87.41","87.41"
"20790.799478","87.41","87.41","87.41"
"20820.800061","87.41","87.41","87.41"
"20850.800875","87.41","87.41","87.41"
"20880.801585","87.41","87.41","87.41"
"20910.802346","87.41","87.41","87.41"
"20940.803234","87.41","87.41","87.41"
"20970.803929","87.41","87.41","87.41"
"21000.804666","87.41","87.41","87.41"
"21030.80539","87.41","87.41","87.41"
"21060.806118","87.41","87.41","87.41"
"21090.806881","87.41","87.41","87.41"
"21120.807691","87.41","87.41","87.41"
"21150.808493","87.41","87.41","87.41"
"21180.809189","87.41","87.41","87.41"
"21210.809878","87.41","87.41","87.41"
"21240.810376","87.41","87.41","87.41"
"21270.81109","87.41","87.41","87.41"
"21300.811856","87.41","87.41","87.41"
"21330.812533","87.41","87.41","87.41"
"21360.813474","87.41","87.41","87.41"
"21390.814277","87.41","87.41","87.41"
"21420.815406","87.41","87.41","87.41"
"21450.816087","87.41","87.41","87.41"
"21480.816789","87.41","87.41","87.41"
"21510.817618","87.41","87.41","87.41"
"21540.818258","87.41","87.41","87.41"
"21570.81889","87.41","87.41","87.41"
"21600.819417","87.41","87.41","87.41"
"21630.820117","87.41","87.41","87.41"
"21660.821341","87.41","87.41","87.41"
"21690.82205","87.41","87.41","87.41"
"21720.822837","87.41","87.41","87.41"
"21750.823533","87.41","87.41","87.41"
"21780.824254","87.41","87.41","87.41"
"21810.825055","87.41","87.41","87.41"
"21840.825732","87.41","87.41","87.41"
"21870.826621","87.41","87.41","87.41"
"21900.827826","87.41","87.41","87.41"
"21930.828722","87.41","87.41","87.41"
"21960.829246","87.41","87.41","87.41"
"21990.829895","87.41","87.41","87.41"
"22020.830411","87.41","87.41","87.41"
"22050.830867","87.41","87.41","87.41"
"22080.831434","87.41","87.41","87.41"
"22110.832352","87.41","87.41","87.41"
"22140.833046","87.41","87.41","87.41"
"22170.833691","87.41","87.41","87.41"
"22200.834202","87.41","87.41","87.41"
"22230.834836","87.41","87.41","87.41"
"22260.835336","87.41","87.41","87.41"
"22290.835813","87.41","87.41","87.41"
"22320.836414","87.41","87.41","87.41"
"22350.837312","87.41","87.41","87.41"
"22380.838035","87.41","87.41","87.41"
"22410.838961","87.41","87.41","87.41"
"22440.83977","87.41","87.41","87.41"
"22470.840463","87.41","87.41","87.41"
"22500.84112","87.41","87.41","87.41"
"22530.841658","87.41","87.41","87.41"
"22560.842437","87.41","87.41","87.41"
"22590.843202","87.41","87.41","87.41"
"22620.843926","87.41","87.41","87.41"
"22650.844731","87.41","87.41","87.41"
"22680.845262","87.41","87.41","87.41"
"22710.845897","87.41","87.41","87.41"
"22740.846462","87.41","87.41","87.41"
"22770.847205","87.41","87.41","87.41"
"22800.848084","87.41","87.41","87.41"
"22830.848883","87.41","87.41","87.41"
"22860.849604","87.41","87.41","87.41"
"22890.850525","87.41","87.41","87.41"
"22920.851337","87.41","87.41","87.41"
"22950.852091","87.41","87.41","87.41"
"22980.852969","87.41","87.41","87.41"
"23010.853755","87.41","87.41","87.41"
"23040.854854","87.41","87.41","87.41"
"23070.855598","87.41","87.41","87.41"
"23100.856367","87.41","87.41","87.41"
"23130.85709","87.41","87.41","87.41"
"23160.857954","87.41","87.41","87.41"
"23190.8587","87.41","87.41","87.41"
"23220.859476","87.41","87.41","87.41"
"23250.860386","87.41","87.41","87.41"
"23280.86131","87.41","87.41","87.41"
"23310.862013","87.41","87.41","87.41"
"23340.862916","87.41","87.41","87.41"
"23370.863835","87.41","87.41","87.41"
"23400.864725","87.41","87.41","87.41"
"23430.865616","87.41","87.41","87.41"
"23460.866347","87.41","87.41","87.41"
"23490.867109","87.41","87.41","87.41"
"23520.867885","87.41","87.41","87.41"
"23550.868566","87.41","87.41","87.41"
"23580.869089","87.41","87.41","87.41"
"23610.869583","87.41","87.41","87.41"
"23640.870096","87.41","87.41","87.41"
"23670.870766","87.41","87.41","87.41"
"23700.871412","87.41","87.41","87.41"
"23730.871869","87.41","87.41","87.41"
"23760.872404","87.41","87.41","87.41"
"23790.873032","87.41","87.41","87.41"
"23820.873625","87.41","87.41","87.41"
"23850.874064","87.41","87.41","87.41"
"23880.874555","87.41","87.41","87.41"
"23910.875321","87.41","87.41","87.41"
"23940.876212","87.41","87.41","87.41"
"23970.877091","87.41","87.41","87.41"
"24000.877892","87.41","87.41","87.41"
"24030.878678","87.41","87.41","87.41"
"24060.879285","87.41","87.41","87.41"
"24090.880039","87.41","87.41","87.41"
"24120.880788","87.41","87.41","87.41"
"24150.881719","87.41","87.41","87.41"
"24180.882367","87.41","87.41","87.41"
"24210.882816","87.41","87.41","87.41"
"24240.883727","87.41","87.41","87.41"
"24270.884397","87.41","87.41","87.41"
"24300.885075","87.41","87.41","87.41"
"24330.885736","87.41","87.41","87.41"
"24360.8864","87.41","87.41","87.41"
"24390.887153","87.41","87.41","87.41"
"24420.887946","87.41","87.41","87.41"
"24450.888882","87.41","87.41","87.41"
"24480.889674","87.41","87.41","87.41"
"24510.890478","87.41","87.41","87.41"
"24540.891239","87.41","87.41","87.41"
"24570.892006","87.41","87.41","87.41"
"24600.893047","87.41","87.41","87.41"
"24630.893866","87.41","87.41","87.41"
"24660.894789","87.41","87.41","87.41"
"24690.895568","87.41","87.41","87.41"
"24720.896434","87.41","87.41","87.41"
"24750.897141","87.41","87.41","87.41"
"24780.897953","87.41","87.41","87.41"
"24810.898668","87.41","87.41","87.41"
"24840.899388","87.41","87.41","87.41"
"24870.900088","87.41","87.41","87.41"
"24900.900789","87.41","87.41","87.41"
"24930.901424","87.41","87.41","87.41"
"24960.901942","87.41","87.41","87.41"
"24990.902639","87.41","87.41","87.41"
"25020.903405","87.41","87.41","87.41"
"25050.904043","87.41","87.41","87.41"
"25080.904564","87.41","87.41","87.41"
"25110.905251","87.41","87.41","87.41"
"25140.905916","87.41","87.41","87.41"
"25170.906588","87.41","87.41","87.41"
"25200.9072","87.41","87.41","87.41"
"25230.90787","87.41","87.41","87.41"
"25260.90841","87.41","87.41","87.41"
"25290.909132","87.41","87.41","87.41"
"25320.909953","87.41","87.41","87.41"
"25350.910587","87.41","87.41","87.41"
"25380.911089","87.41","87.41","87.41"
"25410.911733","87.41","87.41","87.41"
"25440.91223","87.41","87.41","87.41"
"25470.912709","87.41","87.41","87.41"
"25500.91319","87.41","87.41","87.41"
"25530.913643","87.41","87.41","87.41"
"25560.914119","87.41","87.41","87.41"
"25590.91482","87.41","87.41","87.41"
"25620.915438","87.41","87.41","87.41"
"25650.916045","87.41","87.41","87.41"
"25680.916748","87.41","87.41","87.41"
"25710.91752","87.41","87.41","87.41"
"25740.918208","87.41","87.41","87.41"
"25770.918915","87.41","87.41","87.41"
"25800.919833","87.41","87.41","87.41"
"25830.920588","87.41","87.41","87.41"
"25860.9214","87.41","87.41","87.41"
"25890.922118","87.41","87.41","87.41"
"25920.922809","87.41","87.41","87.41"
"25950.92347","87.41","87.41","87.41"
"25980.924544","87.41","87.41","87.41"
"26010.925282","87.41","87.41","87.41"
"26040.926088","87.41","87.41","87.41"
"26070.926822","87.41","87.41","87.41"
"26100.927642","87.41","87.41","87.41"
"26130.928651","87.41","87.41","87.41"
"26160.929444","87.41","87.41","87.41"
"26190.930098","87.41","87.41","87.41"
"26220.930676","87.41","87.41","87.41"
"26250.931427","87.41","87.41","87.41"
"26280.932164","87.41","87.41","87.41"
"26310.932846","87.41","87.41","87.41"
"26340.933661","87.41","87.41","87.41"
"26370.93447","87.41","87.41","87.41"
"26400.93516","87.41","87.41","87.41"
"26430.935911","87.41","87.41","87.41"
"26460.93668","87.41","87.41","87.41"
"26490.93738","87.41","87.41","87.41"
"26520.938082","87.41","87.41","87.41"
"26550.938804","87.41","87.41","87.41"
"26580.93959","87.41","87.41","87.41"
"26610.940354","87.41","87.41","87.41"
"26640.941091","87.41","87.41","87.41"
"26670.9419","87.41","87.41","87.41"
"26700.942813","87.41","87.41","87.41"
"26730.943557","87.41","87.41","87.41"
"26760.944273","87.41","87.41","87.41"
"26790.944891","87.41","87.41","87.41"
"26850.94604","87.41","87.41","87.41"
"26880.946545","87.41","87.41","87.41"
"26910.947211","87.41","87.41","87.41"
"26940.947875","87.41","87.41","87.41"
"26970.948381","87.41","87.41","87.41"
"27000.949021","87.41","87.41","87.41"
"27030.949529","87.41","87.41","87.41"
"27060.950045","87.41","87.41","87.41"
"27090.950559","87.41","87.41","87.41"
"27120.951223","87.41","87.41","87.41"
"27150.951716","87.41","87.41","87.41"
"27180.952329","87.41","87.41","87.41"
"27210.953134","87.41","87.41","87.41"
"27240.953812","87.41","87.41","87.41"
"27270.954466","87.41","87.41","87.41"
"27300.955161","87.41","87.41","87.41"
"27330.95578","87.41","87.41","87.41"
"27360.956323","87.41","87.41","87.41"
"27390.957209","87.41","87.41","87.41"
"27420.957909","87.41","87.41","87.41"
"27450.958641","87.41","87.41","87.41"
"27480.959569","87.41","87.41","87.41"
"27510.960328","87.41","87.41","87.41"
"27540.960776","87.41","87.41","87.41"
"27570.961323","87.41","87.41","87.41"
"27600.962089","87.41","87.41","87.41"
"27630.962822","87.41","87.41","87.41"
"27660.963627","87.41","87.41","87.41"
"27690.964332","87.41","87.41","87.41"
"27720.96505","87.41","87.41","87.41"
"27750.965562","87.41","87.41","87.41"
"27780.966494","87.41","87.41","87.41"
"27810.967402","87.41","87.41","87.41"
"27840.968133","87.41","87.41","87.41"
"27870.969324","87.41","87.41","87.41"
"27900.970248","87.41","87.41","87.41"
"27930.971028","87.41","87.41","87.41"
"27960.97173","87.41","87.41","87.41"
"27990.972552","87.41","87.41","87.41"
"28020.973255","87.41","87.41","87.41"
"28050.973943","87.41","87.41","87.41"
"28080.974808","87.41","87.41","87.41"
"28110.975468","87.41","87.41","87.41"
"28140.976153","87.41","87.41","87.41"
"28170.976765","87.41","87.41","87.41"
"28200.977595","87.41","87.41","87.41"
"28230.978308","87.41","87.41","87.41"
"28260.978894","87.41","87.41","87.41"
"28290.979723","87.41","87.41","87.41"
"28320.980384","87.41","87.41","87.41"
"28350.980977","87.41","87.41","87.41"
"28380.981735","87.41","87.41","87.41"
"28410.982347","87.41","87.41","87.41"
"28440.98286","87.41","87.41","87.41"
"28470.9835","87.41","87.41","87.41"
"28500.98415","87.41","87.41","87.41"
"28530.984728","87.41","87.41","87.41"
"28560.985225","87.41","87.41","87.41"
"28590.98569","87.41","87.41","87.41"
"28620.98612","87.41","87.41","87.41"
"28650.986603","87.41","87.41","87.41"
"28680.987134","87.41","87.41","87.41"
"28710.988049","87.41","87.41","87.41"
"28740.988938","87.41","87.41","87.41"
"28770.989574","87.41","87.41","87.41"
"28800.990068","87.41","87.41","87.41"
"28830.990783","87.41","87.41","87.41"
"28860.991596","87.41","87.41","87.41"
"28890.992374","87.41","87.41","87.41"
"28920.993261","87.41","87.41","87.41"
"28950.994074","87.41","87.41","87.41"
"28980.994611","87.41","87.41","87.41"
"29010.995606","87.41","87.41","87.41"
"29040.996476","87.41","87.41","87.41"
"29070.997182","87.41","87.41","87.41"
"29100.998059","87.41","87.41","87.41"
"29130.998841","87.41","87.41","87.41"
"29160.999753","87.41","87.41","87.41"
"29191.00044","87.41","87.41","87.41"
"29221.001212","87.41","87.41","87.41"
"29251.001749","87.41","87.41","87.41"
"29281.002505","87.41","87.41","87.41"
"29311.003358","87.41","87.41","87.41"
"29341.004208","87.41","87.41","87.41"
"29371.005194","87.41","87.41","87.41"
"29401.006056","87.41","87.41","87.41"
"29431.006828","87.41","87.41","87.41"
"29461.007707","87.41","87.41","87.41"
"29491.008289","87.41","87.41","87.41"
"29521.008887","87.41","87.41","87.41"
"29551.009777","87.41","87.41","87.41"
"29581.010663","87.41","87.41","87.41"
"29611.011398","87.41","87.41","87.41"
"29641.012184","87.41","87.41","87.41"
"29671.012994","87.41","87.41","87.41"
"29701.013687","87.41","87.41","87.41"
"29731.014423","87.41","87.41","87.41"
"29761.015249","87.41","87.41","87.41"
"29791.016031","87.41","87.41","87.41"
"29821.01678","87.41","87.41","87.41"
"29851.017584","87.41","87.41","87.41"
"29881.018212","87.41","87.41","87.41"
"29911.018866","87.41","87.41","87.41"
"29941.019394","87.41","87.41","87.41"
"29971.020237","87.41","87.41","87.41"
"30001.021064","87.41","87.41","87.41"
"30031.021734","87.41","87.41","87.41"
"30061.022254","87.41","87.41","87.41"
"30091.022985","87.41","87.41","87.41"
"30121.023819","87.41","87.41","87.41"
"30151.024322","87.41","87.41","87.41"
"30181.024817","87.41","87.41","87.41"
"30211.02544","87.41","87.41","87.41"
"30241.026063","87.41","87.41","87.41"
"30271.02661","87.41","87.41","87.41"
"30301.02729","87.41","87.41","87.41"
"30331.027961","87.41","87.41","87.41"
"30361.028481","87.41","87.41","87.41"
"30391.028996","87.41","87.41","87.41"
"30421.02945","87.41","87.41","87.41"
"30451.029965","87.41","87.41","87.41"
"30481.030541","87.41","87.41","87.41"
"30511.031513","87.41","87.41","87.41"
"30541.032184","87.41","87.41","87.41"
"30571.03275","87.41","87.41","87.41"
"30601.033455","87.41","87.41","87.41"
"30631.034232","87.41","87.41","87.41"
"30661.034926","87.41","87.41","87.41"
"30691.035641","87.41","87.41","87.41"
"30721.036131","87.41","87.41","87.41"
"30751.0367","87.41","87.41","87.41"
"30781.037464","87.41","87.41","87.41"
"30811.038344","87.41","87.41","87.41"
"30841.039151","87.41","87.41","87.41"
"30871.039723","87.41","87.41","87.41"
"30901.040439","87.41","87.41","87.41"
"30931.041401","87.41","87.41","87.41"
"30961.042308","87.41","87.41","87.41"
"30991.043147","87.41","87.41","87.41"
"31021.043845","87.41","87.41","87.41"
"31051.044566","87.41","87.41","87.41"
"31081.045501","87.41","87.41","87.41"
"31111.046349","87.41","87.41","87.41"
"31141.047099","87.41","87.41","87.41"
"31171.047873","87.41","87.41","87.41"
"31201.048691","87.41","87.41","87.41"
"31231.050077","87.41","87.41","87.41"
"31261.051237","87.41","87.41","87.41"
"31291.051999","87.41","87.41","87.41"
"31321.052776","87.41","87.41","87.41"
"31351.053369","87.41","87.41","87.41"
"31381.053856","87.41","87.41","87.41"
"31411.054576","87.41","87.41","87.41"
"31441.055533","87.41","87.41","87.41"
"31471.056418","87.41","87.41","87.41"
"31501.057168","87.41","87.41","87.41"
"31531.057883","87.41","87.41","87.41"
"31561.058635","87.41","87.41","87.41"
"31591.059545","87.41","87.41","87.41"
"31621.060443","87.41","87.41","87.41"
"31651.061062","87.41","87.41","87.41"
"31681.061535","87.41","87.41","87.41"
"31711.062205","87.41","87.41","87.41"
"31741.063125","87.41","87.41","87.41"
"31771.064078","87.41","87.41","87.41"
"31801.064753","87.41","87.41","87.41"
"31831.06528","87.41","87.41","87.41"
"31861.06604","87.41","87.41","87.41"
"31891.0668","87.41","87.41","87.41"
"31921.067323","87.41","87.41","87.41"
"31951.06789","87.41","87.41","87.41"
"31981.068765","87.41","87.41","87.41"
"32011.069724","87.41","87.41","87.41"
"32041.070468","87.41","87.41","87.41"
"32071.071228","87.41","87.41","87.41"
"32101.072085","87.41","87.41","87.41"
"32131.072974","87.41","87.41","87.41"
"32161.073641","87.41","87.41","87.41"
"32191.074344","87.41","87.41","87.41"
"32221.075113","87.41","87.41","87.41"
"32251.075624","87.41","87.41","87.41"
"32281.076276","87.41","87.41","87.41"
"32311.07704","87.41","87.41","87.41"
"32341.077742","87.41","87.41","87.41"
"32371.078493","87.41","87.41","87.41"
"32401.079206","87.41","87.41","87.41"
"32431.079855","87.41","87.41","87.41"
"32461.080544","87.41","87.41","87.41"
"32491.081259","87.41","87.41","87.41"
"32521.08202","87.41","87.41","87.41"
"32551.082597","87.41","87.41","87.41"
"32581.083509","87.41","87.41","87.41"
"32611.084276","87.41","87.41","87.41"
"32641.084799","87.41","87.41","87.41"
"32671.085557","87.41","87.41","87.41"
"32701.086297","87.41","87.41","87.41"
"32731.086947","87.41","87.41","87.41"
"32761.087587","87.41","87.41","87.41"
"32791.088144","87.41","87.41","87.41"
"32821.088876","87.41","87.41","87.41"
"32851.089595","87.41","87.41","87.41"
"32881.090353","87.41","87.41","87.41"
"32911.091057","87.41","87.41","87.41"
"32941.091854","87.41","87.41","87.41"
"32971.09274","87.41","87.41","87.41"
"33001.093407","87.41","87.41","87.41"
"33031.094273","87.41","87.41","87.41"
"33061.095","87.41","87.41","87.41"
"33091.095871","87.41","87.41","87.41"
"33121.09655","87.41","87.41","87.41"
"33151.097198","87.41","87.41","87.41"
"33181.097672","87.41","87.41","87.41"
"33211.098191","87.41","87.41","87.41"
"33241.099028","87.41","87.41","87.41"
"33271.099858","87.41","87.41","87.41"
"33301.100367","87.41","87.41","87.41"
"33331.100922","87.41","87.41","87.41"
"33361.101496","87.41","87.41","87.41"
"33391.102372","87.41","87.41","87.41"
"33421.1029","87.41","87.41","87.41"
"33451.103607","87.41","87.41","87.41"
"33481.104376","87.41","87.41","87.41"
"33511.10505","87.41","87.41","87.41"
"33541.105663","87.41","87.41","87.41"
"33571.106353","87.41","87.41","87.41"
"33601.107094","87.41","87.41","87.41"
"33631.107745","87.41","87.41","87.41"
"33661.108443","87.41","87.41","87.41"
"33691.109128","87.41","87.41","87.41"
"33721.109818","87.41","87.41","87.41"
"33751.110619","87.41","87.41","87.41"
"33781.111355","87.41","87.41","87.41"
"33811.112094","87.41","87.41","87.41"
"33841.11325","87.41","87.41","87.41"
"33871.114086","87.41","87.41","87.41"
"33901.114733","87.41","87.41","87.41"
"33931.115408","87.41","87.41","87.41"
"33961.116145","87.41","87.41","87.41"
"33991.116848","87.41","87.41","87.41"
"34021.117583","87.41","87.41","87.41"
"34051.118706","87.41","87.41","87.41"
"34081.119422","87.41","87.41","87.41"
"34111.120062","87.41","87.41","87.41"
"34141.120581","87.41","87.41","87.41"
"34171.121511","87.41","87.41","87.41"
"34201.122169","87.41","87.41","87.41"
"34231.12298","87.41","87.41","87.41"
"34261.123957","87.41","87.41","87.41"
"34291.124814","87.41","87.41","87.41"
"34321.125636","87.41","87.41","87.41"
"34351.126451","87.41","87.41","87.41"
"34381.127227","87.41","87.41","87.41"
"34411.127746","87.41","87.41","87.41"
"34441.128433","87.41","87.41","87.41"
"34471.129174","87.41","87.41","87.41"
"34501.130109","87.41","87.41","87.41"
"34531.130832","87.41","87.41","87.41"
"34561.131537","87.41","87.41","87.41"
"34591.132476","87.41","87.41","87.41"
"34621.133321","87.41","87.41","87.41"
"34651.134053","87.41","87.41","87.41"
"34681.134909","87.41","87.41","87.41"
"34711.135818","87.41","87.41","87.41"
"34741.136445","87.41","87.41","87.41"
"34771.137285","87.41","87.41","87.41"
"34801.138071","87.41","87.41","87.41"
"34831.13873","87.41","87.41","87.41"
"34861.139241","87.41","87.41","87.41"
"34891.139875","87.41","87.41","87.41"
"34921.140748","87.41","87.41","87.41"
"34951.141629","87.41","87.41","87.41"
"34981.142258","87.41","87.41","87.41"
"35011.142759","87.41","87.41","87.41"
"35041.143275","87.41","87.41","87.41"
"35071.143939","87.41","87.41","87.41"
"35101.14463","87.41","87.41","87.41"
"35131.145383","87.41","87.41","87.41"
"35161.145996","87.41","87.41","87.41"
"35191.146448","87.41","87.41","87.41"
"35221.146937","87.41","87.41","87.41"
"35251.14746","87.41","87.41","87.41"
"35281.148035","87.41","87.41","87.41"
"35311.148757","87.41","87.41","87.41"
"35341.149579","87.41","87.41","87.41"
"35371.150511","87.41","87.41","87.41"
"35401.151721","87.41","87.41","87.41"
"35431.152653","87.41","87.41","87.41"
"35461.153425","87.41","87.41","87.41"
"35491.154042","87.41","87.41","87.41"
"35521.154857","87.41","87.41","87.41"
"35551.156379","87.41","87.41","87.41"
"35581.160757","87.41","87.41","87.41"
"35611.161423","87.41","87.41","87.41"
"35641.162243","87.41","87.41","87.41"
"35671.162862","87.41","87.41","87.41"
"35701.163453","87.41","87.41","87.41"
"35731.164166","87.41","87.41","87.41"
"35761.164824","87.41","87.41","87.41"
"35791.165533","87.41","87.41","87.41"
"35821.166225","87.41","87.41","87.41"
"35851.166935","87.41","87.41","87.41"
"35881.167841","87.41","87.41","87.41"
"35911.16855","87.41","87.41","87.41"
"35941.169285","87.41","87.41","87.41"
"35971.170277","87.41","87.41","87.41"
"36001.171033","87.41","87.41","87.41"
"36031.171771","87.41","87.41","87.41"
"36061.172494","87.41","87.41","87.41"
"36091.173191","87.41","87.41","87.41"
"36121.173904","87.41","87.41","87.41"
"36151.174517","87.41","87.41","87.41"
"36181.175056","87.41","87.41","87.41"
"36211.175796","87.41","87.41","87.41"
"36241.176534","87.41","87.41","87.41"
"36271.177288","87.41","87.41","87.41"
"36301.177981","87.41","87.41","87.41"
"36331.178713","87.41","87.41","87.41"
"36361.179448","87.41","87.41","87.41"
"36391.179975","87.41","87.41","87.41"
"36421.18086","87.41","87.41","87.41"
"36451.181729","87.41","87.41","87.41"
"36481.182324","87.41","87.41","87.41"
"36511.18278","87.41","87.41","87.41"
"36541.183337","87.41","87.41","87.41"
"36571.184153","87.41","87.41","87.41"
"36601.18479","87.41","87.41","87.41"
"36631.185394","87.41","87.41","87.41"
"36661.186325","87.41","87.41","87.41"
"36691.187106","87.41","87.41","87.41"
"36721.187784","87.41","87.41","87.41"
"36751.188399","87.41","87.41","87.41"
"36781.189137","87.41","87.41","87.41"
"36811.189823","87.41","87.41","87.41"
"36841.190482","87.41","87.41","87.41"
"36871.191024","87.41","87.41","87.41"
"36901.191787","87.41","87.41","87.41"
"36931.192613","87.41","87.41","87.41"
"36961.193183","87.41","87.41","87.41"
"36991.193863","87.41","87.41","87.41"
"37021.19471","87.41","87.41","87.41"
"37051.195238","87.41","87.41","87.41"
"37081.196057","87.41","87.41","87.41"
"37111.196821","87.41","87.41","87.41"
"37141.19782","87.41","87.41","87.41"
"37171.19835","87.41","87.41","87.41"
"37201.199075","87.41","87.41","87.41"
"37231.199729","87.41","87.41","87.41"
"37261.200319","87.41","87.41","87.41"
"37291.201173","87.41","87.41","87.41"
"37321.20201","87.41","87.41","87.41"
"37351.202764","87.41","87.41","87.41"
"37381.203586","87.41","87.41","87.41"
"37411.204252","87.41","87.41","87.41"
"37441.204938","87.41","87.41","87.41"
"37471.205585","87.41","87.41","87.41"
"37501.206149","87.41","87.41","87.41"
"37531.206926","87.41","87.41","87.41"
"37561.207668","87.41","87.41","87.41"
"37591.208403","87.41","87.41","87.41"
"37621.209128","87.41","87.41","87.41"
"37651.209877","87.41","87.41","87.41"
"37681.210574","87.41","87.41","87.41"
"37711.211108","87.41","87.41","87.41"
"37741.211816","87.41","87.41","87.41"
"37771.212775","87.41","87.41","87.41"
"37801.213483","87.41","87.41","87.41"
"37831.21442","87.41","87.41","87.41"
"37861.215123","87.41","87.41","87.41"
"37891.215845","87.41","87.41","87.41"
"37921.21668","87.41","87.41","87.41"
"37951.217591","87.41","87.41","87.41"
"37981.218323","87.41","87.41","87.41"
"38011.218915","87.41","87.41","87.41"
"38041.219529","87.41","87.41","87.41"
"38071.219984","87.41","87.41","87.41"
"38101.220454","87.41","87.41","87.41"
"38131.221245","87.41","87.41","87.41"
"38161.222004","87.41","87.41","87.41"
"38191.222663","87.41","87.41","87.41"
"38221.223175","87.41","87.41","87.41"
"38251.223829","87.41","87.41","87.41"
"38281.224332","87.41","87.41","87.41"
"38311.224846","87.41","87.41","87.41"
"38341.225467","87.41","87.41","87.41"
"38371.226097","87.41","87.41","87.41"
"38401.233014","87.41","87.41","87.41"
"38431.233711","87.41","87.41","87.41"
"38461.23467","87.41","87.41","87.41"
"38491.235402","87.41","87.41","87.41"
"38521.236039","87.41","87.41","87.41"
"38551.236641","87.41","87.41","87.41"
"38581.23739","87.41","87.41","87.41"
"38611.238221","87.41","87.41","87.41"
"38641.238983","87.41","87.41","87.41"
"38671.239927","87.41","87.41","87.41"
"38701.240703","87.41","87.41","87.41"
"38731.241476","87.41","87.41","87.41"
"38761.24198","87.41","87.41","87.41"
"38791.242739","87.41","87.41","87.41"
"38821.243686","87.41","87.41","87.41"
"38851.244509","87.41","87.41","87.41"
"38881.245289","87.41","87.41","87.41"
"38911.246131","87.41","87.41","87.41"
"38941.247065","87.41","87.41","87.41"
"38971.247834","87.41","87.41","87.41"
"39001.248512","87.41","87.41","87.41"
"39031.249301","87.41","87.41","87.41"
"39061.250038","87.41","87.41","87.41"
"39091.250726","87.41","87.41","87.41"
"39121.251646","87.41","87.41","87.41"
"39151.252424","87.41","87.41","87.41"
"39181.253162","87.41","87.41","87.41"
"39211.254006","87.41","87.41","87.41"
"39241.254734","87.41","87.41","87.41"
"39271.255409","87.41","87.41","87.41"
"39301.256218","87.41","87.41","87.41"
"39331.257215","87.41","87.41","87.41"
"39361.257973","87.41","87.41","87.41"
"39391.25872","87.41","87.41","87.41"
"39421.259455","87.41","87.41","87.41"
"39451.260242","87.41","87.41","87.41"
"39481.261182","87.41","87.41","87.41"
"39511.262125","87.41","87.41","87.41"
"39541.262762","87.41","87.41","87.41"
"39571.263202","87.41","87.41","87.41"
"39601.263697","87.41","87.41","87.41"
"39631.264332","87.41","87.41","87.41"
"39661.264889","87.41","87.41","87.41"
"39691.265587","87.41","87.41","87.41"
"39721.266495","87.41","87.41","87.41"
"39751.267273","87.41","87.41","87.41"
"39781.267974","87.41","87.41","87.41"
"39811.268614","87.41","87.41","87.41"
"39841.269136","87.41","87.41","87.41"
"39871.269817","87.41","87.41","87.41"
"39901.270488","87.41","87.41","87.41"
"39931.271042","87.41","87.41","87.41"
"39961.271732","87.41","87.41","87.41"
"39991.272425","87.41","87.41","87.41"
"40021.273103","87.41","87.41","87.41"
"40051.273639","87.41","87.41","87.41"
"40081.274244","87.41","87.41","87.41"
"40111.274765","87.41","87.41","87.41"
"40141.275448","87.41","87.41","87.41"
"40171.276549","87.41","87.41","87.41"
"40201.277308","87.41","87.41","87.41"
"40231.27803","87.41","87.41","87.41"
"40261.278832","87.41","87.41","87.41"
"40291.280782","87.41","87.41","87.41"
"40321.281528","87.41","87.41","87.41"
"40351.28244","87.41","87.41","87.41"
"40381.283583","87.41","87.41","87.41"
"40411.28426","87.41","87.41","87.41"
"40441.285006","87.41","87.41","87.41"
"40471.285984","87.41","87.41","87.41"
"40501.286745","87.41","87.41","87.41"
"40531.287444","87.41","87.41","87.41"
"40561.288295","87.41","87.41","87.41"
"40591.289252","87.41","87.41","87.41"
"40651.290579","87.41","87.41","87.41"
"40681.291665","87.41","87.41","87.41"
"40711.292364","87.41","87.41","87.41"
"40741.293238","87.41","87.41","87.41"
"40771.294019","87.41","87.41","87.41"
"40801.294995","87.41","87.41","87.41"
"40831.29582","87.41","87.41","87.41"
"40861.296513","87.41","87.41","87.41"
"40891.297258","87.41","87.41","87.41"
"40921.297955","87.41","87.41","87.41"
"40951.298657","87.41","87.41","87.41"
"40981.29968","87.41","87.41","87.41"
"41011.300457","87.41","87.41","87.41"
"41041.301225","87.41","87.41","87.41"
"41071.302131","87.41","87.41","87.41"
"41101.302845","87.41","87.41","87.41"
"41131.303947","87.41","87.41","87.41"
"41161.304705","87.41","87.41","87.41"
"41191.305478","87.41","87.41","87.41"
"41221.306185","87.41","87.41","87.41"
"41251.306838","87.41","87.41","87.41"
"41281.307374","87.41","87.41","87.41"
"41311.308048","87.41","87.41","87.41"
"41341.308533","87.41","87.41","87.41"
"41371.309072","87.41","87.41","87.41"
"41401.3096","87.41","87.41","87.41"
