"Relative Time (Process)","experiment-human-data - system/gpu.process.0.memoryAllocated","experiment-human-data - system/gpu.process.0.memoryAllocated__MIN","experiment-human-data - system/gpu.process.0.memoryAllocated__MAX"
"41431.310246","87.41","87.41","87.41"
"41461.310755","87.41","87.41","87.41"
"41491.311504","87.41","87.41","87.41"
"41521.312322","87.41","87.41","87.41"
"41551.313192","87.41","87.41","87.41"
"41581.313857","87.41","87.41","87.41"
"41611.314351","87.41","87.41","87.41"
"41641.314901","87.41","87.41","87.41"
"41671.315772","87.41","87.41","87.41"
"41701.405962","87.41","87.41","87.41"
"41731.406508","87.41","87.41","87.41"
"41761.40748","87.41","87.41","87.41"
"41791.408311","87.41","87.41","87.41"
"41821.409111","87.41","87.41","87.41"
"41851.409926","87.41","87.41","87.41"
"41881.410686","87.41","87.41","87.41"
"41911.411974","87.41","87.41","87.41"
"41941.412769","87.41","87.41","87.41"
"41971.413499","87.41","87.41","87.41"
"42001.414258","87.41","87.41","87.41"
"42031.414943","87.41","87.41","87.41"
"42061.415643","87.41","87.41","87.41"
"42091.416354","87.41","87.41","87.41"
"42121.417059","87.41","87.41","87.41"
"42151.41795","87.41","87.41","87.41"
"42181.418765","87.41","87.41","87.41"
"42211.419468","87.41","87.41","87.41"
"42241.420259","87.41","87.41","87.41"
"42271.421084","87.41","87.41","87.41"
"42301.421782","87.41","87.41","87.41"
"42331.422501","87.41","87.41","87.41"
"42361.423297","87.41","87.41","87.41"
"42391.424016","87.41","87.41","87.41"
"42421.424808","87.41","87.41","87.41"
"42451.426166","87.41","87.41","87.41"
"42481.42682","87.41","87.41","87.41"
"42511.427702","87.41","87.41","87.41"
"42541.428372","87.41","87.41","87.41"
"42571.428995","87.41","87.41","87.41"
"42601.430017","87.41","87.41","87.41"
"42631.430825","87.41","87.41","87.41"
"42661.431482","87.41","87.41","87.41"
"42691.432168","87.41","87.41","87.41"
"42721.432895","87.41","87.41","87.41"
"42751.43361","87.41","87.41","87.41"
"42781.434355","87.41","87.41","87.41"
"42811.435079","87.41","87.41","87.41"
"42841.435845","87.41","87.41","87.41"
"42871.436613","87.41","87.41","87.41"
"42901.437354","87.41","87.41","87.41"
"42931.438224","87.41","87.41","87.41"
"42961.438981","87.41","87.41","87.41"
"42991.439828","87.41","87.41","87.41"
"43021.440535","87.41","87.41","87.41"
"43051.441177","87.41","87.41","87.41"
"43081.441621","87.41","87.41","87.41"
"43111.442195","87.41","87.41","87.41"
"43141.443097","87.41","87.41","87.41"
"43171.443842","87.41","87.41","87.41"
"43201.444312","87.41","87.41","87.41"
"43231.445013","87.41","87.41","87.41"
"43261.445883","87.41","87.41","87.41"
"43291.446803","87.41","87.41","87.41"
"43321.447508","87.41","87.41","87.41"
"43351.448212","87.41","87.41","87.41"
"43381.448974","87.41","87.41","87.41"
"43411.449686","87.41","87.41","87.41"
"43441.450453","87.41","87.41","87.41"
"43471.451018","87.41","87.41","87.41"
"43501.45177","87.41","87.41","87.41"
"43531.452463","87.41","87.41","87.41"
"43561.453191","87.41","87.41","87.41"
"43591.453914","87.41","87.41","87.41"
"43621.454888","87.41","87.41","87.41"
"43651.45553","87.41","87.41","87.41"
"43681.456095","87.41","87.41","87.41"
"43711.456969","87.41","87.41","87.41"
"43741.457636","87.41","87.41","87.41"
"43771.458526","87.41","87.41","87.41"
"43801.459301","87.41","87.41","87.41"
"43831.460243","87.41","87.41","87.41"
"43861.461195","87.41","87.41","87.41"
"43891.462109","87.41","87.41","87.41"
"43921.462957","87.41","87.41","87.41"
"43951.463723","87.41","87.41","87.41"
"43981.464278","87.41","87.41","87.41"
"44011.465019","87.41","87.41","87.41"
"44041.465655","87.41","87.41","87.41"
"44071.466184","87.41","87.41","87.41"
"44101.466883","87.41","87.41","87.41"
"44131.467646","87.41","87.41","87.41"
"44161.468535","87.41","87.41","87.41"
"44191.469485","87.41","87.41","87.41"
"44221.470223","87.41","87.41","87.41"
"44251.470747","87.41","87.41","87.41"
"44281.471527","87.41","87.41","87.41"
"44311.47341","87.41","87.41","87.41"
"44341.474036","87.41","87.41","87.41"
"44371.474684","87.41","87.41","87.41"
"44401.475368","87.41","87.41","87.41"
"44431.476141","87.41","87.41","87.41"
"44461.476991","87.41","87.41","87.41"
"44491.477733","87.41","87.41","87.41"
"44521.47825","87.41","87.41","87.41"
"44551.478746","87.41","87.41","87.41"
"44581.47937","87.41","87.41","87.41"
"44611.480237","87.41","87.41","87.41"
"44641.480732","87.41","87.41","87.41"
"44671.481215","87.41","87.41","87.41"
"44701.481685","87.41","87.41","87.41"
"44731.482364","87.41","87.41","87.41"
"44761.483","87.41","87.41","87.41"
"44791.483537","87.41","87.41","87.41"
"44821.484234","87.41","87.41","87.41"
"44851.484866","87.41","87.41","87.41"
"44881.485314","87.41","87.41","87.41"
"44911.485787","87.41","87.41","87.41"
"44941.486346","87.41","87.41","87.41"
"44971.486854","87.41","87.41","87.41"
"45001.487305","87.41","87.41","87.41"
"45031.487857","87.41","87.41","87.41"
"45061.488689","87.41","87.41","87.41"
"45091.489523","87.41","87.41","87.41"
"45121.490693","87.41","87.41","87.41"
"45151.491437","87.41","87.41","87.41"
"45181.492239","87.41","87.41","87.41"
"45211.493159","87.41","87.41","87.41"
"45241.493902","87.41","87.41","87.41"
"45271.494767","87.41","87.41","87.41"
"45301.495565","87.41","87.41","87.41"
"45331.496252","87.41","87.41","87.41"
"45361.49697","87.41","87.41","87.41"
"45391.497791","87.41","87.41","87.41"
"45421.49879","87.41","87.41","87.41"
"45451.499732","87.41","87.41","87.41"
"45481.500359","87.41","87.41","87.41"
"45511.501051","87.41","87.41","87.41"
"45541.501774","87.41","87.41","87.41"
"45571.502476","87.41","87.41","87.41"
"45601.503","87.41","87.41","87.41"
"45631.503864","87.41","87.41","87.41"
"45661.504616","87.41","87.41","87.41"
"45691.505446","87.41","87.41","87.41"
"45721.506199","87.41","87.41","87.41"
"45751.507073","87.41","87.41","87.41"
"45781.507822","87.41","87.41","87.41"
"45811.508622","87.41","87.41","87.41"
"45841.509581","87.41","87.41","87.41"
"45871.510275","87.41","87.41","87.41"
"45901.510999","87.41","87.41","87.41"
"45931.51246","87.41","87.41","87.41"
"45961.5134","87.41","87.41","87.41"
"45991.514012","87.41","87.41","87.41"
"46021.514497","87.41","87.41","87.41"
"46051.51504","87.41","87.41","87.41"
"46081.515738","87.41","87.41","87.41"
"46111.516672","87.41","87.41","87.41"
"46141.517559","87.41","87.41","87.41"
"46171.518175","87.41","87.41","87.41"
"46201.518657","87.41","87.41","87.41"
"46231.519153","87.41","87.41","87.41"
"46261.519821","87.41","87.41","87.41"
"46291.520434","87.41","87.41","87.41"
"46321.520943","87.41","87.41","87.41"
"46351.521522","87.41","87.41","87.41"
"46381.522324","87.41","87.41","87.41"
"46411.522822","87.41","87.41","87.41"
"46441.523265","87.41","87.41","87.41"
"46471.523712","87.41","87.41","87.41"
"46501.524191","87.41","87.41","87.41"
"46531.524777","87.41","87.41","87.41"
"46561.525593","87.41","87.41","87.41"
"46591.526309","87.41","87.41","87.41"
"46621.527495","87.41","87.41","87.41"
"46651.528432","87.41","87.41","87.41"
"46681.529328","87.41","87.41","87.41"
"46711.530033","87.41","87.41","87.41"
"46741.530763","87.41","87.41","87.41"
"46771.531475","87.41","87.41","87.41"
"46801.532203","87.41","87.41","87.41"
"46831.53274","87.41","87.41","87.41"
"46861.533268","87.41","87.41","87.41"
"46891.533966","87.41","87.41","87.41"
"46921.534718","87.41","87.41","87.41"
"46951.535523","87.41","87.41","87.41"
"46981.536377","87.41","87.41","87.41"
"47011.537089","87.41","87.41","87.41"
"47041.537873","87.41","87.41","87.41"
"47071.538573","87.41","87.41","87.41"
"47101.539307","87.41","87.41","87.41"
"47131.540255","87.41","87.41","87.41"
"47161.540979","87.41","87.41","87.41"
"47191.541718","87.41","87.41","87.41"
"47221.542299","87.41","87.41","87.41"
"47251.543165","87.41","87.41","87.41"
"47281.543965","87.41","87.41","87.41"
"47311.544756","87.41","87.41","87.41"
"47341.545598","87.41","87.41","87.41"
"47371.546233","87.41","87.41","87.41"
"47401.546752","87.41","87.41","87.41"
"47431.547641","87.41","87.41","87.41"
"47461.548363","87.41","87.41","87.41"
"47491.549217","87.41","87.41","87.41"
"47521.550174","87.41","87.41","87.41"
"47551.550971","87.41","87.41","87.41"
"47581.551674","87.41","87.41","87.41"
"47611.55235","87.41","87.41","87.41"
"47641.553071","87.41","87.41","87.41"
"47671.553877","87.41","87.41","87.41"
"47701.554745","87.41","87.41","87.41"
"47731.555492","87.41","87.41","87.41"
"47761.556088","87.41","87.41","87.41"
"47791.556798","87.41","87.41","87.41"
"47821.557306","87.41","87.41","87.41"
"47851.557859","87.41","87.41","87.41"
"47881.558698","87.41","87.41","87.41"
"47911.559205","87.41","87.41","87.41"
"47941.559693","87.41","87.41","87.41"
"47971.560303","87.41","87.41","87.41"
"48001.560969","87.41","87.41","87.41"
"48031.561473","87.41","87.41","87.41"
"48061.561991","87.41","87.41","87.41"
"48091.562628","87.41","87.41","87.41"
"48121.563173","87.41","87.41","87.41"
"48151.563885","87.41","87.41","87.41"
"48181.564561","87.41","87.41","87.41"
"48211.565381","87.41","87.41","87.41"
"48241.565929","87.41","87.41","87.41"
"48271.566666","87.41","87.41","87.41"
"48301.567431","87.41","87.41","87.41"
"48331.5681","87.41","87.41","87.41"
"48361.568817","87.41","87.41","87.41"
"48391.569774","87.41","87.41","87.41"
"48421.570532","87.41","87.41","87.41"
"48451.57127","87.41","87.41","87.41"
"48481.571832","87.41","87.41","87.41"
"48511.572518","87.41","87.41","87.41"
"48541.573241","87.41","87.41","87.41"
"48571.573967","87.41","87.41","87.41"
"48601.574637","87.41","87.41","87.41"
"48631.575381","87.41","87.41","87.41"
"48661.57614","87.41","87.41","87.41"
"48691.576713","87.41","87.41","87.41"
"48721.577412","87.41","87.41","87.41"
"48751.578096","87.41","87.41","87.41"
"48781.578981","87.41","87.41","87.41"
"48811.579782","87.41","87.41","87.41"
"48841.580436","87.41","87.41","87.41"
"48871.581199","87.41","87.41","87.41"
"48901.581967","87.41","87.41","87.41"
"48931.582698","87.41","87.41","87.41"
"48961.58349","87.41","87.41","87.41"
"48991.584335","87.41","87.41","87.41"
"49021.585187","87.41","87.41","87.41"
"49051.585935","87.41","87.41","87.41"
"49081.586729","87.41","87.41","87.41"
"49111.58741","87.41","87.41","87.41"
"49141.588129","87.41","87.41","87.41"
"49171.588877","87.41","87.41","87.41"
"49201.589832","87.41","87.41","87.41"
"49231.590829","87.41","87.41","87.41"
"49261.591575","87.41","87.41","87.41"
"49291.592183","87.41","87.41","87.41"
"49321.593018","87.41","87.41","87.41"
"49351.593578","87.41","87.41","87.41"
"49381.594422","87.41","87.41","87.41"
"49411.594965","87.41","87.41","87.41"
"49441.595806","87.41","87.41","87.41"
"49471.596484","87.41","87.41","87.41"
"49501.597128","87.41","87.41","87.41"
"49531.597651","87.41","87.41","87.41"
"49561.598484","87.41","87.41","87.41"
"49591.599359","87.41","87.41","87.41"
"49621.600124","87.41","87.41","87.41"
"49651.600643","87.41","87.41","87.41"
"49681.601338","87.41","87.41","87.41"
"49711.602044","87.41","87.41","87.41"
"49741.602725","87.41","87.41","87.41"
"49771.60337","87.41","87.41","87.41"
"49801.604022","87.41","87.41","87.41"
"49831.604715","87.41","87.41","87.41"
"49861.605492","87.41","87.41","87.41"
"49891.60627","87.41","87.41","87.41"
"49921.606799","87.41","87.41","87.41"
"49951.607559","87.41","87.41","87.41"
"49981.608433","87.41","87.41","87.41"
"50011.609158","87.41","87.41","87.41"
"50041.609894","87.41","87.41","87.41"
"50071.610602","87.41","87.41","87.41"
"50101.611287","87.41","87.41","87.41"
"50131.612195","87.41","87.41","87.41"
"50161.61314","87.41","87.41","87.41"
"50191.613842","87.41","87.41","87.41"
"50221.614675","87.41","87.41","87.41"
"50251.615435","87.41","87.41","87.41"
"50281.61623","87.41","87.41","87.41"
"50311.617116","87.41","87.41","87.41"
"50341.617956","87.41","87.41","87.41"
"50371.618547","87.41","87.41","87.41"
"50401.619457","87.41","87.41","87.41"
"50431.620232","87.41","87.41","87.41"
"50461.62081","87.41","87.41","87.41"
"50491.621715","87.41","87.41","87.41"
"50521.62242","87.41","87.41","87.41"
"50551.623212","87.41","87.41","87.41"
"50581.62395","87.41","87.41","87.41"
"50611.624496","87.41","87.41","87.41"
"50641.625583","87.41","87.41","87.41"
"50671.626248","87.41","87.41","87.41"
"50701.626749","87.41","87.41","87.41"
"50731.627422","87.41","87.41","87.41"
"50761.628316","87.41","87.41","87.41"
"50791.629089","87.41","87.41","87.41"
"50821.629913","87.41","87.41","87.41"
"50851.630673","87.41","87.41","87.41"
"50881.63159","87.41","87.41","87.41"
"50911.63238","87.41","87.41","87.41"
"50941.633208","87.41","87.41","87.41"
"50971.634053","87.41","87.41","87.41"
"51001.634922","87.41","87.41","87.41"
"51031.635532","87.41","87.41","87.41"
"51061.636015","87.41","87.41","87.41"
"51091.636552","87.41","87.41","87.41"
"51121.637145","87.41","87.41","87.41"
"51151.638009","87.41","87.41","87.41"
"51181.638525","87.41","87.41","87.41"
"51211.639136","87.41","87.41","87.41"
"51241.639854","87.41","87.41","87.41"
"51271.640535","87.41","87.41","87.41"
"51301.641211","87.41","87.41","87.41"
"51331.641762","87.41","87.41","87.41"
"51361.642478","87.41","87.41","87.41"
"51391.643112","87.41","87.41","87.41"
"51421.643672","87.41","87.41","87.41"
"51451.644493","87.41","87.41","87.41"
"51481.645476","87.41","87.41","87.41"
"51511.64619","87.41","87.41","87.41"
"51541.647026","87.41","87.41","87.41"
"51571.647939","87.41","87.41","87.41"
"51601.648671","87.41","87.41","87.41"
"51631.649388","87.41","87.41","87.41"
"51661.650149","87.41","87.41","87.41"
"51691.650964","87.41","87.41","87.41"
"51721.651844","87.41","87.41","87.41"
"51751.652851","87.41","87.41","87.41"
"51781.653695","87.41","87.41","87.41"
"51811.654617","87.41","87.41","87.41"
"51841.656829","87.41","87.41","87.41"
"51871.657882","87.41","87.41","87.41"
"51901.658394","87.41","87.41","87.41"
"51931.659275","87.41","87.41","87.41"
"51961.660077","87.41","87.41","87.41"
"51991.660829","87.41","87.41","87.41"
"52021.661353","87.41","87.41","87.41"
"52051.662039","87.41","87.41","87.41"
"52081.662748","87.41","87.41","87.41"
"52111.663493","87.41","87.41","87.41"
"52141.664547","87.41","87.41","87.41"
"52171.665392","87.41","87.41","87.41"
"52201.666191","87.41","87.41","87.41"
"52231.666885","87.41","87.41","87.41"
"52261.667595","87.41","87.41","87.41"
"52291.668305","87.41","87.41","87.41"
"52321.669116","87.41","87.41","87.41"
"52351.669825","87.41","87.41","87.41"
"52381.670522","87.41","87.41","87.41"
"52411.671211","87.41","87.41","87.41"
"52441.672229","87.41","87.41","87.41"
"52471.67289","87.41","87.41","87.41"
"52501.673611","87.41","87.41","87.41"
"52531.674378","87.41","87.41","87.41"
"52561.674861","87.41","87.41","87.41"
"52591.6755","87.41","87.41","87.41"
"52621.676271","87.41","87.41","87.41"
"52651.676939","87.41","87.41","87.41"
"52681.677484","87.41","87.41","87.41"
"52711.677982","87.41","87.41","87.41"
"52741.678589","87.41","87.41","87.41"
"52771.679496","87.41","87.41","87.41"
"52801.680139","87.41","87.41","87.41"
"52831.680935","87.41","87.41","87.41"
"52861.681466","87.41","87.41","87.41"
"52891.682085","87.41","87.41","87.41"
"52921.682577","87.41","87.41","87.41"
"52951.683176","87.41","87.41","87.41"
"52981.684006","87.41","87.41","87.41"
"53011.684727","87.41","87.41","87.41"
"53041.685463","87.41","87.41","87.41"
"53071.686305","87.41","87.41","87.41"
"53101.687119","87.41","87.41","87.41"
"53131.687848","87.41","87.41","87.41"
"53161.68841","87.41","87.41","87.41"
"53191.689106","87.41","87.41","87.41"
"53221.690074","87.41","87.41","87.41"
"53251.69103","87.41","87.41","87.41"
"53281.691757","87.41","87.41","87.41"
"53311.692328","87.41","87.41","87.41"
"53341.69298","87.41","87.41","87.41"
"53371.693542","87.41","87.41","87.41"
"53401.694342","87.41","87.41","87.41"
"53431.695043","87.41","87.41","87.41"
"53461.69577","87.41","87.41","87.41"
"53491.696649","87.41","87.41","87.41"
"53521.697738","87.41","87.41","87.41"
"53551.698578","87.41","87.41","87.41"
"53581.699316","87.41","87.41","87.41"
"53611.700334","87.41","87.41","87.41"
"53641.700872","87.41","87.41","87.41"
"53671.701582","87.41","87.41","87.41"
"53701.702275","87.41","87.41","87.41"
"53731.703021","87.41","87.41","87.41"
"53761.703864","87.41","87.41","87.41"
"53791.704535","87.41","87.41","87.41"
"53821.7053","87.41","87.41","87.41"
"53851.706117","87.41","87.41","87.41"
"53881.706995","87.41","87.41","87.41"
"53911.707647","87.41","87.41","87.41"
"53941.708159","87.41","87.41","87.41"
"53971.708836","87.41","87.41","87.41"
"54001.709842","87.41","87.41","87.41"
"54031.710606","87.41","87.41","87.41"
"54061.711343","87.41","87.41","87.41"
"54091.712141","87.41","87.41","87.41"
"54121.712711","87.41","87.41","87.41"
"54151.713196","87.41","87.41","87.41"
"54181.713717","87.41","87.41","87.41"
"54211.714366","87.41","87.41","87.41"
"54241.714833","87.41","87.41","87.41"
"54271.71536","87.41","87.41","87.41"
"54301.715931","87.41","87.41","87.41"
"54331.716625","87.41","87.41","87.41"
"54361.717115","87.41","87.41","87.41"
"54391.717607","87.41","87.41","87.41"
"54421.718126","87.41","87.41","87.41"
"54451.718793","87.41","87.41","87.41"
"54481.719329","87.41","87.41","87.41"
"54511.719843","87.41","87.41","87.41"
"54541.720317","87.41","87.41","87.41"
"54601.721219","87.41","87.41","87.41"
"54631.7217","87.41","87.41","87.41"
"54661.722176","87.41","87.41","87.41"
"54691.722686","87.41","87.41","87.41"
"54721.723299","87.41","87.41","87.41"
"54751.724096","87.41","87.41","87.41"
"54781.724854","87.41","87.41","87.41"
"54811.725867","87.41","87.41","87.41"
"54841.726611","87.41","87.41","87.41"
"54871.727436","87.41","87.41","87.41"
"54901.728212","87.41","87.41","87.41"
"54931.72905","87.41","87.41","87.41"
"54961.729952","87.41","87.41","87.41"
"54991.730915","87.41","87.41","87.41"
"55021.731639","87.41","87.41","87.41"
"55051.73244","87.41","87.41","87.41"
"55081.733436","87.41","87.41","87.41"
"55111.734289","87.41","87.41","87.41"
"55141.7351","87.41","87.41","87.41"
"55171.735778","87.41","87.41","87.41"
"55201.7367","87.41","87.41","87.41"
"55231.737444","87.41","87.41","87.41"
"55261.738335","87.41","87.41","87.41"
"55291.73921","87.41","87.41","87.41"
"55321.739931","87.41","87.41","87.41"
"55351.740858","87.41","87.41","87.41"
"55381.741834","87.41","87.41","87.41"
"55411.742695","87.41","87.41","87.41"
"55441.74339","87.41","87.41","87.41"
"55471.744054","87.41","87.41","87.41"
"55501.745219","87.41","87.41","87.41"
"55531.746003","87.41","87.41","87.41"
"55561.746475","87.41","87.41","87.41"
"55591.747016","87.41","87.41","87.41"
"55621.74781","87.41","87.41","87.41"
"55651.748515","87.41","87.41","87.41"
"55681.74922","87.41","87.41","87.41"
"55711.749967","87.41","87.41","87.41"
"55741.750849","87.41","87.41","87.41"
"55771.751705","87.41","87.41","87.41"
"55801.752445","87.41","87.41","87.41"
"55831.75315","87.41","87.41","87.41"
"55861.753807","87.41","87.41","87.41"
"55891.75431","87.41","87.41","87.41"
"55921.754851","87.41","87.41","87.41"
"55951.755547","87.41","87.41","87.41"
"55981.756277","87.41","87.41","87.41"
"56011.756795","87.41","87.41","87.41"
"56041.757543","87.41","87.41","87.41"
"56071.758189","87.41","87.41","87.41"
"56101.758805","87.41","87.41","87.41"
"56131.759673","87.41","87.41","87.41"
"56161.760142","87.41","87.41","87.41"
"56191.760643","87.41","87.41","87.41"
"56221.761094","87.41","87.41","87.41"
"56251.76186","87.41","87.41","87.41"
"56281.762564","87.41","87.41","87.41"
"56311.763493","87.41","87.41","87.41"
"56341.764409","87.41","87.41","87.41"
"56371.765218","87.41","87.41","87.41"
"56401.766033","87.41","87.41","87.41"
"56431.766917","87.41","87.41","87.41"
"56461.767478","87.41","87.41","87.41"
"56491.768125","87.41","87.41","87.41"
"56521.768689","87.41","87.41","87.41"
"56551.769394","87.41","87.41","87.41"
"56581.770084","87.41","87.41","87.41"
"56611.770807","87.41","87.41","87.41"
"56641.771525","87.41","87.41","87.41"
"56671.772286","87.41","87.41","87.41"
"56701.773099","87.41","87.41","87.41"
"56731.773841","87.41","87.41","87.41"
"56761.774773","87.41","87.41","87.41"
"56791.775499","87.41","87.41","87.41"
"56821.77621","87.41","87.41","87.41"
"56851.776907","87.41","87.41","87.41"
"56881.777704","87.41","87.41","87.41"
"56911.778423","87.41","87.41","87.41"
"56941.779111","87.41","87.41","87.41"
"56971.779881","87.41","87.41","87.41"
"57001.780819","87.41","87.41","87.41"
"57031.781632","87.41","87.41","87.41"
"57061.782774","87.41","87.41","87.41"
"57091.783405","87.41","87.41","87.41"
"57121.783974","87.41","87.41","87.41"
"57151.784821","87.41","87.41","87.41"
"57181.785615","87.41","87.41","87.41"
"57211.786572","87.41","87.41","87.41"
"57241.787422","87.41","87.41","87.41"
"57271.7884","87.41","87.41","87.41"
"57301.789162","87.41","87.41","87.41"
"57331.789894","87.41","87.41","87.41"
"57361.79072","87.41","87.41","87.41"
"57391.791526","87.41","87.41","87.41"
"57421.792186","87.41","87.41","87.41"
"57451.792701","87.41","87.41","87.41"
"57481.793309","87.41","87.41","87.41"
"57511.793862","87.41","87.41","87.41"
"57541.794664","87.41","87.41","87.41"
"57571.795362","87.41","87.41","87.41"
"57601.796041","87.41","87.41","87.41"
"57631.796732","87.41","87.41","87.41"
"57661.797281","87.41","87.41","87.41"
"57691.797942","87.41","87.41","87.41"
"57721.798618","87.41","87.41","87.41"
"57751.799245","87.41","87.41","87.41"
"57781.799841","87.41","87.41","87.41"
"57811.80067","87.41","87.41","87.41"
"57841.801376","87.41","87.41","87.41"
"57871.801921","87.41","87.41","87.41"
"57901.802815","87.41","87.41","87.41"
"57931.803649","87.41","87.41","87.41"
"57961.804389","87.41","87.41","87.41"
"57991.805234","87.41","87.41","87.41"
"58021.805863","87.41","87.41","87.41"
"58051.806635","87.41","87.41","87.41"
"58081.80719","87.41","87.41","87.41"
"58111.80816","87.41","87.41","87.41"
"58141.808998","87.41","87.41","87.41"
"58171.809914","87.41","87.41","87.41"
"58201.810634","87.41","87.41","87.41"
"58231.811349","87.41","87.41","87.41"
"58261.812127","87.41","87.41","87.41"
"58291.812796","87.41","87.41","87.41"
"58321.813633","87.41","87.41","87.41"
"58351.814408","87.41","87.41","87.41"
"58381.815138","87.41","87.41","87.41"
"58411.815855","87.41","87.41","87.41"
"58441.816755","87.41","87.41","87.41"
"58471.817683","87.41","87.41","87.41"
"58501.818548","87.41","87.41","87.41"
"58531.819378","87.41","87.41","87.41"
"58561.820176","87.41","87.41","87.41"
"58591.821049","87.41","87.41","87.41"
"58621.821953","87.41","87.41","87.41"
"58651.822865","87.41","87.41","87.41"
"58681.823782","87.41","87.41","87.41"
"58711.824616","87.41","87.41","87.41"
"58741.825532","87.41","87.41","87.41"
"58771.82622","87.41","87.41","87.41"
"58801.827139","87.41","87.41","87.41"
"58831.827985","87.41","87.41","87.41"
"58861.828788","87.41","87.41","87.41"
"58891.829608","87.41","87.41","87.41"
"58921.830314","87.41","87.41","87.41"
"58951.830987","87.41","87.41","87.41"
"58981.831483","87.41","87.41","87.41"
"59011.831952","87.41","87.41","87.41"
"59041.832582","87.41","87.41","87.41"
"59071.833123","87.41","87.41","87.41"
"59101.83364","87.41","87.41","87.41"
"59131.834243","87.41","87.41","87.41"
"59161.835415","87.41","87.41","87.41"
"59191.835867","87.41","87.41","87.41"
"59221.836372","87.41","87.41","87.41"
"59251.836888","87.41","87.41","87.41"
"59281.837538","87.41","87.41","87.41"
"59311.838097","87.41","87.41","87.41"
"59341.838737","87.41","87.41","87.41"
"59371.839235","87.41","87.41","87.41"
"59401.839711","87.41","87.41","87.41"
"59431.840233","87.41","87.41","87.41"
"59461.840925","87.41","87.41","87.41"
"59491.841454","87.41","87.41","87.41"
"59521.84214","87.41","87.41","87.41"
"59551.842872","87.41","87.41","87.41"
"59581.843734","87.41","87.41","87.41"
"59611.844522","87.41","87.41","87.41"
"59641.845448","87.41","87.41","87.41"
"59671.846204","87.41","87.41","87.41"
"59701.847033","87.41","87.41","87.41"
"59731.847822","87.41","87.41","87.41"
"59761.848632","87.41","87.41","87.41"
"59791.849307","87.41","87.41","87.41"
"59821.849997","87.41","87.41","87.41"
"59851.8507","87.41","87.41","87.41"
"59881.851656","87.41","87.41","87.41"
"59911.852418","87.41","87.41","87.41"
"59941.85337","87.41","87.41","87.41"
"59971.854288","87.41","87.41","87.41"
"60001.855042","87.41","87.41","87.41"
"60031.85576","87.41","87.41","87.41"
"60061.856289","87.41","87.41","87.41"
"60091.856968","87.41","87.41","87.41"
"60121.857785","87.41","87.41","87.41"
"60151.860773","87.41","87.41","87.41"
"60181.861315","87.41","87.41","87.41"
"60211.862067","87.41","87.41","87.41"
"60241.862881","87.41","87.41","87.41"
"60271.863623","87.41","87.41","87.41"
"60301.864415","87.41","87.41","87.41"
"60331.865145","87.41","87.41","87.41"
"60361.866133","87.41","87.41","87.41"
"60391.86676","87.41","87.41","87.41"
"60421.867251","87.41","87.41","87.41"
"60451.86798","87.41","87.41","87.41"
"60481.868834","87.41","87.41","87.41"
"60511.869556","87.41","87.41","87.41"
"60541.870481","87.41","87.41","87.41"
"60571.871193","87.41","87.41","87.41"
"60601.87189","87.41","87.41","87.41"
"60631.872789","87.41","87.41","87.41"
"60661.873741","87.41","87.41","87.41"
"60691.874551","87.41","87.41","87.41"
"60721.875078","87.41","87.41","87.41"
"60751.875567","87.41","87.41","87.41"
"60781.876021","87.41","87.41","87.41"
"60811.876505","87.41","87.41","87.41"
"60841.876957","87.41","87.41","87.41"
"60871.877509","87.41","87.41","87.41"
"60901.878173","87.41","87.41","87.41"
"60931.878668","87.41","87.41","87.41"
"60961.879148","87.41","87.41","87.41"
"60991.87965","87.41","87.41","87.41"
"61021.880261","87.41","87.41","87.41"
"61051.880808","87.41","87.41","87.41"
"61081.881527","87.41","87.41","87.41"
"61111.882348","87.41","87.41","87.41"
"61141.883218","87.41","87.41","87.41"
"61171.884136","87.41","87.41","87.41"
"61201.884749","87.41","87.41","87.41"
"61231.885222","87.41","87.41","87.41"
"61261.886077","87.41","87.41","87.41"
"61291.886816","87.41","87.41","87.41"
"61321.887358","87.41","87.41","87.41"
"61351.888138","87.41","87.41","87.41"
"61381.889335","87.41","87.41","87.41"
"61411.890144","87.41","87.41","87.41"
"61441.890798","87.41","87.41","87.41"
"61471.891456","87.41","87.41","87.41"
"61501.892013","87.41","87.41","87.41"
"61531.892899","87.41","87.41","87.41"
"61561.893633","87.41","87.41","87.41"
"61591.894356","87.41","87.41","87.41"
"61621.895099","87.41","87.41","87.41"
"61651.895716","87.41","87.41","87.41"
"61681.896284","87.41","87.41","87.41"
"61711.897136","87.41","87.41","87.41"
"61741.897853","87.41","87.41","87.41"
"61771.898697","87.41","87.41","87.41"
"61801.899265","87.41","87.41","87.41"
"61831.90009","87.41","87.41","87.41"
"61861.900846","87.41","87.41","87.41"
"61891.901717","87.41","87.41","87.41"
"61921.902442","87.41","87.41","87.41"
"61951.902933","87.41","87.41","87.41"
"61981.903443","87.41","87.41","87.41"
"62011.904109","87.41","87.41","87.41"
"62041.905057","87.41","87.41","87.41"
"62071.905757","87.41","87.41","87.41"
"62101.906589","87.41","87.41","87.41"
"62131.907441","87.41","87.41","87.41"
"62161.908206","87.41","87.41","87.41"
"62191.909475","87.41","87.41","87.41"
"62221.9102","87.41","87.41","87.41"
"62251.910754","87.41","87.41","87.41"
"62281.911404","87.41","87.41","87.41"
