"Step","experiment-human-data - upsampler/train/loss_denoising","experiment-human-data - upsampler/train/loss_denoising__MIN","experiment-human-data - upsampler/train/loss_denoising__MAX"
"9698","0.16394877433776855","0.16394877433776855","0.16394877433776855"
"9700","0.11353130638599396","0.11353130638599396","0.11353130638599396"
"9701","0.14362585544586182","0.14362585544586182","0.14362585544586182"
"9703","0.1287136822938919","0.1287136822938919","0.1287136822938919"
"9706","0.14487892389297485","0.14487892389297485","0.14487892389297485"
"9707","0.15852826833724976","0.15852826833724976","0.15852826833724976"
"9708","0.1610591560602188","0.1610591560602188","0.1610591560602188"
"9710","0.12951044738292694","0.12951044738292694","0.12951044738292694"
"9711","0.12938028573989868","0.12938028573989868","0.12938028573989868"
"9713","0.12706834077835083","0.12706834077835083","0.12706834077835083"
"9716","0.14604151248931885","0.14604151248931885","0.14604151248931885"
"9718","0.1447715163230896","0.1447715163230896","0.1447715163230896"
"9719","0.13585889339447021","0.13585889339447021","0.13585889339447021"
"9726","0.13300538063049316","0.13300538063049316","0.13300538063049316"
"9729","0.12649394571781158","0.12649394571781158","0.12649394571781158"
"9731","0.13690325617790222","0.13690325617790222","0.13690325617790222"
"9732","0.16107772290706635","0.16107772290706635","0.16107772290706635"
"9735","0.16617783904075623","0.16617783904075623","0.16617783904075623"
"9738","0.12235197424888611","0.12235197424888611","0.12235197424888611"
"9739","0.1179165467619896","0.1179165467619896","0.1179165467619896"
"9746","0.12490926682949066","0.12490926682949066","0.12490926682949066"
"9747","0.14010590314865112","0.14010590314865112","0.14010590314865112"
"9748","0.13731080293655396","0.13731080293655396","0.13731080293655396"
"9749","0.12069333344697952","0.12069333344697952","0.12069333344697952"
"9753","0.11853504925966263","0.11853504925966263","0.11853504925966263"
"9760","0.10900656878948212","0.10900656878948212","0.10900656878948212"
"9762","0.12571552395820618","0.12571552395820618","0.12571552395820618"
"9764","0.1156187653541565","0.1156187653541565","0.1156187653541565"
"9766","0.13437822461128235","0.13437822461128235","0.13437822461128235"
"9767","0.10325054079294205","0.10325054079294205","0.10325054079294205"
"9768","0.1060585230588913","0.1060585230588913","0.1060585230588913"
"9771","0.1263371706008911","0.1263371706008911","0.1263371706008911"
"9774","0.13298723101615906","0.13298723101615906","0.13298723101615906"
"9775","0.11368235945701599","0.11368235945701599","0.11368235945701599"
"9777","0.11685405671596527","0.11685405671596527","0.11685405671596527"
"9778","0.1286080777645111","0.1286080777645111","0.1286080777645111"
"9779","0.15977433323860168","0.15977433323860168","0.15977433323860168"
"9781","0.13864150643348694","0.13864150643348694","0.13864150643348694"
"9786","0.12298468500375748","0.12298468500375748","0.12298468500375748"
"9787","0.13841459155082703","0.13841459155082703","0.13841459155082703"
"9789","0.11758416146039963","0.11758416146039963","0.11758416146039963"
"9790","0.15958741307258606","0.15958741307258606","0.15958741307258606"
"9791","0.11421739310026169","0.11421739310026169","0.11421739310026169"
"9793","0.12038832157850266","0.12038832157850266","0.12038832157850266"
"9794","0.11381293833255768","0.11381293833255768","0.11381293833255768"
"9795","0.15529394149780273","0.15529394149780273","0.15529394149780273"
"9798","0.10943788290023804","0.10943788290023804","0.10943788290023804"
"12802","0.09607499837875366","0.09607499837875366","0.09607499837875366"
"12803","0.13776251673698425","0.13776251673698425","0.13776251673698425"
"12804","0.09043240547180176","0.09043240547180176","0.09043240547180176"
"12805","0.1440950185060501","0.1440950185060501","0.1440950185060501"
"12806","0.10998889803886414","0.10998889803886414","0.10998889803886414"
"12808","0.12464381754398346","0.12464381754398346","0.12464381754398346"
"12812","0.1181732714176178","0.1181732714176178","0.1181732714176178"
"12815","0.10037637501955032","0.10037637501955032","0.10037637501955032"
"12818","0.09247499704360962","0.09247499704360962","0.09247499704360962"
"12820","0.09196964651346207","0.09196964651346207","0.09196964651346207"
"12821","0.13413912057876587","0.13413912057876587","0.13413912057876587"
"12822","0.09301337599754333","0.09301337599754333","0.09301337599754333"
"12823","0.11564319580793381","0.11564319580793381","0.11564319580793381"
"12825","0.08986806869506836","0.08986806869506836","0.08986806869506836"
"12826","0.12908710539340973","0.12908710539340973","0.12908710539340973"
"12828","0.08099065721035004","0.08099065721035004","0.08099065721035004"
"12830","0.08939889073371887","0.08939889073371887","0.08939889073371887"
"12835","0.11144495010375977","0.11144495010375977","0.11144495010375977"
"12836","0.09082415699958801","0.09082415699958801","0.09082415699958801"
"12837","0.09027474373579025","0.09027474373579025","0.09027474373579025"
"12839","0.10372625291347504","0.10372625291347504","0.10372625291347504"
"12840","0.08317653834819794","0.08317653834819794","0.08317653834819794"
"12841","0.09521692991256714","0.09521692991256714","0.09521692991256714"
"12842","0.10703127086162567","0.10703127086162567","0.10703127086162567"
"12843","0.09676983952522278","0.09676983952522278","0.09676983952522278"
"12846","0.09257549047470093","0.09257549047470093","0.09257549047470093"
"12847","0.09122277796268463","0.09122277796268463","0.09122277796268463"
"12850","0.0890035480260849","0.0890035480260849","0.0890035480260849"
"12851","0.09682402014732361","0.09682402014732361","0.09682402014732361"
"12852","0.10711084306240082","0.10711084306240082","0.10711084306240082"
"12855","0.10210857540369034","0.10210857540369034","0.10210857540369034"
"12856","0.10621505975723267","0.10621505975723267","0.10621505975723267"
