"Step","experiment-human-data - upsampler/train/loss_denoising","experiment-human-data - upsampler/train/loss_denoising__MIN","experiment-human-data - upsampler/train/loss_denoising__MAX"
"6001","1.1225676536560059","1.1225676536560059","1.1225676536560059"
"6002","1.1103917360305786","1.1103917360305786","1.1103917360305786"
"6004","1.1207003593444824","1.1207003593444824","1.1207003593444824"
"6005","1.211385726928711","1.211385726928711","1.211385726928711"
"6007","1.3308899402618408","1.3308899402618408","1.3308899402618408"
"6011","1.1208080053329468","1.1208080053329468","1.1208080053329468"
"6013","1.094765305519104","1.094765305519104","1.094765305519104"
"6014","1.221529483795166","1.221529483795166","1.221529483795166"
"6015","1.0498613119125366","1.0498613119125366","1.0498613119125366"
"6017","1.1087918281555176","1.1087918281555176","1.1087918281555176"
"6019","1.1969480514526367","1.1969480514526367","1.1969480514526367"
"6023","1.06134831905365","1.06134831905365","1.06134831905365"
"6024","1.1240544319152832","1.1240544319152832","1.1240544319152832"
"6026","1.2161850929260254","1.2161850929260254","1.2161850929260254"
"6033","1.083193302154541","1.083193302154541","1.083193302154541"
"6035","1.1908562183380127","1.1908562183380127","1.1908562183380127"
"6036","1.13246750831604","1.13246750831604","1.13246750831604"
"6038","0.901725709438324","0.901725709438324","0.901725709438324"
"6040","1.2203764915466309","1.2203764915466309","1.2203764915466309"
"6042","0.9324314594268799","0.9324314594268799","0.9324314594268799"
"6045","1.1446057558059692","1.1446057558059692","1.1446057558059692"
"6047","1.257247805595398","1.257247805595398","1.257247805595398"
"6048","1.0505996942520142","1.0505996942520142","1.0505996942520142"
"6049","0.8667842149734497","0.8667842149734497","0.8667842149734497"
"6050","0.9791393280029297","0.9791393280029297","0.9791393280029297"
"6053","0.937413215637207","0.937413215637207","0.937413215637207"
"6055","1.1478736400604248","1.1478736400604248","1.1478736400604248"
"6057","0.9398210048675537","0.9398210048675537","0.9398210048675537"
"6060","0.9816076755523682","0.9816076755523682","0.9816076755523682"
"6063","0.8906028866767883","0.8906028866767883","0.8906028866767883"
"6064","0.9340015053749084","0.9340015053749084","0.9340015053749084"
"6065","0.8514177203178406","0.8514177203178406","0.8514177203178406"
"6069","0.8604998588562012","0.8604998588562012","0.8604998588562012"
"6072","0.8176207542419434","0.8176207542419434","0.8176207542419434"
"6074","0.8888663649559021","0.8888663649559021","0.8888663649559021"
"6075","0.8253624439239502","0.8253624439239502","0.8253624439239502"
"6076","1.0216715335845947","1.0216715335845947","1.0216715335845947"
"6077","0.843970775604248","0.843970775604248","0.843970775604248"
"6079","0.7405761480331421","0.7405761480331421","0.7405761480331421"
"6081","0.7160488367080688","0.7160488367080688","0.7160488367080688"
"6082","0.916171669960022","0.916171669960022","0.916171669960022"
"6083","0.8835760354995728","0.8835760354995728","0.8835760354995728"
"6084","0.8596217036247253","0.8596217036247253","0.8596217036247253"
"6085","0.809459924697876","0.809459924697876","0.809459924697876"
"6087","0.773342490196228","0.773342490196228","0.773342490196228"
"6088","0.6927552223205566","0.6927552223205566","0.6927552223205566"
"6089","0.8615561723709106","0.8615561723709106","0.8615561723709106"
"6090","0.8180575370788574","0.8180575370788574","0.8180575370788574"
"6091","0.8912663459777832","0.8912663459777832","0.8912663459777832"
"6092","0.8083813190460205","0.8083813190460205","0.8083813190460205"
"6093","0.8094701170921326","0.8094701170921326","0.8094701170921326"
"6094","0.7635089755058289","0.7635089755058289","0.7635089755058289"
"6096","0.9540318846702576","0.9540318846702576","0.9540318846702576"
"6099","0.7780919075012207","0.7780919075012207","0.7780919075012207"
"6100","0.8470224142074585","0.8470224142074585","0.8470224142074585"
"6101","0.9113796353340149","0.9113796353340149","0.9113796353340149"
"6103","1.0138795375823975","1.0138795375823975","1.0138795375823975"
"6104","0.7840498685836792","0.7840498685836792","0.7840498685836792"
"6105","0.7858697772026062","0.7858697772026062","0.7858697772026062"
"6106","0.8536152839660645","0.8536152839660645","0.8536152839660645"
"6107","0.7450187802314758","0.7450187802314758","0.7450187802314758"
"6108","0.7885137796401978","0.7885137796401978","0.7885137796401978"
"6109","0.9259362816810608","0.9259362816810608","0.9259362816810608"
"6111","0.7088006138801575","0.7088006138801575","0.7088006138801575"
"6112","0.7043899297714233","0.7043899297714233","0.7043899297714233"
"6114","0.7708773612976074","0.7708773612976074","0.7708773612976074"
"6115","0.6523232460021973","0.6523232460021973","0.6523232460021973"
"6116","0.7568429708480835","0.7568429708480835","0.7568429708480835"
"6118","0.7395069599151611","0.7395069599151611","0.7395069599151611"
"6120","0.7346476316452026","0.7346476316452026","0.7346476316452026"
"6122","0.7694568634033203","0.7694568634033203","0.7694568634033203"
"6123","0.7156023979187012","0.7156023979187012","0.7156023979187012"
"6124","0.7722871899604797","0.7722871899604797","0.7722871899604797"
"6126","0.6943651437759399","0.6943651437759399","0.6943651437759399"
"6129","0.7905873656272888","0.7905873656272888","0.7905873656272888"
"6135","0.62646484375","0.62646484375","0.62646484375"
"6136","0.6910419464111328","0.6910419464111328","0.6910419464111328"
"6137","0.8219715356826782","0.8219715356826782","0.8219715356826782"
"6138","0.8139429092407227","0.8139429092407227","0.8139429092407227"
"6139","0.7779037952423096","0.7779037952423096","0.7779037952423096"
"6140","0.6674128770828247","0.6674128770828247","0.6674128770828247"
"6143","0.7414478063583374","0.7414478063583374","0.7414478063583374"
"6145","0.7153825759887695","0.7153825759887695","0.7153825759887695"
"6146","0.905305802822113","0.905305802822113","0.905305802822113"
"6147","0.6176358461380005","0.6176358461380005","0.6176358461380005"
"6150","0.6704509258270264","0.6704509258270264","0.6704509258270264"
"6151","0.8429116010665894","0.8429116010665894","0.8429116010665894"
"6153","0.8441872596740723","0.8441872596740723","0.8441872596740723"
"6154","0.7577296495437622","0.7577296495437622","0.7577296495437622"
"6155","0.7936425805091858","0.7936425805091858","0.7936425805091858"
"6156","0.6964076161384583","0.6964076161384583","0.6964076161384583"
"6159","0.8475398421287537","0.8475398421287537","0.8475398421287537"
"6160","0.7565392851829529","0.7565392851829529","0.7565392851829529"
"6161","0.7546281814575195","0.7546281814575195","0.7546281814575195"
"6162","0.8649643063545227","0.8649643063545227","0.8649643063545227"
"6164","0.8722376823425293","0.8722376823425293","0.8722376823425293"
"6166","0.7926291227340698","0.7926291227340698","0.7926291227340698"
"6167","0.702399492263794","0.702399492263794","0.702399492263794"
"6172","0.6965025663375854","0.6965025663375854","0.6965025663375854"
"6173","0.8439714312553406","0.8439714312553406","0.8439714312553406"
"6174","0.742114782333374","0.742114782333374","0.742114782333374"
"6175","0.699988067150116","0.699988067150116","0.699988067150116"
"6177","0.777565062046051","0.777565062046051","0.777565062046051"
"6178","0.7163170576095581","0.7163170576095581","0.7163170576095581"
"6179","0.7389381527900696","0.7389381527900696","0.7389381527900696"
"6180","0.7654190063476562","0.7654190063476562","0.7654190063476562"
"6183","0.7869902849197388","0.7869902849197388","0.7869902849197388"
"6185","0.5938014984130859","0.5938014984130859","0.5938014984130859"
"6187","0.7174480557441711","0.7174480557441711","0.7174480557441711"
"6192","0.7495371103286743","0.7495371103286743","0.7495371103286743"
"6193","0.7337659597396851","0.7337659597396851","0.7337659597396851"
"6194","0.6729234457015991","0.6729234457015991","0.6729234457015991"
"6195","0.6105448007583618","0.6105448007583618","0.6105448007583618"
"6199","0.6715436577796936","0.6715436577796936","0.6715436577796936"
"6201","0.6601324081420898","0.6601324081420898","0.6601324081420898"
"6202","0.5571166276931763","0.5571166276931763","0.5571166276931763"
"6203","0.6146738529205322","0.6146738529205322","0.6146738529205322"
"6204","0.5676578283309937","0.5676578283309937","0.5676578283309937"
"6205","0.5580124855041504","0.5580124855041504","0.5580124855041504"
"6206","0.506828784942627","0.506828784942627","0.506828784942627"
"6211","0.727951169013977","0.727951169013977","0.727951169013977"
"6212","0.6329542398452759","0.6329542398452759","0.6329542398452759"
"6213","0.5814110040664673","0.5814110040664673","0.5814110040664673"
"6216","0.6722527742385864","0.6722527742385864","0.6722527742385864"
"6217","0.7187269926071167","0.7187269926071167","0.7187269926071167"
"6218","0.5169565081596375","0.5169565081596375","0.5169565081596375"
"6221","0.5898662805557251","0.5898662805557251","0.5898662805557251"
"6222","0.6441749334335327","0.6441749334335327","0.6441749334335327"
"6224","0.5175991058349609","0.5175991058349609","0.5175991058349609"
"6226","0.6070750951766968","0.6070750951766968","0.6070750951766968"
"6229","0.42106789350509644","0.42106789350509644","0.42106789350509644"
"6230","0.6429520845413208","0.6429520845413208","0.6429520845413208"
"6231","0.5776821374893188","0.5776821374893188","0.5776821374893188"
"6234","0.6127660274505615","0.6127660274505615","0.6127660274505615"
"6235","0.5398113131523132","0.5398113131523132","0.5398113131523132"
"6236","0.48720782995224","0.48720782995224","0.48720782995224"
"6239","0.5465258955955505","0.5465258955955505","0.5465258955955505"
"6240","0.8321515917778015","0.8321515917778015","0.8321515917778015"
"6243","0.3903358280658722","0.3903358280658722","0.3903358280658722"
"6245","0.7825215458869934","0.7825215458869934","0.7825215458869934"
"6246","0.5922982692718506","0.5922982692718506","0.5922982692718506"
"6248","0.5816646814346313","0.5816646814346313","0.5816646814346313"
"6250","0.5656943917274475","0.5656943917274475","0.5656943917274475"
"6254","0.5405953526496887","0.5405953526496887","0.5405953526496887"
"6257","0.5106240510940552","0.5106240510940552","0.5106240510940552"
"6259","0.5614203214645386","0.5614203214645386","0.5614203214645386"
"6260","0.560521125793457","0.560521125793457","0.560521125793457"
"6261","0.5222422480583191","0.5222422480583191","0.5222422480583191"
"6262","0.5336854457855225","0.5336854457855225","0.5336854457855225"
"6264","0.6001610159873962","0.6001610159873962","0.6001610159873962"
"6266","0.5879366397857666","0.5879366397857666","0.5879366397857666"
"6267","0.4392484724521637","0.4392484724521637","0.4392484724521637"
"6271","0.46245425939559937","0.46245425939559937","0.46245425939559937"
"6273","0.41272974014282227","0.41272974014282227","0.41272974014282227"
"6274","0.5800375938415527","0.5800375938415527","0.5800375938415527"
"6278","0.4821205735206604","0.4821205735206604","0.4821205735206604"
"6279","0.5045047998428345","0.5045047998428345","0.5045047998428345"
"6280","0.6513335108757019","0.6513335108757019","0.6513335108757019"
"6282","0.46985551714897156","0.46985551714897156","0.46985551714897156"
"6286","0.48706644773483276","0.48706644773483276","0.48706644773483276"
"6290","0.6100494861602783","0.6100494861602783","0.6100494861602783"
"6293","0.4461783766746521","0.4461783766746521","0.4461783766746521"
"6294","0.5395739078521729","0.5395739078521729","0.5395739078521729"
"6296","0.5441591739654541","0.5441591739654541","0.5441591739654541"
"6298","0.4888990521430969","0.4888990521430969","0.4888990521430969"
"6303","0.5951884388923645","0.5951884388923645","0.5951884388923645"
"6307","0.5170495510101318","0.5170495510101318","0.5170495510101318"
"6308","0.4511120319366455","0.4511120319366455","0.4511120319366455"
"6311","0.5146356821060181","0.5146356821060181","0.5146356821060181"
"6312","0.6349866390228271","0.6349866390228271","0.6349866390228271"
"6313","0.43555524945259094","0.43555524945259094","0.43555524945259094"
"6314","0.5075963139533997","0.5075963139533997","0.5075963139533997"
"6315","0.48303675651550293","0.48303675651550293","0.48303675651550293"
"6316","0.47564399242401123","0.47564399242401123","0.47564399242401123"
"6318","0.41094323992729187","0.41094323992729187","0.41094323992729187"
"6319","0.4274275600910187","0.4274275600910187","0.4274275600910187"
"6320","0.3740665316581726","0.3740665316581726","0.3740665316581726"
"6323","0.4719066917896271","0.4719066917896271","0.4719066917896271"
"6324","0.49954754114151","0.49954754114151","0.49954754114151"
"6325","0.5157490968704224","0.5157490968704224","0.5157490968704224"
"6326","0.36569130420684814","0.36569130420684814","0.36569130420684814"
"6328","0.4647306799888611","0.4647306799888611","0.4647306799888611"
"6331","0.4177766442298889","0.4177766442298889","0.4177766442298889"
"6332","0.5118473768234253","0.5118473768234253","0.5118473768234253"
"6333","0.4189133048057556","0.4189133048057556","0.4189133048057556"
"6334","0.49839115142822266","0.49839115142822266","0.49839115142822266"
"6335","0.4158267378807068","0.4158267378807068","0.4158267378807068"
"6339","0.5152592658996582","0.5152592658996582","0.5152592658996582"
"6341","0.428744912147522","0.428744912147522","0.428744912147522"
"6342","0.37186676263809204","0.37186676263809204","0.37186676263809204"
"6345","0.5145946145057678","0.5145946145057678","0.5145946145057678"
"6346","0.3887162208557129","0.3887162208557129","0.3887162208557129"
"6349","0.6339255571365356","0.6339255571365356","0.6339255571365356"
"6351","0.4160940647125244","0.4160940647125244","0.4160940647125244"
"6357","0.353230357170105","0.353230357170105","0.353230357170105"
"6358","0.42796409130096436","0.42796409130096436","0.42796409130096436"
"6361","0.3840920925140381","0.3840920925140381","0.3840920925140381"
"6363","0.3846508264541626","0.3846508264541626","0.3846508264541626"
"6367","0.4449240565299988","0.4449240565299988","0.4449240565299988"
"6368","0.45032981038093567","0.45032981038093567","0.45032981038093567"
"6370","0.4035637676715851","0.4035637676715851","0.4035637676715851"
"6371","0.4802767038345337","0.4802767038345337","0.4802767038345337"
"6372","0.324182391166687","0.324182391166687","0.324182391166687"
"6374","0.3880513608455658","0.3880513608455658","0.3880513608455658"
"6375","0.38310450315475464","0.38310450315475464","0.38310450315475464"
"6376","0.3259616792201996","0.3259616792201996","0.3259616792201996"
"6378","0.41501933336257935","0.41501933336257935","0.41501933336257935"
"6379","0.3673621416091919","0.3673621416091919","0.3673621416091919"
"6380","0.44361960887908936","0.44361960887908936","0.44361960887908936"
"6382","0.419452965259552","0.419452965259552","0.419452965259552"
"6384","0.4200194180011749","0.4200194180011749","0.4200194180011749"
"6389","0.4889899790287018","0.4889899790287018","0.4889899790287018"
"6390","0.43646591901779175","0.43646591901779175","0.43646591901779175"
"6391","0.38114237785339355","0.38114237785339355","0.38114237785339355"
"6395","0.34774813055992126","0.34774813055992126","0.34774813055992126"
"9401","0.42012348771095276","0.42012348771095276","0.42012348771095276"
"9402","0.39454686641693115","0.39454686641693115","0.39454686641693115"
"9403","0.3885645270347595","0.3885645270347595","0.3885645270347595"
"9404","0.41965270042419434","0.41965270042419434","0.41965270042419434"
"9408","0.30280089378356934","0.30280089378356934","0.30280089378356934"
"9409","0.3082351088523865","0.3082351088523865","0.3082351088523865"
"9414","0.34018024802207947","0.34018024802207947","0.34018024802207947"
"9416","0.2864581346511841","0.2864581346511841","0.2864581346511841"
"9420","0.3477441668510437","0.3477441668510437","0.3477441668510437"
"9421","0.3674669563770294","0.3674669563770294","0.3674669563770294"
"9424","0.328218549489975","0.328218549489975","0.328218549489975"
"9425","0.35166609287261963","0.35166609287261963","0.35166609287261963"
"9426","0.37105515599250793","0.37105515599250793","0.37105515599250793"
"9428","0.3055020570755005","0.3055020570755005","0.3055020570755005"
"9430","0.34539902210235596","0.34539902210235596","0.34539902210235596"
"9431","0.3227779269218445","0.3227779269218445","0.3227779269218445"
"9434","0.27088218927383423","0.27088218927383423","0.27088218927383423"
"9435","0.3314373195171356","0.3314373195171356","0.3314373195171356"
"9438","0.21713602542877197","0.21713602542877197","0.21713602542877197"
"9439","0.3232285678386688","0.3232285678386688","0.3232285678386688"
"9440","0.34325408935546875","0.34325408935546875","0.34325408935546875"
"9444","0.28328484296798706","0.28328484296798706","0.28328484296798706"
"9449","0.315964013338089","0.315964013338089","0.315964013338089"
"9450","0.33586686849594116","0.33586686849594116","0.33586686849594116"
"9454","0.27151185274124146","0.27151185274124146","0.27151185274124146"
"9455","0.25912654399871826","0.25912654399871826","0.25912654399871826"
"9456","0.34825754165649414","0.34825754165649414","0.34825754165649414"
"9457","0.3289670944213867","0.3289670944213867","0.3289670944213867"
"9458","0.2711043357849121","0.2711043357849121","0.2711043357849121"
"9459","0.2731928825378418","0.2731928825378418","0.2731928825378418"
"9463","0.2865149974822998","0.2865149974822998","0.2865149974822998"
"9467","0.2773100435733795","0.2773100435733795","0.2773100435733795"
"9468","0.2410385012626648","0.2410385012626648","0.2410385012626648"
"9469","0.2890509068965912","0.2890509068965912","0.2890509068965912"
"9478","0.26838749647140503","0.26838749647140503","0.26838749647140503"
"9480","0.18737253546714783","0.18737253546714783","0.18737253546714783"
"9481","0.27815550565719604","0.27815550565719604","0.27815550565719604"
"9482","0.2638184130191803","0.2638184130191803","0.2638184130191803"
"9483","0.2733851969242096","0.2733851969242096","0.2733851969242096"
"9484","0.21486681699752808","0.21486681699752808","0.21486681699752808"
"9485","0.25523924827575684","0.25523924827575684","0.25523924827575684"
"9486","0.31102460622787476","0.31102460622787476","0.31102460622787476"
"9487","0.28429266810417175","0.28429266810417175","0.28429266810417175"
"9488","0.2926800549030304","0.2926800549030304","0.2926800549030304"
"9489","0.2433481514453888","0.2433481514453888","0.2433481514453888"
"9490","0.2799000144004822","0.2799000144004822","0.2799000144004822"
"9491","0.2594141662120819","0.2594141662120819","0.2594141662120819"
"9494","0.19898775219917297","0.19898775219917297","0.19898775219917297"
"9496","0.3121585249900818","0.3121585249900818","0.3121585249900818"
"9497","0.2529562711715698","0.2529562711715698","0.2529562711715698"
"9500","0.25932374596595764","0.25932374596595764","0.25932374596595764"
"9502","0.2850961983203888","0.2850961983203888","0.2850961983203888"
"9507","0.21292848885059357","0.21292848885059357","0.21292848885059357"
"9509","0.26300156116485596","0.26300156116485596","0.26300156116485596"
"9511","0.2165943831205368","0.2165943831205368","0.2165943831205368"
"9513","0.23602193593978882","0.23602193593978882","0.23602193593978882"
"9515","0.2911780774593353","0.2911780774593353","0.2911780774593353"
"9517","0.2799566388130188","0.2799566388130188","0.2799566388130188"
"9519","0.23726394772529602","0.23726394772529602","0.23726394772529602"
"9521","0.25798499584198","0.25798499584198","0.25798499584198"
"9524","0.20384499430656433","0.20384499430656433","0.20384499430656433"
"9525","0.2549021244049072","0.2549021244049072","0.2549021244049072"
"9526","0.2200402021408081","0.2200402021408081","0.2200402021408081"
"9528","0.23989678919315338","0.23989678919315338","0.23989678919315338"
"9532","0.23356002569198608","0.23356002569198608","0.23356002569198608"
"9536","0.21847322583198547","0.21847322583198547","0.21847322583198547"
"9538","0.2322608232498169","0.2322608232498169","0.2322608232498169"
"9540","0.24006980657577515","0.24006980657577515","0.24006980657577515"
"9541","0.23560620844364166","0.23560620844364166","0.23560620844364166"
"9542","0.24217632412910461","0.24217632412910461","0.24217632412910461"
"9544","0.1886247992515564","0.1886247992515564","0.1886247992515564"
"9549","0.1877070665359497","0.1877070665359497","0.1877070665359497"
"9553","0.23683932423591614","0.23683932423591614","0.23683932423591614"
"9555","0.24553032219409943","0.24553032219409943","0.24553032219409943"
"9557","0.22941778600215912","0.22941778600215912","0.22941778600215912"
"9560","0.20726355910301208","0.20726355910301208","0.20726355910301208"
"9561","0.20247815549373627","0.20247815549373627","0.20247815549373627"
"9564","0.23728498816490173","0.23728498816490173","0.23728498816490173"
"9567","0.19773122668266296","0.19773122668266296","0.19773122668266296"
"9569","0.2293122112751007","0.2293122112751007","0.2293122112751007"
"9571","0.1954645812511444","0.1954645812511444","0.1954645812511444"
"9573","0.18175369501113892","0.18175369501113892","0.18175369501113892"
"9574","0.19250017404556274","0.19250017404556274","0.19250017404556274"
"9576","0.18059122562408447","0.18059122562408447","0.18059122562408447"
"9578","0.22044646739959717","0.22044646739959717","0.22044646739959717"
"9582","0.22000211477279663","0.22000211477279663","0.22000211477279663"
"9583","0.22853493690490723","0.22853493690490723","0.22853493690490723"
"9585","0.22761963307857513","0.22761963307857513","0.22761963307857513"
"9586","0.2049878090620041","0.2049878090620041","0.2049878090620041"
"9588","0.23447760939598083","0.23447760939598083","0.23447760939598083"
"9591","0.21584510803222656","0.21584510803222656","0.21584510803222656"
"9592","0.19519829750061035","0.19519829750061035","0.19519829750061035"
"9597","0.15983128547668457","0.15983128547668457","0.15983128547668457"
"9599","0.1965692937374115","0.1965692937374115","0.1965692937374115"
"9603","0.1786966323852539","0.1786966323852539","0.1786966323852539"
"9606","0.18134957551956177","0.18134957551956177","0.18134957551956177"
"9608","0.16496586799621582","0.16496586799621582","0.16496586799621582"
"9611","0.21150359511375427","0.21150359511375427","0.21150359511375427"
"9613","0.18734070658683777","0.18734070658683777","0.18734070658683777"
"9615","0.15532980859279633","0.15532980859279633","0.15532980859279633"
"9616","0.18815770745277405","0.18815770745277405","0.18815770745277405"
"9617","0.1645336151123047","0.1645336151123047","0.1645336151123047"
"9618","0.1902524083852768","0.1902524083852768","0.1902524083852768"
"9620","0.20385640859603882","0.20385640859603882","0.20385640859603882"
"9621","0.1975310891866684","0.1975310891866684","0.1975310891866684"
"9622","0.15007208287715912","0.15007208287715912","0.15007208287715912"
"9625","0.22174528241157532","0.22174528241157532","0.22174528241157532"
"9629","0.17698273062705994","0.17698273062705994","0.17698273062705994"
"9630","0.18451301753520966","0.18451301753520966","0.18451301753520966"
"9632","0.23908770084381104","0.23908770084381104","0.23908770084381104"
"9638","0.20810338854789734","0.20810338854789734","0.20810338854789734"
"9639","0.21574971079826355","0.21574971079826355","0.21574971079826355"
"9640","0.1775592714548111","0.1775592714548111","0.1775592714548111"
"9643","0.20773085951805115","0.20773085951805115","0.20773085951805115"
"9644","0.1668621152639389","0.1668621152639389","0.1668621152639389"
"9645","0.19201046228408813","0.19201046228408813","0.19201046228408813"
"9646","0.15232788026332855","0.15232788026332855","0.15232788026332855"
"9648","0.16780731081962585","0.16780731081962585","0.16780731081962585"
"9654","0.19078198075294495","0.19078198075294495","0.19078198075294495"
"9655","0.17356136441230774","0.17356136441230774","0.17356136441230774"
"9656","0.177199125289917","0.177199125289917","0.177199125289917"
"9657","0.14152294397354126","0.14152294397354126","0.14152294397354126"
"9661","0.17898882925510406","0.17898882925510406","0.17898882925510406"
"9663","0.16127994656562805","0.16127994656562805","0.16127994656562805"
"9667","0.1741659939289093","0.1741659939289093","0.1741659939289093"
"9669","0.18338854610919952","0.18338854610919952","0.18338854610919952"
"9671","0.19104480743408203","0.19104480743408203","0.19104480743408203"
"9672","0.16842633485794067","0.16842633485794067","0.16842633485794067"
"9673","0.18109671771526337","0.18109671771526337","0.18109671771526337"
"9676","0.1861548125743866","0.1861548125743866","0.1861548125743866"
"9677","0.15139852464199066","0.15139852464199066","0.15139852464199066"
"9678","0.16508318483829498","0.16508318483829498","0.16508318483829498"
"9681","0.13575640320777893","0.13575640320777893","0.13575640320777893"
"9683","0.13092216849327087","0.13092216849327087","0.13092216849327087"
"9685","0.17372030019760132","0.17372030019760132","0.17372030019760132"
"9686","0.14787805080413818","0.14787805080413818","0.14787805080413818"
"9687","0.15241527557373047","0.15241527557373047","0.15241527557373047"
"9689","0.14004197716712952","0.14004197716712952","0.14004197716712952"
"9691","0.12643133103847504","0.12643133103847504","0.12643133103847504"
"9693","0.14629414677619934","0.14629414677619934","0.14629414677619934"
"9695","0.13497905433177948","0.13497905433177948","0.13497905433177948"
