"Step","experiment-human-data - denoiser/train/loss_denoising","experiment-human-data - denoiser/train/loss_denoising__MIN","experiment-human-data - denoiser/train/loss_denoising__MAX"
"2038","0.3620470464229584","0.3620470464229584","0.3620470464229584"
"2040","0.3573276102542877","0.3573276102542877","0.3573276102542877"
"2044","0.41188302636146545","0.41188302636146545","0.41188302636146545"
"2045","0.46353140473365784","0.46353140473365784","0.46353140473365784"
"2050","0.3212086260318756","0.3212086260318756","0.3212086260318756"
"2053","0.37848368287086487","0.37848368287086487","0.37848368287086487"
"2065","0.3900277614593506","0.3900277614593506","0.3900277614593506"
"2075","0.3522752821445465","0.3522752821445465","0.3522752821445465"
"2080","0.3676736354827881","0.3676736354827881","0.3676736354827881"
"2085","0.36016446352005005","0.36016446352005005","0.36016446352005005"
"2113","0.3510633707046509","0.3510633707046509","0.3510633707046509"
"2137","0.39275088906288147","0.39275088906288147","0.39275088906288147"
"2184","0.31415945291519165","0.31415945291519165","0.31415945291519165"
"2202","0.3053991496562958","0.3053991496562958","0.3053991496562958"
"2205","0.398952454328537","0.398952454328537","0.398952454328537"
"2241","0.35402750968933105","0.35402750968933105","0.35402750968933105"
"2242","0.4470822513103485","0.4470822513103485","0.4470822513103485"
"2261","0.34037014842033386","0.34037014842033386","0.34037014842033386"
"2275","0.3582151532173157","0.3582151532173157","0.3582151532173157"
"2282","0.3799252212047577","0.3799252212047577","0.3799252212047577"
"2284","0.38005587458610535","0.38005587458610535","0.38005587458610535"
"2333","0.3234841227531433","0.3234841227531433","0.3234841227531433"
"2357","0.3237869441509247","0.3237869441509247","0.3237869441509247"
"2407","0.31979885697364807","0.31979885697364807","0.31979885697364807"
"2412","0.26583853363990784","0.26583853363990784","0.26583853363990784"
"2416","0.3513200283050537","0.3513200283050537","0.3513200283050537"
"2459","0.29004475474357605","0.29004475474357605","0.29004475474357605"
"2475","0.3022036552429199","0.3022036552429199","0.3022036552429199"
"2492","0.3158063590526581","0.3158063590526581","0.3158063590526581"
"2526","0.28963255882263184","0.28963255882263184","0.28963255882263184"
"2528","0.34716278314590454","0.34716278314590454","0.34716278314590454"
"2553","0.2775498330593109","0.2775498330593109","0.2775498330593109"
"2560","0.34452274441719055","0.34452274441719055","0.34452274441719055"
"2566","0.2719326913356781","0.2719326913356781","0.2719326913356781"
"2584","0.32080087065696716","0.32080087065696716","0.32080087065696716"
"2599","0.2814244031906128","0.2814244031906128","0.2814244031906128"
"2624","0.31485268473625183","0.31485268473625183","0.31485268473625183"
"2626","0.33397242426872253","0.33397242426872253","0.33397242426872253"
"2633","0.3088185489177704","0.3088185489177704","0.3088185489177704"
"2658","0.28701427578926086","0.28701427578926086","0.28701427578926086"
"2664","0.2839144468307495","0.2839144468307495","0.2839144468307495"
"2665","0.30670619010925293","0.30670619010925293","0.30670619010925293"
"2673","0.2703835964202881","0.2703835964202881","0.2703835964202881"
"2751","0.3039277195930481","0.3039277195930481","0.3039277195930481"
"2779","0.27621006965637207","0.27621006965637207","0.27621006965637207"
"2784","0.3239920139312744","0.3239920139312744","0.3239920139312744"
"2794","0.28306421637535095","0.28306421637535095","0.28306421637535095"
"2817","0.2848212420940399","0.2848212420940399","0.2848212420940399"
"2844","0.3035046458244324","0.3035046458244324","0.3035046458244324"
"2933","0.36001691222190857","0.36001691222190857","0.36001691222190857"
"2945","0.26292458176612854","0.26292458176612854","0.26292458176612854"
"2953","0.2750244736671448","0.2750244736671448","0.2750244736671448"
"2968","0.2837259769439697","0.2837259769439697","0.2837259769439697"
"2970","0.24698515236377716","0.24698515236377716","0.24698515236377716"
"2971","0.2878062427043915","0.2878062427043915","0.2878062427043915"
"2988","0.26269230246543884","0.26269230246543884","0.26269230246543884"
"2990","0.3205460011959076","0.3205460011959076","0.3205460011959076"
"3008","0.260521799325943","0.260521799325943","0.260521799325943"
"3012","0.29484525322914124","0.29484525322914124","0.29484525322914124"
"3029","0.24240031838417053","0.24240031838417053","0.24240031838417053"
"3036","0.3327573239803314","0.3327573239803314","0.3327573239803314"
"3038","0.2542993128299713","0.2542993128299713","0.2542993128299713"
"3048","0.26831695437431335","0.26831695437431335","0.26831695437431335"
"3068","0.28944453597068787","0.28944453597068787","0.28944453597068787"
"3079","0.2799837291240692","0.2799837291240692","0.2799837291240692"
"3081","0.25912195444107056","0.25912195444107056","0.25912195444107056"
"3105","0.26667675375938416","0.26667675375938416","0.26667675375938416"
"3112","0.28015363216400146","0.28015363216400146","0.28015363216400146"
"3113","0.30120936036109924","0.30120936036109924","0.30120936036109924"
"3121","0.24658170342445374","0.24658170342445374","0.24658170342445374"
"3124","0.3115147054195404","0.3115147054195404","0.3115147054195404"
"3153","0.25496628880500793","0.25496628880500793","0.25496628880500793"
"3160","0.31087735295295715","0.31087735295295715","0.31087735295295715"
"3173","0.25362417101860046","0.25362417101860046","0.25362417101860046"
"3194","0.27073803544044495","0.27073803544044495","0.27073803544044495"
"3210","0.2608162462711334","0.2608162462711334","0.2608162462711334"
"3226","0.24229776859283447","0.24229776859283447","0.24229776859283447"
"3231","0.2799812853336334","0.2799812853336334","0.2799812853336334"
"3238","0.2767829895019531","0.2767829895019531","0.2767829895019531"
"3241","0.2921885550022125","0.2921885550022125","0.2921885550022125"
"3243","0.24671153724193573","0.24671153724193573","0.24671153724193573"
"3249","0.2362937182188034","0.2362937182188034","0.2362937182188034"
"3272","0.26998409628868103","0.26998409628868103","0.26998409628868103"
"3293","0.2792210280895233","0.2792210280895233","0.2792210280895233"
"3295","0.23028992116451263","0.23028992116451263","0.23028992116451263"
"3354","0.2413419485092163","0.2413419485092163","0.2413419485092163"
"3357","0.25666871666908264","0.25666871666908264","0.25666871666908264"
"3375","0.2984783351421356","0.2984783351421356","0.2984783351421356"
"3376","0.27971944212913513","0.27971944212913513","0.27971944212913513"
"3383","0.24782024323940277","0.24782024323940277","0.24782024323940277"
"3390","0.2689650356769562","0.2689650356769562","0.2689650356769562"
"3411","0.309133380651474","0.309133380651474","0.309133380651474"
"3412","0.2570274770259857","0.2570274770259857","0.2570274770259857"
"3429","0.2533561885356903","0.2533561885356903","0.2533561885356903"
"3449","0.279645174741745","0.279645174741745","0.279645174741745"
"3458","0.26533445715904236","0.26533445715904236","0.26533445715904236"
"3474","0.27415990829467773","0.27415990829467773","0.27415990829467773"
"3489","0.2273930311203003","0.2273930311203003","0.2273930311203003"
"3524","0.23253034055233002","0.23253034055233002","0.23253034055233002"
"3546","0.2671194076538086","0.2671194076538086","0.2671194076538086"
"3558","0.2482592612504959","0.2482592612504959","0.2482592612504959"
"3568","0.23520110547542572","0.23520110547542572","0.23520110547542572"
"3572","0.20481692254543304","0.20481692254543304","0.20481692254543304"
"3573","0.2147623598575592","0.2147623598575592","0.2147623598575592"
"3614","0.22835806012153625","0.22835806012153625","0.22835806012153625"
"3624","0.24478736519813538","0.24478736519813538","0.24478736519813538"
"3627","0.2587643563747406","0.2587643563747406","0.2587643563747406"
"3631","0.26573604345321655","0.26573604345321655","0.26573604345321655"
"3647","0.2589268386363983","0.2589268386363983","0.2589268386363983"
"3661","0.2202308028936386","0.2202308028936386","0.2202308028936386"
"3696","0.2753400504589081","0.2753400504589081","0.2753400504589081"
"3704","0.2834955155849457","0.2834955155849457","0.2834955155849457"
"3706","0.2462259978055954","0.2462259978055954","0.2462259978055954"
"3710","0.2027687281370163","0.2027687281370163","0.2027687281370163"
"3717","0.25817036628723145","0.25817036628723145","0.25817036628723145"
"3721","0.21864919364452362","0.21864919364452362","0.21864919364452362"
"3761","0.2401168793439865","0.2401168793439865","0.2401168793439865"
"3769","0.24860508739948273","0.24860508739948273","0.24860508739948273"
"3772","0.20494215190410614","0.20494215190410614","0.20494215190410614"
"3773","0.19704344868659973","0.19704344868659973","0.19704344868659973"
"3800","0.2078714817762375","0.2078714817762375","0.2078714817762375"
"3818","0.20873235166072845","0.20873235166072845","0.20873235166072845"
"3830","0.2454611361026764","0.2454611361026764","0.2454611361026764"
"3834","0.23513729870319366","0.23513729870319366","0.23513729870319366"
"3855","0.25101935863494873","0.25101935863494873","0.25101935863494873"
"3858","0.22308285534381866","0.22308285534381866","0.22308285534381866"
"3863","0.2027275562286377","0.2027275562286377","0.2027275562286377"
"3918","0.21642084419727325","0.21642084419727325","0.21642084419727325"
"3928","0.21500976383686066","0.21500976383686066","0.21500976383686066"
"3969","0.22530339658260345","0.22530339658260345","0.22530339658260345"
"3981","0.2564934194087982","0.2564934194087982","0.2564934194087982"
"3988","0.23052750527858734","0.23052750527858734","0.23052750527858734"
"3989","0.2332243025302887","0.2332243025302887","0.2332243025302887"
"3990","0.22793617844581604","0.22793617844581604","0.22793617844581604"
"4020","0.22396647930145264","0.22396647930145264","0.22396647930145264"
"4035","0.26006439328193665","0.26006439328193665","0.26006439328193665"
"4040","0.22074754536151886","0.22074754536151886","0.22074754536151886"
"4044","0.18835672736167908","0.18835672736167908","0.18835672736167908"
"4045","0.2200438231229782","0.2200438231229782","0.2200438231229782"
"4047","0.22554266452789307","0.22554266452789307","0.22554266452789307"
"4072","0.26126402616500854","0.26126402616500854","0.26126402616500854"
"4080","0.2314845621585846","0.2314845621585846","0.2314845621585846"
"4083","0.23359854519367218","0.23359854519367218","0.23359854519367218"
"4102","0.22107473015785217","0.22107473015785217","0.22107473015785217"
"4114","0.24945230782032013","0.24945230782032013","0.24945230782032013"
"4120","0.23224960267543793","0.23224960267543793","0.23224960267543793"
"4136","0.20409932732582092","0.20409932732582092","0.20409932732582092"
"4142","0.2224900722503662","0.2224900722503662","0.2224900722503662"
"4152","0.21522429585456848","0.21522429585456848","0.21522429585456848"
"4155","0.22086142003536224","0.22086142003536224","0.22086142003536224"
"4180","0.19878463447093964","0.19878463447093964","0.19878463447093964"
"4195","0.2184510976076126","0.2184510976076126","0.2184510976076126"
"4205","0.20040535926818848","0.20040535926818848","0.20040535926818848"
"4217","0.19308078289031982","0.19308078289031982","0.19308078289031982"
"4251","0.18396733701229095","0.18396733701229095","0.18396733701229095"
"4252","0.17783397436141968","0.17783397436141968","0.17783397436141968"
"4255","0.2099330723285675","0.2099330723285675","0.2099330723285675"
"4263","0.2220437079668045","0.2220437079668045","0.2220437079668045"
"4290","0.2271796315908432","0.2271796315908432","0.2271796315908432"
"4301","0.1908724009990692","0.1908724009990692","0.1908724009990692"
"4302","0.20926137268543243","0.20926137268543243","0.20926137268543243"
"4325","0.22630515694618225","0.22630515694618225","0.22630515694618225"
"4333","0.22035209834575653","0.22035209834575653","0.22035209834575653"
"4344","0.21921446919441223","0.21921446919441223","0.21921446919441223"
"4374","0.23295560479164124","0.23295560479164124","0.23295560479164124"
"4380","0.19946697354316711","0.19946697354316711","0.19946697354316711"
"4393","0.19769611954689026","0.19769611954689026","0.19769611954689026"
"4396","0.2261655628681183","0.2261655628681183","0.2261655628681183"
"4426","0.20197947323322296","0.20197947323322296","0.20197947323322296"
"4439","0.17759039998054504","0.17759039998054504","0.17759039998054504"
"4445","0.18628756701946259","0.18628756701946259","0.18628756701946259"
"4455","0.22815315425395966","0.22815315425395966","0.22815315425395966"
"4456","0.21608321368694305","0.21608321368694305","0.21608321368694305"
"4460","0.20658090710639954","0.20658090710639954","0.20658090710639954"
"4467","0.20572593808174133","0.20572593808174133","0.20572593808174133"
"4489","0.20219841599464417","0.20219841599464417","0.20219841599464417"
"4491","0.21048875153064728","0.21048875153064728","0.21048875153064728"
"4523","0.19118361175060272","0.19118361175060272","0.19118361175060272"
"4524","0.17801697552204132","0.17801697552204132","0.17801697552204132"
"4533","0.2408570796251297","0.2408570796251297","0.2408570796251297"
"4537","0.1924828439950943","0.1924828439950943","0.1924828439950943"
"4539","0.1887931376695633","0.1887931376695633","0.1887931376695633"
"4561","0.19803500175476074","0.19803500175476074","0.19803500175476074"
"4567","0.19482310116291046","0.19482310116291046","0.19482310116291046"
"4568","0.22646938264369965","0.22646938264369965","0.22646938264369965"
"4571","0.17866984009742737","0.17866984009742737","0.17866984009742737"
"4622","0.16695331037044525","0.16695331037044525","0.16695331037044525"
"4629","0.15038509666919708","0.15038509666919708","0.15038509666919708"
"4640","0.17134130001068115","0.17134130001068115","0.17134130001068115"
"4647","0.1698220819234848","0.1698220819234848","0.1698220819234848"
"4648","0.15952074527740479","0.15952074527740479","0.15952074527740479"
"4663","0.2011020928621292","0.2011020928621292","0.2011020928621292"
"4673","0.2488187849521637","0.2488187849521637","0.2488187849521637"
"4679","0.22103391587734222","0.22103391587734222","0.22103391587734222"
"4684","0.1679929941892624","0.1679929941892624","0.1679929941892624"
"4703","0.1961820274591446","0.1961820274591446","0.1961820274591446"
"4733","0.21305067837238312","0.21305067837238312","0.21305067837238312"
"4734","0.19340896606445312","0.19340896606445312","0.19340896606445312"
"4749","0.18495838344097137","0.18495838344097137","0.18495838344097137"
"4751","0.20210488140583038","0.20210488140583038","0.20210488140583038"
"4753","0.18408755958080292","0.18408755958080292","0.18408755958080292"
"4758","0.1772032529115677","0.1772032529115677","0.1772032529115677"
"4789","0.23697474598884583","0.23697474598884583","0.23697474598884583"
"4791","0.17503474652767181","0.17503474652767181","0.17503474652767181"
"4794","0.21883001923561096","0.21883001923561096","0.21883001923561096"
"4795","0.18621642887592316","0.18621642887592316","0.18621642887592316"
"4820","0.18041475117206573","0.18041475117206573","0.18041475117206573"
"4841","0.15306209027767181","0.15306209027767181","0.15306209027767181"
"4875","0.20568664371967316","0.20568664371967316","0.20568664371967316"
"4876","0.14304326474666595","0.14304326474666595","0.14304326474666595"
"4877","0.161112442612648","0.161112442612648","0.161112442612648"
"4883","0.17729701101779938","0.17729701101779938","0.17729701101779938"
"4910","0.188788041472435","0.188788041472435","0.188788041472435"
"4915","0.2522100508213043","0.2522100508213043","0.2522100508213043"
"4950","0.15959051251411438","0.15959051251411438","0.15959051251411438"
"4951","0.18449056148529053","0.18449056148529053","0.18449056148529053"
"4952","0.2073926031589508","0.2073926031589508","0.2073926031589508"
"4973","0.17781932651996613","0.17781932651996613","0.17781932651996613"
"4977","0.17187750339508057","0.17187750339508057","0.17187750339508057"
"5024","0.17735865712165833","0.17735865712165833","0.17735865712165833"
"5035","0.21442937850952148","0.21442937850952148","0.21442937850952148"
"5044","0.1614692509174347","0.1614692509174347","0.1614692509174347"
"5080","0.18973992764949799","0.18973992764949799","0.18973992764949799"
"5085","0.19796191155910492","0.19796191155910492","0.19796191155910492"
"5096","0.18066708743572235","0.18066708743572235","0.18066708743572235"
"5107","0.15146179497241974","0.15146179497241974","0.15146179497241974"
"5137","0.18007247149944305","0.18007247149944305","0.18007247149944305"
"5152","0.14337526261806488","0.14337526261806488","0.14337526261806488"
"5153","0.16923712193965912","0.16923712193965912","0.16923712193965912"
"5165","0.22982430458068848","0.22982430458068848","0.22982430458068848"
"5177","0.1511828750371933","0.1511828750371933","0.1511828750371933"
"5206","0.20892933011054993","0.20892933011054993","0.20892933011054993"
"5230","0.19106701016426086","0.19106701016426086","0.19106701016426086"
"5262","0.14050357043743134","0.14050357043743134","0.14050357043743134"
"5279","0.17276759445667267","0.17276759445667267","0.17276759445667267"
"5289","0.1779596358537674","0.1779596358537674","0.1779596358537674"
"5298","0.15751482546329498","0.15751482546329498","0.15751482546329498"
"5300","0.20437465608119965","0.20437465608119965","0.20437465608119965"
"5316","0.1966959536075592","0.1966959536075592","0.1966959536075592"
"5382","0.15512274205684662","0.15512274205684662","0.15512274205684662"
"5387","0.16956757009029388","0.16956757009029388","0.16956757009029388"
"5413","0.158548042178154","0.158548042178154","0.158548042178154"
"5416","0.17370323836803436","0.17370323836803436","0.17370323836803436"
"5433","0.15432606637477875","0.15432606637477875","0.15432606637477875"
"5434","0.13851235806941986","0.13851235806941986","0.13851235806941986"
"5460","0.17307937145233154","0.17307937145233154","0.17307937145233154"
"5477","0.16808389127254486","0.16808389127254486","0.16808389127254486"
"5480","0.18882165849208832","0.18882165849208832","0.18882165849208832"
"5495","0.13636301457881927","0.13636301457881927","0.13636301457881927"
"5512","0.17668572068214417","0.17668572068214417","0.17668572068214417"
"5518","0.1567583978176117","0.1567583978176117","0.1567583978176117"
"5534","0.20469282567501068","0.20469282567501068","0.20469282567501068"
"5536","0.1879618763923645","0.1879618763923645","0.1879618763923645"
"5540","0.15597498416900635","0.15597498416900635","0.15597498416900635"
"5609","0.1656133532524109","0.1656133532524109","0.1656133532524109"
"5631","0.1863591969013214","0.1863591969013214","0.1863591969013214"
"5635","0.16894744336605072","0.16894744336605072","0.16894744336605072"
"5654","0.16553790867328644","0.16553790867328644","0.16553790867328644"
"5684","0.1449134796857834","0.1449134796857834","0.1449134796857834"
"5698","0.14412926137447357","0.14412926137447357","0.14412926137447357"
"5704","0.15141133964061737","0.15141133964061737","0.15141133964061737"
"5716","0.18990883231163025","0.18990883231163025","0.18990883231163025"
"5749","0.15380124747753143","0.15380124747753143","0.15380124747753143"
"5780","0.1486642062664032","0.1486642062664032","0.1486642062664032"
"5782","0.16296452283859253","0.16296452283859253","0.16296452283859253"
"5831","0.144118532538414","0.144118532538414","0.144118532538414"
"5832","0.1894325315952301","0.1894325315952301","0.1894325315952301"
"5835","0.15034964680671692","0.15034964680671692","0.15034964680671692"
"5849","0.15648333728313446","0.15648333728313446","0.15648333728313446"
"5853","0.14665968716144562","0.14665968716144562","0.14665968716144562"
"5865","0.1426698863506317","0.1426698863506317","0.1426698863506317"
"5871","0.15929804742336273","0.15929804742336273","0.15929804742336273"
"5898","0.17578355967998505","0.17578355967998505","0.17578355967998505"
"5904","0.15395388007164001","0.15395388007164001","0.15395388007164001"
"5911","0.13648845255374908","0.13648845255374908","0.13648845255374908"
"5917","0.13238786160945892","0.13238786160945892","0.13238786160945892"
"5980","0.16000953316688538","0.16000953316688538","0.16000953316688538"
"5985","0.13099029660224915","0.13099029660224915","0.13099029660224915"
"5986","0.12496235221624374","0.12496235221624374","0.12496235221624374"
"5991","0.18769903481006622","0.18769903481006622","0.18769903481006622"
"6403","0.15424023568630219","0.15424023568630219","0.15424023568630219"
"6416","0.13678105175495148","0.13678105175495148","0.13678105175495148"
"6417","0.15167656540870667","0.15167656540870667","0.15167656540870667"
"6427","0.15331308543682098","0.15331308543682098","0.15331308543682098"
"6457","0.1712520867586136","0.1712520867586136","0.1712520867586136"
"6476","0.14535993337631226","0.14535993337631226","0.14535993337631226"
"6480","0.1198822632431984","0.1198822632431984","0.1198822632431984"
"6489","0.19018881022930145","0.19018881022930145","0.19018881022930145"
"6491","0.11048360913991928","0.11048360913991928","0.11048360913991928"
"6497","0.13749326765537262","0.13749326765537262","0.13749326765537262"
"6499","0.1300666779279709","0.1300666779279709","0.1300666779279709"
"6507","0.14443157613277435","0.14443157613277435","0.14443157613277435"
"6531","0.13935764133930206","0.13935764133930206","0.13935764133930206"
"6540","0.15897713601589203","0.15897713601589203","0.15897713601589203"
"6547","0.1746085286140442","0.1746085286140442","0.1746085286140442"
"6570","0.20768585801124573","0.20768585801124573","0.20768585801124573"
"6578","0.15106984972953796","0.15106984972953796","0.15106984972953796"
"6590","0.1434781849384308","0.1434781849384308","0.1434781849384308"
"6624","0.14893721044063568","0.14893721044063568","0.14893721044063568"
"6646","0.17387187480926514","0.17387187480926514","0.17387187480926514"
"6658","0.14040307700634003","0.14040307700634003","0.14040307700634003"
"6663","0.1457984894514084","0.1457984894514084","0.1457984894514084"
"6664","0.15735311806201935","0.15735311806201935","0.15735311806201935"
"6669","0.13839125633239746","0.13839125633239746","0.13839125633239746"
"6683","0.13990065455436707","0.13990065455436707","0.13990065455436707"
"6684","0.14345239102840424","0.14345239102840424","0.14345239102840424"
"6694","0.1553197205066681","0.1553197205066681","0.1553197205066681"
"6703","0.1666889190673828","0.1666889190673828","0.1666889190673828"
"6705","0.1342831701040268","0.1342831701040268","0.1342831701040268"
"6711","0.16476809978485107","0.16476809978485107","0.16476809978485107"
"6716","0.12298262119293213","0.12298262119293213","0.12298262119293213"
"6734","0.12741820514202118","0.12741820514202118","0.12741820514202118"
