"Step","experiment-balanced-data - epoch","experiment-balanced-data - epoch__MIN","experiment-balanced-data - epoch__MAX","experiment-human-data - epoch","experiment-human-data - epoch__MIN","experiment-human-data - epoch__MAX"
"74245","","","","20","20","20"
"74262","20","20","20","","",""
"74263","20","20","20","","",""
"74278","","","","20","20","20"
"74286","20","20","20","","",""
"74293","","","","20","20","20"
"74298","20","20","20","","",""
"74304","","","","20","20","20"
"74307","","","","20","20","20"
"74316","","","","20","20","20"
"74325","","","","20","20","20"
"74343","","","","20","20","20"
"74344","","","","20","20","20"
"74355","","","","20","20","20"
"74358","20","20","20","","",""
"74359","20","20","20","","",""
"74380","","","","20","20","20"
"74394","20","20","20","","",""
"74398","20","20","20","","",""
"74407","20","20","20","","",""
"74424","","","","20","20","20"
"74426","20","20","20","","",""
"74432","","","","20","20","20"
"74435","","","","20","20","20"
"74444","","","","20","20","20"
"74458","20","20","20","","",""
"74460","20","20","20","","",""
"74481","","","","20","20","20"
"74482","","","","20","20","20"
"74497","20","20","20","","",""
"74501","","","","20","20","20"
"74507","20","20","20","","",""
"74508","","","","20","20","20"
"74515","","","","20","20","20"
"74520","20","20","20","","",""
"74522","","","","20","20","20"
"74540","","","","20","20","20"
"74547","","","","20","20","20"
"74567","","","","20","20","20"
"74588","20","20","20","","",""
"74596","","","","20","20","20"
"74605","20","20","20","","",""
"74614","","","","20","20","20"
"74624","","","","20","20","20"
"74630","","","","20","20","20"
"74631","","","","20","20","20"
"74632","","","","20","20","20"
"74636","","","","20","20","20"
"74644","","","","20","20","20"
"74652","","","","20","20","20"
"74678","20","20","20","","",""
"74690","","","","21","21","21"
"74702","20","20","20","","",""
"74711","","","","21","21","21"
"74715","","","","21","21","21"
"74739","","","","21","21","21"
"74741","","","","21","21","21"
"74743","20","20","20","","",""
"74756","","","","21","21","21"
"74759","20","20","20","","",""
"74765","20","20","20","","",""
"74766","","","","21","21","21"
"74792","","","","21","21","21"
"74793","20","20","20","","",""
"74799","20","20","20","","",""
"74804","20","20","20","","",""
"74807","20","20","20","","",""
"74819","20","20","20","","",""
"74844","","","","21","21","21"
"74859","","","","21","21","21"
"74891","","","","21","21","21"
"74896","20","20","20","","",""
"74927","","","","21","21","21"
"74929","","","","21","21","21"
"74931","20","20","20","","",""
"74951","","","","21","21","21"
"74972","","","","21","21","21"
"74987","","","","21","21","21"
"74988","20","20","20","","",""
"74989","","","","21","21","21"
"74997","","","","21","21","21"
"75000","20","20","20","","",""
"75004","20","20","20","","",""
"75008","","","","21","21","21"
"75009","","","","21","21","21"
"75011","","","","21","21","21"
"75024","20","20","20","","",""
"75053","20","20","20","","",""
"75060","","","","21","21","21"
"75066","20","20","20","","",""
"75075","20","20","20","","",""
"75079","20","20","20","21","21","21"
"75084","","","","21","21","21"
"75088","","","","21","21","21"
"75092","20","20","20","","",""
"75093","","","","21","21","21"
"75094","20","20","20","","",""
"75109","","","","21","21","21"
"75112","","","","21","21","21"
"75117","20","20","20","","",""
"75120","20","20","20","","",""
"75130","","","","21","21","21"
"75162","20","20","20","","",""
"75165","20","20","20","21","21","21"
"75166","20","20","20","","",""
"75183","20","20","20","","",""
"75185","20","20","20","","",""
"75189","","","","21","21","21"
"75211","20","20","20","","",""
"75224","","","","21","21","21"
"75230","20","20","20","21","21","21"
"75235","","","","21","21","21"
"75247","","","","21","21","21"
"75253","20","20","20","","",""
"75254","","","","21","21","21"
"75265","20","20","20","","",""
"75267","20","20","20","","",""
"75281","","","","21","21","21"
"75286","20","20","20","","",""
"75291","","","","21","21","21"
"75294","20","20","20","21","21","21"
"75305","20","20","20","","",""
"75326","","","","21","21","21"
"75330","20","20","20","","",""
"75333","","","","21","21","21"
"75335","","","","21","21","21"
"75338","","","","21","21","21"
"75378","","","","21","21","21"
"75381","","","","21","21","21"
"75394","20","20","20","","",""
"75395","","","","21","21","21"
"75413","20","20","20","","",""
"75423","20","20","20","21","21","21"
"75436","20","20","20","","",""
"75461","","","","21","21","21"
"75472","20","20","20","","",""
"75483","","","","21","21","21"
"75487","20","20","20","","",""
"75493","20","20","20","","",""
"75501","","","","21","21","21"
"75508","","","","21","21","21"
"75514","","","","21","21","21"
"75515","","","","21","21","21"
"75518","20","20","20","","",""
"75520","","","","21","21","21"
"75529","20","20","20","","",""
"75537","20","20","20","","",""
"75539","","","","21","21","21"
"75543","20","20","20","","",""
"75545","20","20","20","","",""
"75565","","","","21","21","21"
"75583","","","","21","21","21"
"75589","","","","21","21","21"
"75598","20","20","20","","",""
"75601","","","","21","21","21"
"75605","","","","21","21","21"
"75632","","","","21","21","21"
"75652","","","","21","21","21"
"75656","21","21","21","","",""
"75662","","","","21","21","21"
"75667","","","","21","21","21"
"75673","21","21","21","","",""
"75681","","","","21","21","21"
"75683","21","21","21","","",""
"75703","21","21","21","","",""
"75705","21","21","21","","",""
"75707","21","21","21","","",""
"75708","21","21","21","","",""
"75716","","","","21","21","21"
"75726","21","21","21","","",""
"75759","21","21","21","","",""
"75769","21","21","21","","",""
"75774","","","","21","21","21"
"75793","","","","21","21","21"
"75809","21","21","21","","",""
"75817","","","","21","21","21"
"75861","","","","21","21","21"
"75869","","","","21","21","21"
"75872","","","","21","21","21"
"75877","21","21","21","","",""
"75895","","","","21","21","21"
"75925","21","21","21","","",""
"75938","","","","21","21","21"
"75956","21","21","21","","",""
"75979","","","","21","21","21"
"76011","21","21","21","","",""
"76020","","","","21","21","21"
"76021","21","21","21","","",""
"76027","21","21","21","21","21","21"
"76029","","","","21","21","21"
"76034","21","21","21","","",""
"76061","21","21","21","","",""
"76063","","","","21","21","21"
"76064","21","21","21","","",""
"76072","","","","21","21","21"
"76081","","","","21","21","21"
"76083","","","","21","21","21"
"76085","","","","21","21","21"
"76090","","","","21","21","21"
"76096","21","21","21","","",""
"76097","","","","21","21","21"
"76117","21","21","21","","",""
"76129","","","","21","21","21"
"76156","21","21","21","","",""
"76164","21","21","21","","",""
"76178","21","21","21","","",""
"76182","","","","21","21","21"
"76185","","","","21","21","21"
"76193","","","","21","21","21"
"76199","","","","21","21","21"
"76212","","","","21","21","21"
"76245","","","","21","21","21"
"76258","","","","21","21","21"
"76281","21","21","21","","",""
"76282","21","21","21","","",""
"76284","21","21","21","","",""
"76288","21","21","21","","",""
"76290","","","","21","21","21"
"76291","21","21","21","21","21","21"
"76297","","","","21","21","21"
"76300","21","21","21","","",""
"76301","21","21","21","","",""
"76308","","","","21","21","21"
"76335","21","21","21","","",""
"76350","","","","21","21","21"
"76369","21","21","21","","",""
"76373","21","21","21","","",""
"76405","","","","21","21","21"
"76429","","","","21","21","21"
"76439","21","21","21","","",""
"76440","","","","21","21","21"
"76447","21","21","21","","",""
"76449","","","","21","21","21"
"76451","21","21","21","","",""
"76461","","","","21","21","21"
"76463","21","21","21","","",""
"76473","21","21","21","","",""
"76494","21","21","21","","",""
"76508","21","21","21","","",""
"76516","","","","21","21","21"
"76521","","","","21","21","21"
"76527","21","21","21","","",""
"76536","","","","21","21","21"
"76540","21","21","21","","",""
"76550","","","","21","21","21"
"76554","21","21","21","","",""
"76559","","","","21","21","21"
"76570","21","21","21","","",""
"76583","21","21","21","","",""
"76591","21","21","21","","",""
"76592","21","21","21","","",""
"76607","","","","21","21","21"
"76614","","","","21","21","21"
"76619","21","21","21","","",""
"76637","21","21","21","","",""
"76645","21","21","21","","",""
"76662","21","21","21","","",""
"76663","21","21","21","","",""
"76671","","","","21","21","21"
"76674","","","","21","21","21"
"76677","","","","21","21","21"
"76682","21","21","21","","",""
"76695","","","","21","21","21"
"76703","","","","21","21","21"
"76705","21","21","21","","",""
"76707","","","","21","21","21"
"76709","21","21","21","","",""
"76710","","","","21","21","21"
"76713","21","21","21","","",""
"76715","","","","21","21","21"
"76717","21","21","21","","",""
"76726","","","","21","21","21"
"76737","","","","21","21","21"
"76741","","","","21","21","21"
"76761","21","21","21","","",""
"76768","21","21","21","","",""
"76780","21","21","21","","",""
"76783","21","21","21","","",""
"76805","21","21","21","","",""
"76808","","","","21","21","21"
"76809","","","","21","21","21"
"76811","","","","21","21","21"
"76817","","","","21","21","21"
"76842","21","21","21","","",""
"76849","21","21","21","","",""
"76853","21","21","21","","",""
"76871","","","","21","21","21"
"76882","","","","21","21","21"
"76892","","","","21","21","21"
"76919","21","21","21","","",""
"76925","","","","21","21","21"
"76927","","","","21","21","21"
"76943","21","21","21","","",""
"76947","21","21","21","","",""
"76953","21","21","21","","",""
"76964","","","","21","21","21"
"76968","","","","21","21","21"
"76973","21","21","21","","",""
"76980","","","","21","21","21"
"76984","21","21","21","","",""
"76999","","","","21","21","21"
"77001","21","21","21","","",""
"77058","","","","21","21","21"
"77062","21","21","21","","",""
"77064","21","21","21","","",""
"77077","21","21","21","","",""
"77080","","","","21","21","21"
"77102","","","","21","21","21"
"77108","","","","21","21","21"
"77111","","","","21","21","21"
"77115","21","21","21","","",""
"77127","21","21","21","","",""
"77128","","","","21","21","21"
"77132","","","","21","21","21"
"77134","21","21","21","","",""
"77135","","","","21","21","21"
"77142","","","","21","21","21"
"77145","","","","21","21","21"
"77149","","","","21","21","21"
"77161","","","","21","21","21"
"77168","21","21","21","","",""
"77194","21","21","21","","",""
"77198","","","","21","21","21"
"77200","21","21","21","","",""
"77202","","","","21","21","21"
"77207","","","","21","21","21"
"77219","","","","21","21","21"
"77227","","","","21","21","21"
"77233","21","21","21","","",""
"77238","","","","21","21","21"
"77246","","","","21","21","21"
"77267","21","21","21","","",""
"77283","","","","21","21","21"
"77285","","","","21","21","21"
"77290","21","21","21","","",""
"77291","21","21","21","","",""
"77296","21","21","21","","",""
"77321","","","","21","21","21"
"77327","","","","21","21","21"
"77346","21","21","21","","",""
"77350","","","","21","21","21"
"77358","21","21","21","","",""
"77365","21","21","21","","",""
"77378","","","","21","21","21"
"77385","","","","21","21","21"
"77387","","","","21","21","21"
"77415","21","21","21","","",""
"77428","","","","21","21","21"
"77471","21","21","21","","",""
"77479","","","","21","21","21"
"77482","","","","21","21","21"
"77487","21","21","21","","",""
"77492","","","","21","21","21"
"77500","21","21","21","21","21","21"
"77509","21","21","21","","",""
"77518","","","","21","21","21"
"77521","","","","21","21","21"
"77533","","","","21","21","21"
"77536","","","","21","21","21"
"77540","21","21","21","","",""
"77546","21","21","21","","",""
"77563","","","","21","21","21"
"77580","21","21","21","","",""
"77589","21","21","21","","",""
"77616","21","21","21","","",""
"77621","","","","21","21","21"
"77637","","","","21","21","21"
"77665","","","","21","21","21"
"77670","21","21","21","","",""
"77673","21","21","21","","",""
"77678","","","","21","21","21"
"77683","","","","21","21","21"
"77689","","","","21","21","21"
"77696","21","21","21","","",""
"77704","21","21","21","","",""
"77707","21","21","21","","",""
"77713","21","21","21","","",""
"77745","21","21","21","21","21","21"
"77748","21","21","21","","",""
"77751","","","","21","21","21"
"77768","","","","21","21","21"
"77775","21","21","21","","",""
"77779","21","21","21","","",""
"77782","","","","21","21","21"
"77785","","","","21","21","21"
"77797","","","","21","21","21"
"77798","21","21","21","","",""
"77807","","","","21","21","21"
"77813","","","","21","21","21"
"77822","","","","21","21","21"
"77837","21","21","21","","",""
"77839","21","21","21","","",""
"77842","21","21","21","","",""
"77847","","","","21","21","21"
"77860","","","","21","21","21"
"77861","","","","21","21","21"
"77889","","","","21","21","21"
"77895","","","","21","21","21"
"77896","21","21","21","","",""
"77915","21","21","21","","",""
"77919","","","","21","21","21"
"77945","","","","21","21","21"
"77947","","","","21","21","21"
"77950","","","","21","21","21"
"77951","21","21","21","","",""
"77959","21","21","21","","",""
"77964","","","","21","21","21"
"77968","","","","21","21","21"
"77970","21","21","21","21","21","21"
"77977","","","","21","21","21"
"77981","","","","21","21","21"
"77983","21","21","21","","",""
"77997","","","","21","21","21"
"78000","","","","21","21","21"
"78005","21","21","21","","",""
"78007","","","","21","21","21"
"78015","21","21","21","","",""
"78023","","","","21","21","21"
"78025","21","21","21","","",""
"78041","","","","21","21","21"
"78055","","","","21","21","21"
"78058","","","","21","21","21"
"78065","","","","21","21","21"
"78071","","","","21","21","21"
"78072","21","21","21","","",""
"78078","","","","21","21","21"
"78096","","","","21","21","21"
"78104","21","21","21","","",""
"78126","21","21","21","","",""
"78138","","","","21","21","21"
"78140","21","21","21","","",""
"78150","21","21","21","","",""
"78159","21","21","21","","",""
"78160","21","21","21","21","21","21"
"78161","21","21","21","","",""
"78179","","","","21","21","21"
"78205","","","","21","21","21"
"78206","21","21","21","","",""
"78210","","","","21","21","21"
"78211","21","21","21","","",""
"78223","","","","21","21","21"
"78234","21","21","21","","",""
"78236","","","","21","21","21"
"78240","21","21","21","","",""
"78243","21","21","21","","",""
"78244","21","21","21","","",""
"78253","21","21","21","","",""
"78279","21","21","21","21","21","21"
"78281","","","","21","21","21"
"78289","","","","21","21","21"
"78293","21","21","21","","",""
"78295","21","21","21","","",""
"78299","21","21","21","","",""
"78308","21","21","21","","",""
"78315","21","21","21","","",""
"78334","21","21","21","","",""
"78339","21","21","21","","",""
"78344","","","","21","21","21"
"78350","","","","21","21","21"
"78354","","","","21","21","21"
"78357","21","21","21","","",""
"78363","21","21","21","","",""
"78365","","","","21","21","21"
"78366","21","21","21","","",""
"78367","","","","21","21","21"
"78385","","","","21","21","21"
"78388","","","","21","21","21"
"78395","21","21","21","","",""
"78404","","","","21","21","21"
"78411","21","21","21","","",""
"78413","21","21","21","","",""
"78415","","","","21","21","21"
"78422","","","","21","21","21"
"78434","21","21","21","","",""
"78440","21","21","21","","",""
"78452","","","","21","21","21"
"78466","","","","21","21","21"
"78481","","","","21","21","21"
"78486","21","21","21","","",""
"78490","","","","21","21","21"
"78498","","","","21","21","21"
"78502","","","","21","21","21"
"78510","","","","21","21","21"
"78511","21","21","21","","",""
"78518","","","","21","21","21"
"78530","21","21","21","","",""
"78544","21","21","21","","",""
"78549","21","21","21","","",""
"78556","21","21","21","","",""
"78576","","","","21","21","21"
"78614","21","21","21","","",""
"78628","21","21","21","","",""
"78630","","","","21","21","21"
"78632","","","","21","21","21"
"78640","21","21","21","","",""
"78666","","","","21","21","21"
"78671","21","21","21","","",""
"78675","21","21","21","","",""
"78681","21","21","21","","",""
"78683","21","21","21","","",""
"78687","21","21","21","","",""
"78707","","","","22","22","22"
"78731","21","21","21","","",""
"78734","21","21","21","","",""
"78735","21","21","21","","",""
"78741","21","21","21","","",""
"78746","21","21","21","","",""
"78764","21","21","21","","",""
"78767","","","","22","22","22"
"78776","21","21","21","","",""
"78780","","","","22","22","22"
"78783","","","","22","22","22"
"78788","21","21","21","","",""
"78808","","","","22","22","22"
"78810","21","21","21","22","22","22"
"78823","21","21","21","","",""
"78841","21","21","21","","",""
"78846","","","","22","22","22"
"78847","21","21","21","","",""
"78850","21","21","21","","",""
"78853","","","","22","22","22"
"78859","","","","22","22","22"
"78900","","","","22","22","22"
"78915","","","","22","22","22"
"78922","21","21","21","","",""
"78952","21","21","21","","",""
"79023","21","21","21","","",""
"79040","","","","22","22","22"
"79043","","","","22","22","22"
"79049","21","21","21","","",""
"79072","21","21","21","","",""
"79087","21","21","21","","",""
"79108","","","","22","22","22"
"79118","21","21","21","","",""
"79149","21","21","21","","",""
"79154","","","","22","22","22"
"79155","","","","22","22","22"
"79193","21","21","21","","",""
"79201","21","21","21","","",""
"79208","21","21","21","","",""
"79224","","","","22","22","22"
"79233","","","","22","22","22"
"79246","","","","22","22","22"
"79267","21","21","21","","",""
"79285","","","","22","22","22"
"79293","21","21","21","","",""
"79294","21","21","21","","",""
"79301","","","","22","22","22"
"79303","21","21","21","","",""
"79307","21","21","21","","",""
"79309","","","","22","22","22"
"79318","21","21","21","","",""
"79345","","","","22","22","22"
"79358","21","21","21","","",""
"79396","21","21","21","","",""
"79398","21","21","21","","",""
"79401","21","21","21","","",""
"79455","21","21","21","22","22","22"
"79459","","","","22","22","22"
"79461","21","21","21","","",""
"79468","21","21","21","","",""
"79474","21","21","21","","",""
"79486","21","21","21","","",""
"79491","21","21","21","","",""
"79517","21","21","21","","",""
"79532","21","21","21","","",""
"79533","21","21","21","","",""
"79534","21","21","21","","",""
"79536","21","21","21","","",""
"79551","","","","22","22","22"
"79589","21","21","21","","",""
"79590","21","21","21","","",""
"79603","21","21","21","","",""
"79607","21","21","21","","",""
"79619","","","","22","22","22"
"79621","21","21","21","","",""
"79628","21","21","21","","",""
"79633","","","","22","22","22"
"79641","21","21","21","","",""
"79643","","","","22","22","22"
"79651","21","21","21","","",""
"79658","21","21","21","","",""
"79668","21","21","21","","",""
"79670","21","21","21","","",""
"79673","21","21","21","","",""
"79689","21","21","21","","",""
"79691","21","21","21","","",""
"79692","","","","22","22","22"
"79697","","","","22","22","22"
"79705","","","","22","22","22"
"79740","21","21","21","","",""
"79767","21","21","21","22","22","22"
"79784","","","","22","22","22"
"79802","22","22","22","","",""
"79805","22","22","22","","",""
"79807","22","22","22","","",""
"79814","22","22","22","","",""
"79818","","","","22","22","22"
"79836","22","22","22","","",""
"79845","","","","22","22","22"
"79856","22","22","22","","",""
"79896","22","22","22","","",""
"79911","22","22","22","","",""
"79913","","","","22","22","22"
"79942","","","","22","22","22"
"79946","22","22","22","","",""
"79948","","","","22","22","22"
"79957","22","22","22","","",""
"79960","","","","22","22","22"
"79966","22","22","22","","",""
"79981","22","22","22","","",""
"79984","","","","22","22","22"
"79988","22","22","22","","",""
"79992","","","","22","22","22"
"80011","22","22","22","","",""
"80024","22","22","22","","",""
"80042","","","","22","22","22"
"80047","22","22","22","","",""
"80052","","","","22","22","22"
"80055","22","22","22","","",""
"80057","","","","22","22","22"
"80063","","","","22","22","22"
"80065","22","22","22","","",""
"80080","","","","22","22","22"
"80081","22","22","22","","",""
"80099","","","","22","22","22"
"80100","22","22","22","","",""
"80104","","","","22","22","22"
"80106","","","","22","22","22"
"80110","22","22","22","","",""
"80112","22","22","22","","",""
"80113","22","22","22","","",""
"80115","","","","22","22","22"
"80116","","","","22","22","22"
"80122","","","","22","22","22"
"80132","","","","22","22","22"
"80138","22","22","22","22","22","22"
"80195","22","22","22","","",""
"80201","22","22","22","22","22","22"
"80207","22","22","22","","",""
"80209","","","","22","22","22"
"80214","22","22","22","","",""
"80236","","","","22","22","22"
"80244","22","22","22","","",""
"80251","","","","22","22","22"
"80259","","","","22","22","22"
"80260","","","","22","22","22"
"80272","22","22","22","","",""
"80306","","","","22","22","22"
"80309","22","22","22","","",""
"80311","","","","22","22","22"
"80320","22","22","22","","",""
"80323","22","22","22","","",""
"80326","","","","22","22","22"
"80335","","","","22","22","22"
"80336","22","22","22","22","22","22"
"80341","22","22","22","","",""
"80351","22","22","22","","",""
"80352","22","22","22","","",""
"80364","22","22","22","","",""
"80370","22","22","22","","",""
"80373","22","22","22","","",""
"80395","","","","22","22","22"
"80411","","","","22","22","22"
"80422","","","","22","22","22"
"80429","22","22","22","","",""
"80435","","","","22","22","22"
"80443","","","","22","22","22"
"80469","22","22","22","","",""
"80491","22","22","22","","",""
"80493","22","22","22","","",""
"80499","22","22","22","","",""
"80502","","","","22","22","22"
"80525","22","22","22","","",""
"80544","22","22","22","22","22","22"
"80546","22","22","22","","",""
"80560","","","","22","22","22"
"80579","22","22","22","","",""
"80583","22","22","22","","",""
"80585","22","22","22","","",""
"80586","22","22","22","","",""
"80600","22","22","22","","",""
"80601","22","22","22","","",""
"80609","","","","22","22","22"
"80610","","","","22","22","22"
"80622","22","22","22","","",""
"80623","","","","22","22","22"
"80627","22","22","22","","",""
"80637","","","","22","22","22"
"80657","","","","22","22","22"
"80664","22","22","22","","",""
"80672","22","22","22","","",""
"80709","","","","22","22","22"
"80711","22","22","22","","",""
"80759","","","","22","22","22"
"80762","22","22","22","","",""
"80763","","","","22","22","22"
"80777","","","","22","22","22"
"80779","","","","22","22","22"
"80782","22","22","22","","",""
"80784","","","","22","22","22"
"80797","","","","22","22","22"
"80802","","","","22","22","22"
"80825","22","22","22","","",""
"80832","","","","22","22","22"
"80855","22","22","22","","",""
"80858","22","22","22","","",""
"80886","","","","22","22","22"
"80887","22","22","22","","",""
"80905","","","","22","22","22"
"80910","","","","22","22","22"
"80932","22","22","22","","",""
"80939","22","22","22","","",""
"80941","22","22","22","","",""
"80950","","","","22","22","22"
"80965","22","22","22","","",""
"80976","","","","22","22","22"
"80985","22","22","22","","",""
"80989","22","22","22","","",""
"80994","22","22","22","","",""
"81000","22","22","22","","",""
"81008","","","","22","22","22"
"81019","","","","22","22","22"
"81022","","","","22","22","22"
"81027","","","","22","22","22"
"81031","22","22","22","","",""
"81054","","","","22","22","22"
"81056","","","","22","22","22"
"81066","","","","22","22","22"
"81073","","","","22","22","22"
"81075","","","","22","22","22"
"81089","22","22","22","","",""
"81090","","","","22","22","22"
"81091","22","22","22","","",""
"81100","22","22","22","22","22","22"
"81102","","","","22","22","22"
"81133","","","","22","22","22"
"81154","22","22","22","","",""
"81158","","","","22","22","22"
"81172","22","22","22","","",""
"81183","22","22","22","","",""
"81195","22","22","22","","",""
"81201","","","","22","22","22"
"81208","","","","22","22","22"
"81219","22","22","22","","",""
"81241","22","22","22","","",""
"81242","22","22","22","","",""
"81253","","","","22","22","22"
"81257","22","22","22","","",""
"81259","22","22","22","","",""
"81260","","","","22","22","22"
"81266","","","","22","22","22"
"81286","22","22","22","","",""
"81305","","","","22","22","22"
"81309","22","22","22","22","22","22"
"81328","22","22","22","","",""
"81332","","","","22","22","22"
"81333","22","22","22","","",""
"81343","","","","22","22","22"
"81361","22","22","22","","",""
"81362","","","","22","22","22"
"81369","","","","22","22","22"
"81371","","","","22","22","22"
"81391","","","","22","22","22"
"81402","22","22","22","","",""
"81414","22","22","22","","",""
"81417","22","22","22","","",""
"81436","22","22","22","","",""
"81457","22","22","22","","",""
"81474","","","","22","22","22"
"81478","22","22","22","22","22","22"
"81492","","","","22","22","22"
"81512","22","22","22","","",""
"81529","22","22","22","","",""
"81544","22","22","22","","",""
"81550","22","22","22","","",""
"81551","22","22","22","","",""
"81562","22","22","22","","",""
"81574","22","22","22","","",""
"81588","","","","22","22","22"
"81591","22","22","22","","",""
"81595","","","","22","22","22"
"81642","22","22","22","22","22","22"
"81651","22","22","22","","",""
"81656","22","22","22","","",""
"81659","","","","22","22","22"
"81661","22","22","22","","",""
"81695","22","22","22","","",""
"81704","","","","22","22","22"
"81705","","","","22","22","22"
"81737","22","22","22","","",""
"81739","","","","22","22","22"
"81755","","","","22","22","22"
"81762","","","","22","22","22"
"81769","22","22","22","","",""
"81772","22","22","22","","",""
"81801","22","22","22","","",""
"81807","","","","22","22","22"
"81832","22","22","22","","",""
"81842","","","","22","22","22"
"81849","22","22","22","","",""
"81864","","","","22","22","22"
"81865","22","22","22","","",""
"81878","22","22","22","","",""
"81883","22","22","22","","",""
"81889","22","22","22","","",""
"81893","22","22","22","","",""
"81898","22","22","22","","",""
"81910","22","22","22","","",""
"81914","22","22","22","","",""
"81915","22","22","22","22","22","22"
"81916","","","","22","22","22"
"81917","22","22","22","","",""
"81925","22","22","22","","",""
"81928","22","22","22","","",""
"81934","22","22","22","","",""
"81940","22","22","22","","",""
"81945","22","22","22","","",""
"81953","22","22","22","","",""
"81954","","","","22","22","22"
"81957","","","","22","22","22"
"81959","22","22","22","","",""
"81964","22","22","22","","",""
"81966","","","","22","22","22"
"81976","22","22","22","","",""
"81995","22","22","22","","",""
"81999","22","22","22","","",""
"82012","22","22","22","","",""
"82016","22","22","22","","",""
"82023","22","22","22","","",""
"82082","22","22","22","","",""
"82092","22","22","22","","",""
"82093","22","22","22","","",""
"82094","","","","22","22","22"
"82096","22","22","22","","",""
"82098","","","","22","22","22"
"82106","22","22","22","23","23","23"
"82116","","","","23","23","23"
"82126","22","22","22","","",""
"82129","22","22","22","","",""
"82132","","","","23","23","23"
"82134","","","","23","23","23"
"82141","","","","23","23","23"
"82143","","","","23","23","23"
"82145","22","22","22","","",""
"82146","22","22","22","","",""
"82148","22","22","22","","",""
"82153","","","","23","23","23"
"82158","22","22","22","","",""
"82162","22","22","22","","",""
"82168","22","22","22","23","23","23"
"82171","22","22","22","","",""
"82200","22","22","22","","",""
"82219","","","","23","23","23"
"82227","22","22","22","","",""
"82229","","","","23","23","23"
"82230","","","","23","23","23"
"82235","","","","23","23","23"
"82242","22","22","22","","",""
"82247","","","","23","23","23"
"82263","","","","23","23","23"
"82287","22","22","22","","",""
"82295","22","22","22","","",""
"82316","22","22","22","","",""
"82323","22","22","22","","",""
"82324","","","","23","23","23"
"82338","22","22","22","","",""
"82366","","","","23","23","23"
"82374","","","","23","23","23"
"82388","22","22","22","","",""
"82407","22","22","22","","",""
"82416","22","22","22","","",""
"82418","","","","23","23","23"
"82438","","","","23","23","23"
"82444","","","","23","23","23"
"82445","22","22","22","","",""
"82446","22","22","22","","",""
"82449","22","22","22","","",""
"82454","22","22","22","","",""
"82456","22","22","22","23","23","23"
"82458","22","22","22","","",""
"82460","22","22","22","","",""
"82466","","","","23","23","23"
"82470","22","22","22","23","23","23"
"82489","","","","23","23","23"
"82491","","","","23","23","23"
"82504","22","22","22","","",""
"82530","22","22","22","","",""
"82552","22","22","22","","",""
"82556","","","","23","23","23"
"82563","22","22","22","","",""
"82572","","","","23","23","23"
"82590","22","22","22","","",""
"82597","","","","23","23","23"
"82598","22","22","22","","",""
"82600","","","","23","23","23"
"82608","22","22","22","","",""
"82630","22","22","22","","",""
"82632","","","","23","23","23"
"82649","","","","23","23","23"
"82654","","","","23","23","23"
"82658","","","","23","23","23"
"82667","","","","23","23","23"
"82680","22","22","22","","",""
"82681","22","22","22","","",""
"82691","","","","23","23","23"
"82701","22","22","22","","",""
"82705","22","22","22","","",""
"82711","","","","23","23","23"
"82727","","","","23","23","23"
"82729","22","22","22","","",""
"82748","22","22","22","","",""
"82754","","","","23","23","23"
"82756","22","22","22","","",""
"82761","22","22","22","","",""
"82772","","","","23","23","23"
"82794","","","","23","23","23"
"82822","","","","23","23","23"
"82824","","","","23","23","23"
"82827","22","22","22","","",""
"82833","","","","23","23","23"
"82834","","","","23","23","23"
"82838","","","","23","23","23"
"82844","22","22","22","","",""
"82865","","","","23","23","23"
"82885","22","22","22","","",""
"82914","","","","23","23","23"
"82921","","","","23","23","23"
"82927","","","","23","23","23"
"82940","","","","23","23","23"
"82941","22","22","22","","",""
"82947","","","","23","23","23"
"82952","22","22","22","","",""
"82961","22","22","22","","",""
"82962","","","","23","23","23"
"82979","22","22","22","","",""
"82981","","","","23","23","23"
"82989","","","","23","23","23"
"82999","","","","23","23","23"
"83011","22","22","22","","",""
"83028","22","22","22","","",""
"83034","22","22","22","","",""
"83037","","","","23","23","23"
"83053","","","","23","23","23"
"83056","22","22","22","","",""
"83075","","","","23","23","23"
"83081","","","","23","23","23"
"83083","","","","23","23","23"
"83084","","","","23","23","23"
"83089","22","22","22","","",""
"83092","","","","23","23","23"
"83118","22","22","22","","",""
"83122","22","22","22","","",""
"83140","22","22","22","","",""
"83159","22","22","22","","",""
"83161","","","","23","23","23"
"83177","","","","23","23","23"
"83185","","","","23","23","23"
"83207","23","23","23","","",""
"83212","23","23","23","","",""
"83214","","","","23","23","23"
"83219","","","","23","23","23"
"83224","","","","23","23","23"
"83245","","","","23","23","23"
"83253","","","","23","23","23"
"83261","","","","23","23","23"
"83263","","","","23","23","23"
"83271","23","23","23","","",""
"83275","","","","23","23","23"
"83282","","","","23","23","23"
"83288","","","","23","23","23"
"83290","","","","23","23","23"
"83291","23","23","23","","",""
"83296","23","23","23","","",""
"83311","23","23","23","23","23","23"
"83321","23","23","23","","",""
"83332","","","","23","23","23"
"83338","23","23","23","","",""
"83346","","","","23","23","23"
"83370","","","","23","23","23"
"83377","23","23","23","","",""
"83382","","","","23","23","23"
"83396","","","","23","23","23"
"83400","","","","23","23","23"
"83409","","","","23","23","23"
"83436","23","23","23","","",""
