"Step","experiment-balanced-data - epoch","experiment-balanced-data - epoch__MIN","experiment-balanced-data - epoch__MAX","experiment-human-data - epoch","experiment-human-data - epoch__MIN","experiment-human-data - epoch__MAX"
"59250","16","16","16","","",""
"59292","16","16","16","","",""
"59301","16","16","16","","",""
"59320","","","","16","16","16"
"59337","16","16","16","","",""
"59345","16","16","16","","",""
"59360","16","16","16","","",""
"59411","16","16","16","","",""
"59418","16","16","16","","",""
"59421","16","16","16","","",""
"59436","16","16","16","","",""
"59447","16","16","16","","",""
"59456","16","16","16","","",""
"59459","","","","16","16","16"
"59467","16","16","16","","",""
"59475","16","16","16","","",""
"59482","","","","16","16","16"
"59493","","","","16","16","16"
"59511","16","16","16","","",""
"59515","","","","16","16","16"
"59517","16","16","16","","",""
"59523","","","","16","16","16"
"59528","16","16","16","","",""
"59546","","","","16","16","16"
"59547","","","","16","16","16"
"59549","","","","16","16","16"
"59558","16","16","16","","",""
"59573","","","","16","16","16"
"59575","16","16","16","","",""
"59579","","","","16","16","16"
"59603","","","","16","16","16"
"59607","16","16","16","","",""
"59617","","","","16","16","16"
"59629","16","16","16","","",""
"59637","16","16","16","16","16","16"
"59649","","","","16","16","16"
"59653","","","","16","16","16"
"59656","16","16","16","","",""
"59667","","","","16","16","16"
"59681","16","16","16","","",""
"59715","","","","16","16","16"
"59725","16","16","16","","",""
"59732","","","","16","16","16"
"59736","16","16","16","","",""
"59738","16","16","16","","",""
"59760","","","","16","16","16"
"59766","16","16","16","","",""
"59778","16","16","16","16","16","16"
"59780","16","16","16","","",""
"59783","","","","16","16","16"
"59789","16","16","16","","",""
"59793","","","","16","16","16"
"59807","16","16","16","","",""
"59809","","","","16","16","16"
"59811","16","16","16","","",""
"59813","16","16","16","","",""
"59815","","","","16","16","16"
"59822","","","","16","16","16"
"59824","16","16","16","","",""
"59829","16","16","16","16","16","16"
"59831","16","16","16","","",""
"59849","16","16","16","","",""
"59858","16","16","16","","",""
"59860","","","","16","16","16"
"59865","","","","16","16","16"
"59890","16","16","16","","",""
"59895","16","16","16","16","16","16"
"59905","16","16","16","","",""
"59909","16","16","16","","",""
"59925","16","16","16","","",""
"59951","16","16","16","","",""
"59966","","","","16","16","16"
"59975","","","","16","16","16"
"59983","","","","16","16","16"
"59984","","","","16","16","16"
"59991","16","16","16","","",""
"59998","16","16","16","","",""
"60000","","","","16","16","16"
"60007","16","16","16","","",""
"60009","16","16","16","","",""
"60010","16","16","16","","",""
"60021","","","","16","16","16"
"60036","","","","16","16","16"
"60064","","","","16","16","16"
"60087","","","","16","16","16"
"60102","","","","16","16","16"
"60109","16","16","16","","",""
"60129","","","","16","16","16"
"60135","16","16","16","","",""
"60143","","","","16","16","16"
"60147","16","16","16","16","16","16"
"60157","16","16","16","","",""
"60158","","","","16","16","16"
"60190","16","16","16","","",""
"60196","","","","16","16","16"
"60208","16","16","16","","",""
"60213","16","16","16","","",""
"60227","","","","16","16","16"
"60239","","","","16","16","16"
"60241","","","","16","16","16"
"60269","16","16","16","","",""
"60276","","","","16","16","16"
"60297","16","16","16","","",""
"60312","","","","16","16","16"
"60315","16","16","16","","",""
"60325","16","16","16","","",""
"60336","","","","16","16","16"
"60340","","","","16","16","16"
"60345","","","","16","16","16"
"60353","","","","16","16","16"
"60364","","","","16","16","16"
"60372","","","","16","16","16"
"60395","","","","16","16","16"
"60398","16","16","16","16","16","16"
"60414","16","16","16","","",""
"60434","16","16","16","","",""
"60435","","","","16","16","16"
"60450","16","16","16","","",""
"60464","16","16","16","","",""
"60476","16","16","16","","",""
"60480","16","16","16","","",""
"60492","16","16","16","","",""
"60502","16","16","16","","",""
"60513","","","","17","17","17"
"60523","","","","17","17","17"
"60532","16","16","16","","",""
"60533","16","16","16","","",""
"60542","16","16","16","","",""
"60547","","","","17","17","17"
"60560","","","","17","17","17"
"60565","","","","17","17","17"
"60571","","","","17","17","17"
"60581","16","16","16","17","17","17"
"60582","","","","17","17","17"
"60591","","","","17","17","17"
"60592","","","","17","17","17"
"60593","16","16","16","","",""
"60606","16","16","16","","",""
"60607","16","16","16","","",""
"60630","16","16","16","","",""
"60631","16","16","16","","",""
"60653","16","16","16","","",""
"60670","","","","17","17","17"
"60677","16","16","16","","",""
"60682","16","16","16","","",""
"60696","16","16","16","17","17","17"
"60700","16","16","16","","",""
"60705","","","","17","17","17"
"60745","","","","17","17","17"
"60754","","","","17","17","17"
"60762","16","16","16","","",""
"60764","16","16","16","","",""
"60766","","","","17","17","17"
"60789","","","","17","17","17"
"60792","","","","17","17","17"
"60795","16","16","16","","",""
"60798","16","16","16","","",""
"60807","16","16","16","","",""
"60821","16","16","16","","",""
"60823","","","","17","17","17"
"60829","","","","17","17","17"
"60830","16","16","16","","",""
"60842","16","16","16","","",""
"60847","16","16","16","","",""
"60852","","","","17","17","17"
"60859","","","","17","17","17"
"60863","","","","17","17","17"
"60872","16","16","16","","",""
"60876","16","16","16","","",""
"60884","16","16","16","","",""
"60888","","","","17","17","17"
"60890","","","","17","17","17"
"60896","","","","17","17","17"
"60903","16","16","16","","",""
"60904","","","","17","17","17"
"60913","16","16","16","","",""
"60922","","","","17","17","17"
"60932","16","16","16","","",""
"60949","16","16","16","","",""
"60960","16","16","16","","",""
"60964","16","16","16","17","17","17"
"60976","16","16","16","","",""
"60977","","","","17","17","17"
"60980","","","","17","17","17"
"60982","16","16","16","","",""
"60986","16","16","16","","",""
"60995","","","","17","17","17"
"60997","","","","17","17","17"
"61026","","","","17","17","17"
"61047","","","","17","17","17"
"61048","16","16","16","","",""
"61059","","","","17","17","17"
"61092","16","16","16","","",""
"61110","","","","17","17","17"
"61112","16","16","16","","",""
"61119","","","","17","17","17"
"61127","","","","17","17","17"
"61130","16","16","16","","",""
"61131","16","16","16","","",""
"61152","16","16","16","","",""
"61171","","","","17","17","17"
"61204","16","16","16","17","17","17"
"61207","","","","17","17","17"
"61210","","","","17","17","17"
"61211","","","","17","17","17"
"61212","16","16","16","","",""
"61241","","","","17","17","17"
"61250","16","16","16","","",""
"61254","","","","17","17","17"
"61258","","","","17","17","17"
"61266","","","","17","17","17"
"61276","17","17","17","","",""
"61299","17","17","17","","",""
"61304","","","","17","17","17"
"61309","","","","17","17","17"
"61315","","","","17","17","17"
"61330","17","17","17","","",""
"61336","17","17","17","","",""
"61339","","","","17","17","17"
"61360","","","","17","17","17"
"61367","","","","17","17","17"
"61381","","","","17","17","17"
"61383","17","17","17","","",""
"61460","","","","17","17","17"
"61489","","","","17","17","17"
"61503","","","","17","17","17"
"61505","","","","17","17","17"
"61542","","","","17","17","17"
"61552","","","","17","17","17"
"61556","","","","17","17","17"
"61557","","","","17","17","17"
"61569","17","17","17","","",""
"61578","","","","17","17","17"
"61582","17","17","17","","",""
"61583","","","","17","17","17"
"61585","17","17","17","","",""
"61610","","","","17","17","17"
"61612","17","17","17","","",""
"61624","","","","17","17","17"
"61639","","","","17","17","17"
"61647","17","17","17","","",""
"61663","17","17","17","","",""
"61677","","","","17","17","17"
"61679","","","","17","17","17"
"61682","17","17","17","","",""
"61698","17","17","17","","",""
"61717","17","17","17","","",""
"61728","17","17","17","","",""
"61736","17","17","17","","",""
"61763","17","17","17","","",""
"61766","17","17","17","","",""
"61767","","","","17","17","17"
"61769","17","17","17","","",""
"61772","17","17","17","17","17","17"
"61782","","","","17","17","17"
"61799","","","","17","17","17"
"61808","17","17","17","","",""
"61818","17","17","17","","",""
"61823","17","17","17","","",""
"61827","17","17","17","","",""
"61842","","","","17","17","17"
"61854","17","17","17","","",""
"61855","","","","17","17","17"
"61863","17","17","17","","",""
"61870","17","17","17","","",""
"61872","17","17","17","17","17","17"
"61875","17","17","17","","",""
"61889","17","17","17","","",""
"61902","17","17","17","","",""
"61922","","","","17","17","17"
"61923","","","","17","17","17"
"61925","","","","17","17","17"
"61956","17","17","17","","",""
"61970","","","","17","17","17"
"61986","17","17","17","","",""
"61992","","","","17","17","17"
"61994","17","17","17","","",""
"61998","17","17","17","17","17","17"
"62003","17","17","17","","",""
"62019","17","17","17","","",""
"62020","17","17","17","","",""
"62024","17","17","17","","",""
"62034","17","17","17","","",""
"62038","","","","17","17","17"
"62042","","","","17","17","17"
"62051","17","17","17","","",""
"62052","17","17","17","","",""
"62062","17","17","17","","",""
"62066","17","17","17","","",""
"62080","17","17","17","","",""
"62099","17","17","17","","",""
"62103","17","17","17","","",""
"62105","17","17","17","","",""
"62108","17","17","17","","",""
"62110","","","","17","17","17"
"62115","","","","17","17","17"
"62122","","","","17","17","17"
"62136","17","17","17","","",""
"62140","","","","17","17","17"
"62151","17","17","17","","",""
"62153","17","17","17","","",""
"62162","","","","17","17","17"
"62163","","","","17","17","17"
"62165","","","","17","17","17"
"62167","","","","17","17","17"
"62181","17","17","17","","",""
"62189","17","17","17","","",""
"62190","17","17","17","","",""
"62237","17","17","17","","",""
"62242","17","17","17","","",""
"62250","17","17","17","","",""
"62255","17","17","17","","",""
"62281","","","","17","17","17"
"62283","17","17","17","","",""
"62289","17","17","17","","",""
"62291","17","17","17","","",""
"62296","17","17","17","17","17","17"
"62305","17","17","17","","",""
"62307","17","17","17","","",""
"62309","","","","17","17","17"
"62313","17","17","17","","",""
"62323","17","17","17","","",""
"62334","17","17","17","","",""
"62338","17","17","17","","",""
"62346","17","17","17","","",""
"62347","","","","17","17","17"
"62350","","","","17","17","17"
"62351","17","17","17","","",""
"62355","17","17","17","","",""
"62381","17","17","17","","",""
"62417","17","17","17","","",""
"62420","17","17","17","","",""
"62426","","","","17","17","17"
"62431","17","17","17","","",""
"62438","17","17","17","","",""
"62455","","","","17","17","17"
"62468","","","","17","17","17"
"62505","","","","17","17","17"
"62511","17","17","17","","",""
"62516","","","","17","17","17"
"62517","","","","17","17","17"
"62524","17","17","17","","",""
"62532","17","17","17","","",""
"62538","17","17","17","","",""
"62541","17","17","17","","",""
"62578","17","17","17","","",""
"62579","","","","17","17","17"
"62585","17","17","17","","",""
"62589","17","17","17","","",""
"62603","17","17","17","","",""
"62626","17","17","17","17","17","17"
"62630","","","","17","17","17"
"62635","17","17","17","","",""
"62667","","","","17","17","17"
"62673","","","","17","17","17"
"62682","","","","17","17","17"
"62687","","","","17","17","17"
"62694","","","","17","17","17"
"62713","17","17","17","","",""
"62722","17","17","17","","",""
"62728","","","","17","17","17"
"62737","17","17","17","","",""
"62740","17","17","17","","",""
"62751","","","","17","17","17"
"62758","17","17","17","","",""
"62765","","","","17","17","17"
"62767","17","17","17","17","17","17"
"62776","","","","17","17","17"
"62786","17","17","17","","",""
"62788","17","17","17","","",""
"62821","17","17","17","17","17","17"
"62838","17","17","17","","",""
"62840","","","","17","17","17"
"62845","17","17","17","","",""
"62863","","","","17","17","17"
"62876","","","","17","17","17"
"62877","17","17","17","","",""
"62882","17","17","17","","",""
"62889","17","17","17","","",""
"62898","","","","17","17","17"
"62908","17","17","17","","",""
"62918","17","17","17","","",""
"62929","17","17","17","","",""
"62933","17","17","17","","",""
"62934","","","","17","17","17"
"62940","","","","17","17","17"
"62951","17","17","17","","",""
"62956","","","","17","17","17"
"62960","17","17","17","","",""
"62967","17","17","17","17","17","17"
"62973","","","","17","17","17"
"62983","17","17","17","","",""
"63007","17","17","17","","",""
"63030","","","","17","17","17"
"63041","","","","17","17","17"
"63049","17","17","17","17","17","17"
"63075","17","17","17","17","17","17"
"63076","17","17","17","","",""
"63077","17","17","17","","",""
"63089","17","17","17","","",""
"63094","17","17","17","","",""
"63128","","","","17","17","17"
"63134","17","17","17","","",""
"63157","17","17","17","17","17","17"
"63165","17","17","17","","",""
"63166","17","17","17","","",""
"63168","17","17","17","","",""
"63173","17","17","17","","",""
"63180","17","17","17","","",""
"63185","17","17","17","","",""
"63202","","","","17","17","17"
"63206","","","","17","17","17"
"63208","17","17","17","","",""
"63211","","","","17","17","17"
"63239","17","17","17","","",""
"63250","17","17","17","17","17","17"
"63253","17","17","17","","",""
"63254","17","17","17","","",""
"63256","","","","17","17","17"
"63268","17","17","17","","",""
"63292","","","","17","17","17"
"63302","17","17","17","","",""
"63310","17","17","17","","",""
"63319","17","17","17","","",""
"63321","","","","17","17","17"
"63324","","","","17","17","17"
"63330","","","","17","17","17"
"63333","","","","17","17","17"
"63338","","","","17","17","17"
"63339","","","","17","17","17"
"63347","17","17","17","","",""
"63356","17","17","17","","",""
"63358","","","","17","17","17"
"63382","17","17","17","","",""
"63390","17","17","17","","",""
"63392","","","","17","17","17"
"63396","","","","17","17","17"
"63402","","","","17","17","17"
"63420","17","17","17","","",""
"63422","17","17","17","","",""
"63429","","","","17","17","17"
"63438","17","17","17","","",""
"63446","17","17","17","","",""
"63452","","","","17","17","17"
"63458","17","17","17","","",""
"63474","17","17","17","","",""
"63477","","","","17","17","17"
"63487","","","","17","17","17"
"63495","","","","17","17","17"
"63504","17","17","17","","",""
"63515","17","17","17","","",""
"63518","","","","17","17","17"
"63521","","","","17","17","17"
"63534","17","17","17","","",""
"63538","17","17","17","","",""
"63542","17","17","17","","",""
"63545","","","","17","17","17"
"63561","17","17","17","","",""
"63605","","","","17","17","17"
"63624","","","","17","17","17"
"63631","17","17","17","","",""
"63632","17","17","17","","",""
"63633","","","","17","17","17"
"63642","17","17","17","","",""
"63649","","","","17","17","17"
"63652","","","","17","17","17"
"63654","","","","17","17","17"
"63667","17","17","17","","",""
"63669","","","","17","17","17"
"63670","17","17","17","","",""
"63673","17","17","17","","",""
"63674","17","17","17","","",""
"63681","","","","17","17","17"
"63682","17","17","17","","",""
"63683","17","17","17","","",""
"63712","17","17","17","","",""
"63723","17","17","17","","",""
"63728","","","","17","17","17"
"63733","","","","17","17","17"
"63752","","","","17","17","17"
"63757","","","","17","17","17"
"63764","17","17","17","","",""
"63768","","","","17","17","17"
"63799","17","17","17","","",""
"63801","","","","17","17","17"
"63814","","","","17","17","17"
"63818","17","17","17","","",""
"63831","","","","17","17","17"
"63834","","","","17","17","17"
"63838","17","17","17","","",""
"63848","17","17","17","","",""
"63855","17","17","17","","",""
"63875","17","17","17","18","18","18"
"63878","17","17","17","","",""
"63885","","","","18","18","18"
"63887","17","17","17","","",""
"63888","17","17","17","","",""
"63909","17","17","17","","",""
"63929","","","","18","18","18"
"63937","","","","18","18","18"
"63938","17","17","17","","",""
"63942","17","17","17","","",""
"63945","","","","18","18","18"
"63948","17","17","17","","",""
"63960","","","","18","18","18"
"63968","","","","18","18","18"
"63979","","","","18","18","18"
"63987","17","17","17","","",""
"63988","17","17","17","","",""
"64015","","","","18","18","18"
"64040","17","17","17","","",""
"64047","17","17","17","","",""
"64058","","","","18","18","18"
"64061","","","","18","18","18"
"64065","17","17","17","","",""
"64067","17","17","17","","",""
"64070","","","","18","18","18"
"64076","","","","18","18","18"
"64078","","","","18","18","18"
"64082","","","","18","18","18"
"64090","17","17","17","","",""
"64097","17","17","17","","",""
"64116","","","","18","18","18"
"64127","17","17","17","","",""
"64163","17","17","17","","",""
"64171","17","17","17","","",""
"64173","17","17","17","","",""
"64177","17","17","17","","",""
"64180","","","","18","18","18"
"64192","17","17","17","","",""
"64196","17","17","17","","",""
"64199","17","17","17","","",""
"64221","","","","18","18","18"
"64224","17","17","17","","",""
"64238","17","17","17","","",""
"64239","","","","18","18","18"
"64263","17","17","17","","",""
"64276","","","","18","18","18"
"64280","","","","18","18","18"
"64288","","","","18","18","18"
"64304","","","","18","18","18"
"64312","","","","18","18","18"
"64324","","","","18","18","18"
"64330","","","","18","18","18"
"64342","","","","18","18","18"
"64355","","","","18","18","18"
"64360","","","","18","18","18"
"64369","17","17","17","","",""
"64374","","","","18","18","18"
"64397","","","","18","18","18"
"64407","","","","18","18","18"
"64408","","","","18","18","18"
"64409","","","","18","18","18"
"64418","","","","18","18","18"
"64422","17","17","17","","",""
"64426","17","17","17","","",""
"64430","","","","18","18","18"
"64431","17","17","17","","",""
"64435","","","","18","18","18"
"64442","","","","18","18","18"
"64450","17","17","17","","",""
"64453","","","","18","18","18"
"64459","","","","18","18","18"
"64465","","","","18","18","18"
"64471","17","17","17","","",""
"64476","","","","18","18","18"
"64494","17","17","17","","",""
"64518","17","17","17","","",""
"64539","17","17","17","","",""
"64549","17","17","17","","",""
"64559","17","17","17","","",""
"64566","","","","18","18","18"
"64571","","","","18","18","18"
"64573","17","17","17","","",""
"64583","","","","18","18","18"
"64599","","","","18","18","18"
"64605","17","17","17","","",""
"64607","17","17","17","","",""
"64625","","","","18","18","18"
"64626","","","","18","18","18"
"64637","17","17","17","","",""
"64641","","","","18","18","18"
"64664","","","","18","18","18"
"64669","18","18","18","","",""
"64679","18","18","18","","",""
"64680","18","18","18","18","18","18"
"64706","","","","18","18","18"
"64727","18","18","18","","",""
"64731","","","","18","18","18"
"64738","","","","18","18","18"
"64742","18","18","18","","",""
"64744","18","18","18","","",""
"64746","18","18","18","","",""
"64751","18","18","18","","",""
"64753","","","","18","18","18"
"64761","18","18","18","","",""
"64769","18","18","18","","",""
"64771","","","","18","18","18"
"64776","18","18","18","","",""
"64777","","","","18","18","18"
"64783","18","18","18","","",""
"64787","18","18","18","","",""
"64792","18","18","18","","",""
"64794","","","","18","18","18"
"64797","18","18","18","","",""
"64807","18","18","18","","",""
"64812","18","18","18","","",""
"64866","18","18","18","","",""
"64889","18","18","18","","",""
"64892","18","18","18","","",""
"64916","","","","18","18","18"
"64923","","","","18","18","18"
"64935","","","","18","18","18"
"64959","","","","18","18","18"
"64971","","","","18","18","18"
"64973","18","18","18","","",""
"64974","","","","18","18","18"
"65001","18","18","18","","",""
"65040","","","","18","18","18"
"65050","18","18","18","","",""
"65064","18","18","18","","",""
"65086","","","","18","18","18"
"65087","","","","18","18","18"
"65102","18","18","18","","",""
"65109","18","18","18","","",""
"65110","","","","18","18","18"
"65111","","","","18","18","18"
"65116","18","18","18","","",""
"65117","","","","18","18","18"
"65128","","","","18","18","18"
"65131","18","18","18","","",""
"65148","18","18","18","","",""
"65156","18","18","18","","",""
"65161","18","18","18","","",""
"65168","18","18","18","","",""
"65173","18","18","18","","",""
"65174","18","18","18","","",""
"65175","18","18","18","","",""
"65183","18","18","18","","",""
"65185","18","18","18","","",""
"65194","","","","18","18","18"
"65218","18","18","18","18","18","18"
"65267","18","18","18","","",""
"65275","18","18","18","","",""
"65300","18","18","18","","",""
"65307","","","","18","18","18"
"65309","","","","18","18","18"
"65311","","","","18","18","18"
"65314","","","","18","18","18"
"65367","18","18","18","","",""
"65372","","","","18","18","18"
"65387","18","18","18","","",""
"65388","","","","18","18","18"
"65391","18","18","18","","",""
"65392","","","","18","18","18"
"65409","18","18","18","","",""
"65413","18","18","18","","",""
"65428","18","18","18","","",""
"65435","","","","18","18","18"
"65458","18","18","18","","",""
"65462","18","18","18","","",""
"65472","18","18","18","","",""
"65474","18","18","18","","",""
"65499","","","","18","18","18"
"65502","18","18","18","","",""
"65510","18","18","18","","",""
"65512","","","","18","18","18"
"65515","","","","18","18","18"
"65529","18","18","18","18","18","18"
"65545","18","18","18","","",""
"65552","18","18","18","18","18","18"
"65556","","","","18","18","18"
"65562","","","","18","18","18"
"65567","18","18","18","","",""
"65574","18","18","18","","",""
"65576","18","18","18","","",""
"65584","18","18","18","","",""
"65588","18","18","18","","",""
"65610","","","","18","18","18"
"65633","18","18","18","","",""
"65638","18","18","18","","",""
"65648","","","","18","18","18"
"65652","18","18","18","","",""
"65688","","","","18","18","18"
"65701","18","18","18","","",""
"65717","18","18","18","","",""
"65720","18","18","18","","",""
"65735","18","18","18","","",""
"65745","","","","18","18","18"
"65761","18","18","18","","",""
"65769","18","18","18","","",""
"65778","18","18","18","","",""
"65779","","","","18","18","18"
"65784","","","","18","18","18"
"65786","18","18","18","","",""
"65800","18","18","18","","",""
"65802","","","","18","18","18"
"65806","18","18","18","","",""
"65807","","","","18","18","18"
"65823","","","","18","18","18"
"65829","18","18","18","","",""
"65841","18","18","18","","",""
"65855","18","18","18","","",""
"65866","18","18","18","","",""
"65870","18","18","18","","",""
"65881","18","18","18","","",""
"65892","","","","18","18","18"
"65907","18","18","18","","",""
"65915","","","","18","18","18"
"65921","18","18","18","","",""
"65923","","","","18","18","18"
"65926","","","","18","18","18"
"65933","18","18","18","","",""
"65934","18","18","18","","",""
"65938","","","","18","18","18"
"65947","","","","18","18","18"
"65956","","","","18","18","18"
"65962","","","","18","18","18"
"65967","","","","18","18","18"
"65976","","","","18","18","18"
"65978","","","","18","18","18"
"65982","","","","18","18","18"
"66024","18","18","18","","",""
"66027","","","","18","18","18"
"66029","18","18","18","","",""
"66033","18","18","18","","",""
"66034","18","18","18","","",""
"66044","","","","18","18","18"
"66057","","","","18","18","18"
"66058","","","","18","18","18"
"66063","","","","18","18","18"
"66080","18","18","18","18","18","18"
"66088","18","18","18","18","18","18"
"66090","","","","18","18","18"
"66093","18","18","18","","",""
"66114","18","18","18","","",""
"66117","","","","18","18","18"
"66118","","","","18","18","18"
"66127","","","","18","18","18"
"66143","18","18","18","","",""
"66145","18","18","18","","",""
"66156","","","","18","18","18"
"66161","","","","18","18","18"
"66171","18","18","18","","",""
"66175","18","18","18","","",""
"66180","","","","18","18","18"
"66181","","","","18","18","18"
"66191","","","","18","18","18"
"66196","","","","18","18","18"
"66197","18","18","18","18","18","18"
"66205","18","18","18","","",""
"66211","","","","18","18","18"
"66230","18","18","18","","",""
"66240","18","18","18","","",""
"66241","18","18","18","","",""
"66245","18","18","18","","",""
"66250","18","18","18","","",""
"66268","18","18","18","","",""
"66272","18","18","18","","",""
"66276","","","","18","18","18"
"66288","18","18","18","","",""
"66293","18","18","18","","",""
"66312","","","","18","18","18"
"66314","18","18","18","","",""
"66325","","","","18","18","18"
"66349","","","","18","18","18"
"66366","18","18","18","","",""
"66384","18","18","18","","",""
"66388","18","18","18","","",""
"66397","","","","18","18","18"
"66400","","","","18","18","18"
"66410","","","","18","18","18"
"66423","18","18","18","","",""
"66428","","","","18","18","18"
"66449","18","18","18","","",""
"66482","","","","18","18","18"
"66495","","","","18","18","18"
"66501","","","","18","18","18"
"66514","","","","18","18","18"
"66522","18","18","18","","",""
"66547","18","18","18","","",""
"66556","18","18","18","","",""
"66557","","","","18","18","18"
"66563","","","","18","18","18"
"66575","","","","18","18","18"
"66585","18","18","18","","",""
"66594","","","","18","18","18"
"66599","","","","18","18","18"
"66604","","","","18","18","18"
"66615","","","","18","18","18"
"66634","18","18","18","","",""
"66652","18","18","18","","",""
"66657","18","18","18","","",""
"66663","18","18","18","","",""
"66680","","","","18","18","18"
"66681","","","","18","18","18"
"66682","","","","18","18","18"
"66694","","","","18","18","18"
"66697","18","18","18","","",""
"66706","18","18","18","","",""
"66710","","","","18","18","18"
"66715","","","","18","18","18"
"66718","18","18","18","","",""
"66723","18","18","18","","",""
"66735","","","","18","18","18"
"66745","","","","18","18","18"
"66749","","","","18","18","18"
"66758","","","","18","18","18"
"66761","18","18","18","","",""
"66765","","","","18","18","18"
"66772","18","18","18","","",""
"66774","18","18","18","18","18","18"
"66775","","","","18","18","18"
"66790","","","","18","18","18"
"66792","","","","18","18","18"
"66793","","","","18","18","18"
"66797","18","18","18","18","18","18"
"66804","","","","18","18","18"
"66831","","","","18","18","18"
"66836","","","","18","18","18"
"66850","","","","18","18","18"
"66851","18","18","18","","",""
"66859","18","18","18","","",""
"66868","","","","18","18","18"
"66869","","","","18","18","18"
"66871","18","18","18","","",""
"66873","18","18","18","18","18","18"
"66877","","","","18","18","18"
"66901","","","","18","18","18"
"66907","18","18","18","","",""
"66914","","","","18","18","18"
"66926","","","","18","18","18"
"66937","","","","18","18","18"
"66942","18","18","18","","",""
"66949","","","","18","18","18"
"66953","","","","18","18","18"
"66959","18","18","18","","",""
"66964","","","","18","18","18"
"66970","","","","18","18","18"
"66971","18","18","18","","",""
"66998","18","18","18","","",""
"67018","18","18","18","","",""
"67038","","","","18","18","18"
"67052","","","","18","18","18"
"67053","","","","18","18","18"
"67057","","","","18","18","18"
"67064","18","18","18","","",""
"67068","18","18","18","","",""
"67069","","","","18","18","18"
"67078","18","18","18","","",""
"67081","","","","18","18","18"
"67086","18","18","18","","",""
"67106","","","","18","18","18"
"67120","","","","18","18","18"
"67130","","","","18","18","18"
"67142","","","","18","18","18"
"67143","18","18","18","","",""
"67144","18","18","18","","",""
"67168","18","18","18","","",""
"67175","18","18","18","","",""
"67180","","","","18","18","18"
"67187","18","18","18","","",""
"67197","18","18","18","","",""
"67226","","","","18","18","18"
"67227","","","","18","18","18"
"67236","18","18","18","","",""
"67253","","","","18","18","18"
"67257","18","18","18","","",""
"67272","18","18","18","","",""
"67275","","","","18","18","18"
"67284","","","","18","18","18"
"67292","18","18","18","","",""
"67313","","","","18","18","18"
"67380","","","","18","18","18"
"67385","","","","18","18","18"
"67392","","","","18","18","18"
"67398","","","","18","18","18"
"67403","","","","18","18","18"
"67404","","","","18","18","18"
"67406","18","18","18","","",""
"67410","","","","18","18","18"
"67412","18","18","18","","",""
"67417","","","","18","18","18"
"67441","18","18","18","","",""
"67454","","","","18","18","18"
"67457","","","","18","18","18"
"67502","","","","18","18","18"
"67505","18","18","18","18","18","18"
"67525","18","18","18","","",""
"67532","","","","18","18","18"
"67536","","","","18","18","18"
"67554","18","18","18","","",""
"67564","18","18","18","","",""
"67601","18","18","18","","",""
"67615","","","","18","18","18"
"67616","","","","18","18","18"
"67680","18","18","18","18","18","18"
"67702","18","18","18","","",""
"67746","18","18","18","","",""
"67768","18","18","18","","",""
"67772","","","","18","18","18"
"67775","18","18","18","","",""
"67778","","","","18","18","18"
"67803","18","18","18","","",""
"67808","","","","18","18","18"
"67815","","","","18","18","18"
"67845","","","","18","18","18"
"67848","","","","18","18","18"
"67863","","","","18","18","18"
"67866","18","18","18","","",""
"67867","","","","18","18","18"
"67899","18","18","18","","",""
"67904","","","","19","19","19"
"67910","","","","19","19","19"
"67913","","","","19","19","19"
"67928","18","18","18","","",""
"67929","","","","19","19","19"
"67933","","","","19","19","19"
"67940","","","","19","19","19"
"67947","18","18","18","","",""
"67969","","","","19","19","19"
"67979","","","","19","19","19"
"67980","","","","19","19","19"
"67983","","","","19","19","19"
"67990","18","18","18","19","19","19"
"67994","","","","19","19","19"
"68000","","","","19","19","19"
"68017","18","18","18","","",""
"68030","18","18","18","","",""
"68034","","","","19","19","19"
"68043","","","","19","19","19"
"68045","","","","19","19","19"
"68092","18","18","18","","",""
"68104","18","18","18","","",""
"68106","","","","19","19","19"
"68108","","","","19","19","19"
"68118","18","18","18","","",""
"68130","18","18","18","","",""
"68138","","","","19","19","19"
"68153","18","18","18","","",""
"68167","18","18","18","","",""
"68180","","","","19","19","19"
"68182","18","18","18","","",""
"68206","","","","19","19","19"
"68211","18","18","18","","",""
"68219","","","","19","19","19"
"68222","","","","19","19","19"
"68244","18","18","18","","",""
"68251","","","","19","19","19"
"68261","","","","19","19","19"
"68265","18","18","18","","",""
"68266","","","","19","19","19"
"68274","18","18","18","","",""
"68293","18","18","18","","",""
"68294","18","18","18","","",""
"68313","18","18","18","","",""
"68316","18","18","18","","",""
"68329","18","18","18","","",""
"68333","18","18","18","","",""
"68350","18","18","18","","",""
"68355","","","","19","19","19"
"68363","","","","19","19","19"
"68369","18","18","18","","",""
"68373","18","18","18","","",""
"68384","18","18","18","","",""
"68405","","","","19","19","19"
"68412","","","","19","19","19"
"68414","","","","19","19","19"
"68432","","","","19","19","19"
"68436","","","","19","19","19"
"68454","18","18","18","","",""
"68456","","","","19","19","19"
"68469","","","","19","19","19"
"68478","18","18","18","","",""
"68481","","","","19","19","19"
"68483","18","18","18","","",""
"68488","","","","19","19","19"
"68511","18","18","18","","",""
"68513","18","18","18","","",""
"68514","18","18","18","","",""
"68520","18","18","18","","",""
"68528","","","","19","19","19"
"68533","18","18","18","","",""
"68539","18","18","18","","",""
"68543","","","","19","19","19"
