"Step","experiment-balanced-data - upsampler/train/loss_denoising","experiment-balanced-data - upsampler/train/loss_denoising__MIN","experiment-balanced-data - upsampler/train/loss_denoising__MAX"
"9628","0.16011181473731995","0.16011181473731995","0.16011181473731995"
"9629","0.14668098092079163","0.14668098092079163","0.14668098092079163"
"9633","0.126755952835083","0.126755952835083","0.126755952835083"
"9637","0.16850405931472778","0.16850405931472778","0.16850405931472778"
"9638","0.16086487472057343","0.16086487472057343","0.16086487472057343"
"9640","0.14154446125030518","0.14154446125030518","0.14154446125030518"
"9645","0.15991482138633728","0.15991482138633728","0.15991482138633728"
"9646","0.15709012746810913","0.15709012746810913","0.15709012746810913"
"9647","0.156514972448349","0.156514972448349","0.156514972448349"
"9648","0.14612272381782532","0.14612272381782532","0.14612272381782532"
"9649","0.13865655660629272","0.13865655660629272","0.13865655660629272"
"9650","0.15732547640800476","0.15732547640800476","0.15732547640800476"
"9651","0.20712658762931824","0.20712658762931824","0.20712658762931824"
"9654","0.15419510006904602","0.15419510006904602","0.15419510006904602"
"9655","0.1538909673690796","0.1538909673690796","0.1538909673690796"
"9657","0.13952645659446716","0.13952645659446716","0.13952645659446716"
"9660","0.11122620105743408","0.11122620105743408","0.11122620105743408"
"9661","0.14733853936195374","0.14733853936195374","0.14733853936195374"
"9663","0.18813875317573547","0.18813875317573547","0.18813875317573547"
"9667","0.1262427121400833","0.1262427121400833","0.1262427121400833"
"9669","0.13316550850868225","0.13316550850868225","0.13316550850868225"
"9671","0.15523743629455566","0.15523743629455566","0.15523743629455566"
"9672","0.1245981752872467","0.1245981752872467","0.1245981752872467"
"9673","0.1350688636302948","0.1350688636302948","0.1350688636302948"
"9674","0.20876049995422363","0.20876049995422363","0.20876049995422363"
"9677","0.20906490087509155","0.20906490087509155","0.20906490087509155"
"9678","0.13450711965560913","0.13450711965560913","0.13450711965560913"
"9680","0.16913042962551117","0.16913042962551117","0.16913042962551117"
"9683","0.14314669370651245","0.14314669370651245","0.14314669370651245"
"9684","0.10380750894546509","0.10380750894546509","0.10380750894546509"
"9687","0.14295832812786102","0.14295832812786102","0.14295832812786102"
"9688","0.157277911901474","0.157277911901474","0.157277911901474"
"9689","0.1538066565990448","0.1538066565990448","0.1538066565990448"
"9694","0.14693692326545715","0.14693692326545715","0.14693692326545715"
"9695","0.13048183917999268","0.13048183917999268","0.13048183917999268"
"9698","0.11652826517820358","0.11652826517820358","0.11652826517820358"
"9699","0.16434237360954285","0.16434237360954285","0.16434237360954285"
"9700","0.12154325097799301","0.12154325097799301","0.12154325097799301"
"9701","0.11628954112529755","0.11628954112529755","0.11628954112529755"
"9703","0.11613650619983673","0.11613650619983673","0.11613650619983673"
"9704","0.13617926836013794","0.13617926836013794","0.13617926836013794"
"9705","0.11256200075149536","0.11256200075149536","0.11256200075149536"
"9706","0.1486416757106781","0.1486416757106781","0.1486416757106781"
"9707","0.10058842599391937","0.10058842599391937","0.10058842599391937"
"9708","0.1349201500415802","0.1349201500415802","0.1349201500415802"
"9713","0.10241921246051788","0.10241921246051788","0.10241921246051788"
"9714","0.1445021629333496","0.1445021629333496","0.1445021629333496"
"9715","0.1314607709646225","0.1314607709646225","0.1314607709646225"
"9717","0.11639752238988876","0.11639752238988876","0.11639752238988876"
"9720","0.111300528049469","0.111300528049469","0.111300528049469"
"9722","0.098234161734581","0.098234161734581","0.098234161734581"
"9725","0.11890796571969986","0.11890796571969986","0.11890796571969986"
"9728","0.12160611152648926","0.12160611152648926","0.12160611152648926"
"9730","0.09778663516044617","0.09778663516044617","0.09778663516044617"
"9734","0.10094326734542847","0.10094326734542847","0.10094326734542847"
"9735","0.12542173266410828","0.12542173266410828","0.12542173266410828"
"9736","0.10270501673221588","0.10270501673221588","0.10270501673221588"
"9737","0.08619055151939392","0.08619055151939392","0.08619055151939392"
"9738","0.11072304844856262","0.11072304844856262","0.11072304844856262"
"9739","0.12026695907115936","0.12026695907115936","0.12026695907115936"
"9740","0.1158960610628128","0.1158960610628128","0.1158960610628128"
"9742","0.10328656435012817","0.10328656435012817","0.10328656435012817"
"9743","0.12130702286958694","0.12130702286958694","0.12130702286958694"
"9744","0.10654395818710327","0.10654395818710327","0.10654395818710327"
"9745","0.11293896287679672","0.11293896287679672","0.11293896287679672"
"9746","0.10566630959510803","0.10566630959510803","0.10566630959510803"
"9747","0.12145441770553589","0.12145441770553589","0.12145441770553589"
"9748","0.10550388693809509","0.10550388693809509","0.10550388693809509"
"9753","0.10049571096897125","0.10049571096897125","0.10049571096897125"
"9754","0.11618190258741379","0.11618190258741379","0.11618190258741379"
"9756","0.09687827527523041","0.09687827527523041","0.09687827527523041"
"9758","0.1040780246257782","0.1040780246257782","0.1040780246257782"
"9759","0.10778889060020447","0.10778889060020447","0.10778889060020447"
"9764","0.09995472431182861","0.09995472431182861","0.09995472431182861"
"9767","0.10171566903591156","0.10171566903591156","0.10171566903591156"
"9769","0.11389943957328796","0.11389943957328796","0.11389943957328796"
"9770","0.09418560564517975","0.09418560564517975","0.09418560564517975"
"9772","0.10043125599622726","0.10043125599622726","0.10043125599622726"
"9777","0.0877416655421257","0.0877416655421257","0.0877416655421257"
"9779","0.09215787798166275","0.09215787798166275","0.09215787798166275"
"9781","0.10363049060106277","0.10363049060106277","0.10363049060106277"
"9782","0.11846671998500824","0.11846671998500824","0.11846671998500824"
"9787","0.08484098315238953","0.08484098315238953","0.08484098315238953"
"9788","0.08400209993124008","0.08400209993124008","0.08400209993124008"
"9789","0.08102144300937653","0.08102144300937653","0.08102144300937653"
"9790","0.0856512188911438","0.0856512188911438","0.0856512188911438"
"9791","0.0905931144952774","0.0905931144952774","0.0905931144952774"
"9793","0.08208820223808289","0.08208820223808289","0.08208820223808289"
"9796","0.09769971668720245","0.09769971668720245","0.09769971668720245"
"9799","0.09103222191333771","0.09103222191333771","0.09103222191333771"
"12803","0.08562765270471573","0.08562765270471573","0.08562765270471573"
"12805","0.07914559543132782","0.07914559543132782","0.07914559543132782"
"12807","0.08515061438083649","0.08515061438083649","0.08515061438083649"
"12808","0.07527538388967514","0.07527538388967514","0.07527538388967514"
"12813","0.08009807765483856","0.08009807765483856","0.08009807765483856"
"12817","0.06540773808956146","0.06540773808956146","0.06540773808956146"
"12820","0.07810994982719421","0.07810994982719421","0.07810994982719421"
"12824","0.07006511837244034","0.07006511837244034","0.07006511837244034"
"12825","0.07946765422821045","0.07946765422821045","0.07946765422821045"
"12826","0.06231921166181564","0.06231921166181564","0.06231921166181564"
"12827","0.06208009272813797","0.06208009272813797","0.06208009272813797"
"12828","0.08857571333646774","0.08857571333646774","0.08857571333646774"
"12830","0.09032264351844788","0.09032264351844788","0.09032264351844788"
"12831","0.09400856494903564","0.09400856494903564","0.09400856494903564"
"12833","0.0994672179222107","0.0994672179222107","0.0994672179222107"
"12835","0.10616450011730194","0.10616450011730194","0.10616450011730194"
"12836","0.07933741807937622","0.07933741807937622","0.07933741807937622"
"12837","0.09129467606544495","0.09129467606544495","0.09129467606544495"
"12841","0.08759487420320511","0.08759487420320511","0.08759487420320511"
"12845","0.07801315188407898","0.07801315188407898","0.07801315188407898"
"12846","0.09124995768070221","0.09124995768070221","0.09124995768070221"
"12847","0.0680457279086113","0.0680457279086113","0.0680457279086113"
"12850","0.0829787403345108","0.0829787403345108","0.0829787403345108"
"12851","0.07633975148200989","0.07633975148200989","0.07633975148200989"
"12852","0.08370395004749298","0.08370395004749298","0.08370395004749298"
"12853","0.07748983055353165","0.07748983055353165","0.07748983055353165"
"12854","0.07640893757343292","0.07640893757343292","0.07640893757343292"
"12857","0.06825672835111618","0.06825672835111618","0.06825672835111618"
"12859","0.06684882938861847","0.06684882938861847","0.06684882938861847"
"12863","0.07262419909238815","0.07262419909238815","0.07262419909238815"
"12865","0.07525966316461563","0.07525966316461563","0.07525966316461563"
"12866","0.06591744720935822","0.06591744720935822","0.06591744720935822"
"12867","0.07079926878213882","0.07079926878213882","0.07079926878213882"
"12869","0.06959091871976852","0.06959091871976852","0.06959091871976852"
"12870","0.1362789124250412","0.1362789124250412","0.1362789124250412"
"12872","0.07211615145206451","0.07211615145206451","0.07211615145206451"
"12873","0.05966101586818695","0.05966101586818695","0.05966101586818695"
"12874","0.05339407920837402","0.05339407920837402","0.05339407920837402"
"12877","0.06894093751907349","0.06894093751907349","0.06894093751907349"
"12878","0.08009226620197296","0.08009226620197296","0.08009226620197296"
"12883","0.06662285327911377","0.06662285327911377","0.06662285327911377"
"12884","0.07103539258241653","0.07103539258241653","0.07103539258241653"
"12887","0.08301025629043579","0.08301025629043579","0.08301025629043579"
"12888","0.05852419137954712","0.05852419137954712","0.05852419137954712"
"12890","0.07380041480064392","0.07380041480064392","0.07380041480064392"
"12891","0.06693530082702637","0.06693530082702637","0.06693530082702637"
"12892","0.05618073046207428","0.05618073046207428","0.05618073046207428"
"12894","0.07201715558767319","0.07201715558767319","0.07201715558767319"
"12895","0.07751592993736267","0.07751592993736267","0.07751592993736267"
"12896","0.07933307439088821","0.07933307439088821","0.07933307439088821"
"12898","0.06616372615098953","0.06616372615098953","0.06616372615098953"
"12899","0.07239537686109543","0.07239537686109543","0.07239537686109543"
