"Step","experiment-balanced-data - upsampler/train/loss_denoising","experiment-balanced-data - upsampler/train/loss_denoising__MIN","experiment-balanced-data - upsampler/train/loss_denoising__MAX"
"6000","1.2741779088974","1.2741779088974","1.2741779088974"
"6002","1.415281057357788","1.415281057357788","1.415281057357788"
"6004","0.9732046127319336","0.9732046127319336","0.9732046127319336"
"6006","1.3257668018341064","1.3257668018341064","1.3257668018341064"
"6009","1.1563959121704102","1.1563959121704102","1.1563959121704102"
"6011","1.1478285789489746","1.1478285789489746","1.1478285789489746"
"6018","1.0426055192947388","1.0426055192947388","1.0426055192947388"
"6023","1.198624610900879","1.198624610900879","1.198624610900879"
"6028","1.1787985563278198","1.1787985563278198","1.1787985563278198"
"6031","1.1700693368911743","1.1700693368911743","1.1700693368911743"
"6032","1.20625638961792","1.20625638961792","1.20625638961792"
"6034","1.026097297668457","1.026097297668457","1.026097297668457"
"6036","1.1457544565200806","1.1457544565200806","1.1457544565200806"
"6037","1.0698046684265137","1.0698046684265137","1.0698046684265137"
"6038","1.057372808456421","1.057372808456421","1.057372808456421"
"6039","1.073716640472412","1.073716640472412","1.073716640472412"
"6041","1.1273307800292969","1.1273307800292969","1.1273307800292969"
"6042","1.1236131191253662","1.1236131191253662","1.1236131191253662"
"6045","1.0409135818481445","1.0409135818481445","1.0409135818481445"
"6047","1.014227271080017","1.014227271080017","1.014227271080017"
"6050","1.0250749588012695","1.0250749588012695","1.0250749588012695"
"6051","0.9768117666244507","0.9768117666244507","0.9768117666244507"
"6053","1.0908968448638916","1.0908968448638916","1.0908968448638916"
"6054","1.017399787902832","1.017399787902832","1.017399787902832"
"6055","0.926288902759552","0.926288902759552","0.926288902759552"
"6056","0.8847712278366089","0.8847712278366089","0.8847712278366089"
"6061","0.8545493483543396","0.8545493483543396","0.8545493483543396"
"6063","0.838219404220581","0.838219404220581","0.838219404220581"
"6068","0.8055922389030457","0.8055922389030457","0.8055922389030457"
"6070","0.9038177728652954","0.9038177728652954","0.9038177728652954"
"6072","0.7856476306915283","0.7856476306915283","0.7856476306915283"
"6074","0.846619725227356","0.846619725227356","0.846619725227356"
"6075","1.043552279472351","1.043552279472351","1.043552279472351"
"6079","0.727509617805481","0.727509617805481","0.727509617805481"
"6085","0.7940378189086914","0.7940378189086914","0.7940378189086914"
"6087","0.8975503444671631","0.8975503444671631","0.8975503444671631"
"6088","0.8912930488586426","0.8912930488586426","0.8912930488586426"
"6091","0.9850248098373413","0.9850248098373413","0.9850248098373413"
"6095","0.9029940366744995","0.9029940366744995","0.9029940366744995"
"6100","0.9682221412658691","0.9682221412658691","0.9682221412658691"
"6102","0.8083047866821289","0.8083047866821289","0.8083047866821289"
"6103","0.809516429901123","0.809516429901123","0.809516429901123"
"6105","0.7980619668960571","0.7980619668960571","0.7980619668960571"
"6109","0.8110376596450806","0.8110376596450806","0.8110376596450806"
"6111","0.7854374051094055","0.7854374051094055","0.7854374051094055"
"6112","0.6984837055206299","0.6984837055206299","0.6984837055206299"
"6116","0.7113419771194458","0.7113419771194458","0.7113419771194458"
"6117","0.6922875642776489","0.6922875642776489","0.6922875642776489"
"6120","0.6731226444244385","0.6731226444244385","0.6731226444244385"
"6125","0.770260214805603","0.770260214805603","0.770260214805603"
"6128","0.6859846115112305","0.6859846115112305","0.6859846115112305"
"6129","0.6913939714431763","0.6913939714431763","0.6913939714431763"
"6130","0.7857524752616882","0.7857524752616882","0.7857524752616882"
"6131","0.6249285936355591","0.6249285936355591","0.6249285936355591"
"6132","0.9117864370346069","0.9117864370346069","0.9117864370346069"
"6133","0.6787832379341125","0.6787832379341125","0.6787832379341125"
"6134","0.6494550704956055","0.6494550704956055","0.6494550704956055"
"6135","0.6863242387771606","0.6863242387771606","0.6863242387771606"
"6138","0.7082388401031494","0.7082388401031494","0.7082388401031494"
"6139","0.6374847292900085","0.6374847292900085","0.6374847292900085"
"6140","0.6908676624298096","0.6908676624298096","0.6908676624298096"
"6145","0.7516549825668335","0.7516549825668335","0.7516549825668335"
"6146","0.6075196266174316","0.6075196266174316","0.6075196266174316"
"6149","0.6789960265159607","0.6789960265159607","0.6789960265159607"
"6152","0.6428171992301941","0.6428171992301941","0.6428171992301941"
"6153","0.7444604635238647","0.7444604635238647","0.7444604635238647"
"6154","0.6555192470550537","0.6555192470550537","0.6555192470550537"
"6155","0.6797102689743042","0.6797102689743042","0.6797102689743042"
"6160","0.6688421368598938","0.6688421368598938","0.6688421368598938"
"6163","0.5614092350006104","0.5614092350006104","0.5614092350006104"
"6165","0.7934247255325317","0.7934247255325317","0.7934247255325317"
"6166","0.6497400999069214","0.6497400999069214","0.6497400999069214"
"6168","0.654342770576477","0.654342770576477","0.654342770576477"
"6169","0.6282955408096313","0.6282955408096313","0.6282955408096313"
"6170","0.8056679964065552","0.8056679964065552","0.8056679964065552"
"6172","0.7436116337776184","0.7436116337776184","0.7436116337776184"
"6174","0.5864368677139282","0.5864368677139282","0.5864368677139282"
"6175","0.6571838855743408","0.6571838855743408","0.6571838855743408"
"6176","0.6647158861160278","0.6647158861160278","0.6647158861160278"
"6177","0.6095060110092163","0.6095060110092163","0.6095060110092163"
"6178","0.5869916677474976","0.5869916677474976","0.5869916677474976"
"6179","0.6639189720153809","0.6639189720153809","0.6639189720153809"
"6181","0.7283734083175659","0.7283734083175659","0.7283734083175659"
"6182","0.5217676758766174","0.5217676758766174","0.5217676758766174"
"6183","0.5957255363464355","0.5957255363464355","0.5957255363464355"
"6184","0.6240896582603455","0.6240896582603455","0.6240896582603455"
"6188","0.6783995628356934","0.6783995628356934","0.6783995628356934"
"6189","0.5761470198631287","0.5761470198631287","0.5761470198631287"
"6190","0.5483907461166382","0.5483907461166382","0.5483907461166382"
"6194","0.6561669707298279","0.6561669707298279","0.6561669707298279"
"6195","0.6512072086334229","0.6512072086334229","0.6512072086334229"
"6196","0.63946533203125","0.63946533203125","0.63946533203125"
"6198","0.5600173473358154","0.5600173473358154","0.5600173473358154"
"6199","0.642406702041626","0.642406702041626","0.642406702041626"
"6201","0.5599274039268494","0.5599274039268494","0.5599274039268494"
"6202","0.700753390789032","0.700753390789032","0.700753390789032"
"6205","0.5065873861312866","0.5065873861312866","0.5065873861312866"
"6207","0.6250972747802734","0.6250972747802734","0.6250972747802734"
"6208","0.5851854085922241","0.5851854085922241","0.5851854085922241"
"6214","0.5859068632125854","0.5859068632125854","0.5859068632125854"
"6215","0.5383222699165344","0.5383222699165344","0.5383222699165344"
"6216","0.5872112512588501","0.5872112512588501","0.5872112512588501"
"6217","0.5796504616737366","0.5796504616737366","0.5796504616737366"
"6218","0.6026040315628052","0.6026040315628052","0.6026040315628052"
"6219","0.5055071711540222","0.5055071711540222","0.5055071711540222"
"6220","0.5456407070159912","0.5456407070159912","0.5456407070159912"
"6226","0.6240720152854919","0.6240720152854919","0.6240720152854919"
"6227","0.5952465534210205","0.5952465534210205","0.5952465534210205"
"6232","0.5188549757003784","0.5188549757003784","0.5188549757003784"
"6234","0.5212367177009583","0.5212367177009583","0.5212367177009583"
"6236","0.5441821813583374","0.5441821813583374","0.5441821813583374"
"6241","0.5541994571685791","0.5541994571685791","0.5541994571685791"
"6243","0.5919930934906006","0.5919930934906006","0.5919930934906006"
"6244","0.5027286410331726","0.5027286410331726","0.5027286410331726"
"6246","0.5502713918685913","0.5502713918685913","0.5502713918685913"
"6249","0.5066565275192261","0.5066565275192261","0.5066565275192261"
"6253","0.5255808234214783","0.5255808234214783","0.5255808234214783"
"6255","0.5185338258743286","0.5185338258743286","0.5185338258743286"
"6258","0.5729708671569824","0.5729708671569824","0.5729708671569824"
"6259","0.45751452445983887","0.45751452445983887","0.45751452445983887"
"6266","0.4323735237121582","0.4323735237121582","0.4323735237121582"
"6268","0.5024982690811157","0.5024982690811157","0.5024982690811157"
"6269","0.45932769775390625","0.45932769775390625","0.45932769775390625"
"6270","0.5117459893226624","0.5117459893226624","0.5117459893226624"
"6271","0.4879953861236572","0.4879953861236572","0.4879953861236572"
"6272","0.5324008464813232","0.5324008464813232","0.5324008464813232"
"6273","0.49449366331100464","0.49449366331100464","0.49449366331100464"
"6276","0.4965675473213196","0.4965675473213196","0.4965675473213196"
"6277","0.5408960580825806","0.5408960580825806","0.5408960580825806"
"6278","0.4779217541217804","0.4779217541217804","0.4779217541217804"
"6279","0.4253072142601013","0.4253072142601013","0.4253072142601013"
"6280","0.5124586820602417","0.5124586820602417","0.5124586820602417"
"6281","0.4867010712623596","0.4867010712623596","0.4867010712623596"
"6282","0.5034674406051636","0.5034674406051636","0.5034674406051636"
"6283","0.533042311668396","0.533042311668396","0.533042311668396"
"6285","0.4590679705142975","0.4590679705142975","0.4590679705142975"
"6288","0.46179020404815674","0.46179020404815674","0.46179020404815674"
"6291","0.5102701187133789","0.5102701187133789","0.5102701187133789"
"6293","0.4367346167564392","0.4367346167564392","0.4367346167564392"
"6295","0.4987184405326843","0.4987184405326843","0.4987184405326843"
"6297","0.3967478573322296","0.3967478573322296","0.3967478573322296"
"6300","0.3755219578742981","0.3755219578742981","0.3755219578742981"
"6301","0.4320092797279358","0.4320092797279358","0.4320092797279358"
"6302","0.47330692410469055","0.47330692410469055","0.47330692410469055"
"6304","0.47394537925720215","0.47394537925720215","0.47394537925720215"
"6305","0.6035239100456238","0.6035239100456238","0.6035239100456238"
"6307","0.4059503972530365","0.4059503972530365","0.4059503972530365"
"6309","0.43197178840637207","0.43197178840637207","0.43197178840637207"
"6310","0.43961697816848755","0.43961697816848755","0.43961697816848755"
"6313","0.47411370277404785","0.47411370277404785","0.47411370277404785"
"6316","0.40454357862472534","0.40454357862472534","0.40454357862472534"
"6319","0.48262667655944824","0.48262667655944824","0.48262667655944824"
"6321","0.46161264181137085","0.46161264181137085","0.46161264181137085"
"6322","0.4161556363105774","0.4161556363105774","0.4161556363105774"
"6323","0.4869700074195862","0.4869700074195862","0.4869700074195862"
"6324","0.3909655213356018","0.3909655213356018","0.3909655213356018"
"6325","0.41759830713272095","0.41759830713272095","0.41759830713272095"
"6327","0.5076051354408264","0.5076051354408264","0.5076051354408264"
"6330","0.4288645386695862","0.4288645386695862","0.4288645386695862"
"6331","0.47710204124450684","0.47710204124450684","0.47710204124450684"
"6333","0.35590723156929016","0.35590723156929016","0.35590723156929016"
"6337","0.337507426738739","0.337507426738739","0.337507426738739"
"6339","0.4622008502483368","0.4622008502483368","0.4622008502483368"
"6342","0.43803560733795166","0.43803560733795166","0.43803560733795166"
"6344","0.45374470949172974","0.45374470949172974","0.45374470949172974"
"6346","0.360715389251709","0.360715389251709","0.360715389251709"
"6350","0.398481547832489","0.398481547832489","0.398481547832489"
"6351","0.3858721852302551","0.3858721852302551","0.3858721852302551"
"6353","0.4101863503456116","0.4101863503456116","0.4101863503456116"
"6354","0.31621378660202026","0.31621378660202026","0.31621378660202026"
"6357","0.4559131860733032","0.4559131860733032","0.4559131860733032"
"6358","0.33303141593933105","0.33303141593933105","0.33303141593933105"
"6359","0.356523334980011","0.356523334980011","0.356523334980011"
"6364","0.3805641531944275","0.3805641531944275","0.3805641531944275"
"6366","0.369517058134079","0.369517058134079","0.369517058134079"
"6369","0.4073337912559509","0.4073337912559509","0.4073337912559509"
"6370","0.3320874571800232","0.3320874571800232","0.3320874571800232"
"6372","0.38557761907577515","0.38557761907577515","0.38557761907577515"
"6374","0.3453889489173889","0.3453889489173889","0.3453889489173889"
"6377","0.3550565242767334","0.3550565242767334","0.3550565242767334"
"6379","0.4296475648880005","0.4296475648880005","0.4296475648880005"
"6383","0.3213520050048828","0.3213520050048828","0.3213520050048828"
"6384","0.30230778455734253","0.30230778455734253","0.30230778455734253"
"6386","0.2750077247619629","0.2750077247619629","0.2750077247619629"
"6388","0.3260805010795593","0.3260805010795593","0.3260805010795593"
"6389","0.31141382455825806","0.31141382455825806","0.31141382455825806"
"6391","0.35196512937545776","0.35196512937545776","0.35196512937545776"
"6397","0.30435866117477417","0.30435866117477417","0.30435866117477417"
"9403","0.29209601879119873","0.29209601879119873","0.29209601879119873"
"9404","0.3299882411956787","0.3299882411956787","0.3299882411956787"
"9405","0.28147661685943604","0.28147661685943604","0.28147661685943604"
"9406","0.3032098412513733","0.3032098412513733","0.3032098412513733"
"9407","0.34254080057144165","0.34254080057144165","0.34254080057144165"
"9408","0.23293381929397583","0.23293381929397583","0.23293381929397583"
"9409","0.3226730227470398","0.3226730227470398","0.3226730227470398"
"9411","0.29197120666503906","0.29197120666503906","0.29197120666503906"
"9412","0.25820454955101013","0.25820454955101013","0.25820454955101013"
"9415","0.27859365940093994","0.27859365940093994","0.27859365940093994"
"9416","0.34517306089401245","0.34517306089401245","0.34517306089401245"
"9417","0.27947744727134705","0.27947744727134705","0.27947744727134705"
"9419","0.27768585085868835","0.27768585085868835","0.27768585085868835"
"9420","0.2751368284225464","0.2751368284225464","0.2751368284225464"
"9422","0.3232300877571106","0.3232300877571106","0.3232300877571106"
"9423","0.26840540766716003","0.26840540766716003","0.26840540766716003"
"9424","0.3035346567630768","0.3035346567630768","0.3035346567630768"
"9425","0.24747589230537415","0.24747589230537415","0.24747589230537415"
"9427","0.2648915648460388","0.2648915648460388","0.2648915648460388"
"9430","0.3206179141998291","0.3206179141998291","0.3206179141998291"
"9439","0.2679731249809265","0.2679731249809265","0.2679731249809265"
"9440","0.2743930220603943","0.2743930220603943","0.2743930220603943"
"9443","0.2939283549785614","0.2939283549785614","0.2939283549785614"
"9446","0.3211854100227356","0.3211854100227356","0.3211854100227356"
"9447","0.3263770341873169","0.3263770341873169","0.3263770341873169"
"9448","0.2867411971092224","0.2867411971092224","0.2867411971092224"
"9454","0.27072951197624207","0.27072951197624207","0.27072951197624207"
"9456","0.22810600697994232","0.22810600697994232","0.22810600697994232"
"9457","0.2576039731502533","0.2576039731502533","0.2576039731502533"
"9461","0.25635531544685364","0.25635531544685364","0.25635531544685364"
"9462","0.3136163353919983","0.3136163353919983","0.3136163353919983"
"9464","0.24625840783119202","0.24625840783119202","0.24625840783119202"
"9465","0.23846246302127838","0.23846246302127838","0.23846246302127838"
"9467","0.22010201215744019","0.22010201215744019","0.22010201215744019"
"9468","0.247003972530365","0.247003972530365","0.247003972530365"
"9469","0.24725133180618286","0.24725133180618286","0.24725133180618286"
"9475","0.26730525493621826","0.26730525493621826","0.26730525493621826"
"9476","0.22631657123565674","0.22631657123565674","0.22631657123565674"
"9477","0.2571762502193451","0.2571762502193451","0.2571762502193451"
"9478","0.265169233083725","0.265169233083725","0.265169233083725"
"9480","0.25945180654525757","0.25945180654525757","0.25945180654525757"
"9484","0.26468878984451294","0.26468878984451294","0.26468878984451294"
"9485","0.26705604791641235","0.26705604791641235","0.26705604791641235"
"9486","0.23779746890068054","0.23779746890068054","0.23779746890068054"
"9487","0.22239497303962708","0.22239497303962708","0.22239497303962708"
"9488","0.2719113230705261","0.2719113230705261","0.2719113230705261"
"9492","0.1649315357208252","0.1649315357208252","0.1649315357208252"
"9494","0.2650865614414215","0.2650865614414215","0.2650865614414215"
"9495","0.1966421902179718","0.1966421902179718","0.1966421902179718"
"9498","0.23190146684646606","0.23190146684646606","0.23190146684646606"
"9500","0.23082531988620758","0.23082531988620758","0.23082531988620758"
"9502","0.24323159456253052","0.24323159456253052","0.24323159456253052"
"9503","0.26085013151168823","0.26085013151168823","0.26085013151168823"
"9505","0.197587251663208","0.197587251663208","0.197587251663208"
"9506","0.22199808061122894","0.22199808061122894","0.22199808061122894"
"9510","0.1878664493560791","0.1878664493560791","0.1878664493560791"
"9511","0.21697688102722168","0.21697688102722168","0.21697688102722168"
"9512","0.24272626638412476","0.24272626638412476","0.24272626638412476"
"9514","0.2241823375225067","0.2241823375225067","0.2241823375225067"
"9516","0.20509003102779388","0.20509003102779388","0.20509003102779388"
"9520","0.1995789110660553","0.1995789110660553","0.1995789110660553"
"9521","0.21089598536491394","0.21089598536491394","0.21089598536491394"
"9523","0.1676200032234192","0.1676200032234192","0.1676200032234192"
"9524","0.23891589045524597","0.23891589045524597","0.23891589045524597"
"9526","0.23356282711029053","0.23356282711029053","0.23356282711029053"
"9527","0.17350441217422485","0.17350441217422485","0.17350441217422485"
"9530","0.22007878124713898","0.22007878124713898","0.22007878124713898"
"9531","0.219482883810997","0.219482883810997","0.219482883810997"
"9533","0.15780553221702576","0.15780553221702576","0.15780553221702576"
"9534","0.20874807238578796","0.20874807238578796","0.20874807238578796"
"9536","0.20439915359020233","0.20439915359020233","0.20439915359020233"
"9539","0.20371925830841064","0.20371925830841064","0.20371925830841064"
"9545","0.18064266443252563","0.18064266443252563","0.18064266443252563"
"9547","0.2044079303741455","0.2044079303741455","0.2044079303741455"
"9549","0.23263923823833466","0.23263923823833466","0.23263923823833466"
"9550","0.17932672798633575","0.17932672798633575","0.17932672798633575"
"9551","0.15932825207710266","0.15932825207710266","0.15932825207710266"
"9553","0.19177263975143433","0.19177263975143433","0.19177263975143433"
"9554","0.20670291781425476","0.20670291781425476","0.20670291781425476"
"9556","0.17520493268966675","0.17520493268966675","0.17520493268966675"
"9559","0.1603068709373474","0.1603068709373474","0.1603068709373474"
"9563","0.2105165719985962","0.2105165719985962","0.2105165719985962"
"9564","0.18042686581611633","0.18042686581611633","0.18042686581611633"
"9566","0.1641685664653778","0.1641685664653778","0.1641685664653778"
"9571","0.19412004947662354","0.19412004947662354","0.19412004947662354"
"9572","0.18266110122203827","0.18266110122203827","0.18266110122203827"
"9573","0.1439393311738968","0.1439393311738968","0.1439393311738968"
"9576","0.16699600219726562","0.16699600219726562","0.16699600219726562"
"9579","0.1785372495651245","0.1785372495651245","0.1785372495651245"
"9584","0.16460371017456055","0.16460371017456055","0.16460371017456055"
"9585","0.14794233441352844","0.14794233441352844","0.14794233441352844"
"9592","0.12579581141471863","0.12579581141471863","0.12579581141471863"
"9594","0.146438330411911","0.146438330411911","0.146438330411911"
"9597","0.14902570843696594","0.14902570843696594","0.14902570843696594"
"9599","0.16927674412727356","0.16927674412727356","0.16927674412727356"
"9603","0.12981903553009033","0.12981903553009033","0.12981903553009033"
"9610","0.15906910598278046","0.15906910598278046","0.15906910598278046"
"9611","0.1779787242412567","0.1779787242412567","0.1779787242412567"
"9613","0.14879344403743744","0.14879344403743744","0.14879344403743744"
"9618","0.12892305850982666","0.12892305850982666","0.12892305850982666"
"9620","0.14178401231765747","0.14178401231765747","0.14178401231765747"
"9622","0.1508914828300476","0.1508914828300476","0.1508914828300476"
"9624","0.16286179423332214","0.16286179423332214","0.16286179423332214"
"9626","0.16678205132484436","0.16678205132484436","0.16678205132484436"
"9627","0.16806113719940186","0.16806113719940186","0.16806113719940186"
